LOTE,FECHA,TURBIDEZ,VIABILIDAD,GLUCOSA_G/L
23023,2023-03-30 09:30:00,74.4,132533333.33,0.52
23023,2023-03-30 12:00:00,81.6,212000000.0,0.46
23024,2023-03-28 08:00:00,16.56,6802666.67,1.79
23024,2023-03-28 12:00:00,16.72,12480000.0,2.16
23024,2023-03-28 16:00:00,18.56,16080000.0,2.12
23024,2023-03-28 20:00:00,19.6,34346666.67,2.1
23024,2023-03-29 08:00:00,32.88,112533333.33,1.85
23024,2023-03-29 12:00:00,44.16,117866666.67,1.78
23024,2023-03-29 16:00:00,55.2,166400000.0,1.54
23024,2023-03-29 20:00:00,65.68,184800000.0,
23024,2023-03-30 06:15:00,80.8,199466666.67,0.48
23024,2023-03-30 07:30:00,78.96,243200000.0,0.43
23024,2023-03-30 09:30:00,77.12,160800000.0,0.44
23025,2023-03-29 07:30:00,17.2,6266666.67,1.97
23025,2023-03-29 11:30:00,18.96,8960000.0,1.94
23025,2023-03-29 15:30:00,19.6,18933333.33,1.87
23025,2023-03-29 19:30:00,21.28,27653333.33,1.8
23025,2023-03-30 08:00:00,37.12,98133333.33,1.64
23025,2023-03-30 12:00:00,51.12,114133333.33,1.59
23025,2023-03-30 16:00:00,58.88,164800000.0,1.54
23025,2023-03-30 20:00:00,69.52,176000000.0,1.16
23025,2023-03-31 06:15:00,84.0,203466666.67,0.34
23025,2023-03-31 07:30:00,87.2,198933333.33,0.21
23026,2023-03-29 07:30:00,18.0,5306666.67,1.83
23026,2023-03-29 11:30:00,18.8,9040000.0,2.11
23026,2023-03-29 15:30:00,19.2,16666666.67,1.78
23026,2023-03-29 19:30:00,20.64,25733333.33,1.84
23026,2023-03-30 08:00:00,33.2,98933333.33,1.66
23026,2023-03-30 12:00:00,48.64,102666666.67,1.72
23026,2023-03-30 16:00:00,54.08,122133333.33,1.6
23026,2023-03-30 20:00:00,65.2,163733333.33,1.37
23026,2023-03-31 06:15:00,79.6,204800000.0,0.57
23026,2023-03-31 07:30:00,81.2,206400000.0,0.41
23027,2023-04-04 10:30:00,16.88,5525333.33,1.68
23027,2023-04-04 14:30:00,17.12,6226666.67,1.9
23027,2023-04-04 18:30:00,17.088,12000000.0,1.75
23027,2023-04-05 07:00:00,22.08,47840000.0,
23027,2023-04-05 11:00:00,26.56,67760000.0,
23027,2023-04-05 15:00:00,31.68,99466666.67,
23027,2023-04-05 19:00:00,40.4,130933333.33,
23027,2023-04-06 07:00:00,59.04,174133333.33,
23027,2023-04-06 10:00:00,66.08,218400000.0,
23027,2023-04-06 12:00:00,68.08,195466666.67,0.84
23028,2023-04-04 10:30:00,18.56,5146666.67,1.25
23028,2023-04-04 14:30:00,18.56,7096000.0,1.86
23028,2023-04-04 18:30:00,18.88,11173333.33,1.87
23028,2023-04-05 07:00:00,23.84,48880000.0,
23028,2023-04-05 11:00:00,28.08,69653333.33,
23028,2023-04-05 15:00:00,32.56,92266666.67,
23028,2023-04-05 19:00:00,40.32,138933333.33,
23028,2023-04-06 07:00:00,62.88,207733333.33,
23028,2023-04-06 10:00:00,65.52,198933333.33,
23028,2023-04-06 12:00:00,67.2,176000000.0,0.91
23029,2023-04-18 08:00:00,16.96,5552000.0,1.9
23029,2023-04-18 12:00:00,17.36,10880000.0,
23029,2023-04-18 16:00:00,18.4,15146666.67,
23029,2023-04-18 20:00:00,20.16,25333333.33,
23029,2023-04-19 06:00:00,32.56,91733333.33,
23029,2023-04-19 10:30:00,41.76,115466666.67,
23029,2023-04-19 14:30:00,53.84,14346666.67,
23029,2023-04-19 18:30:00,67.84,154400000.0,
23029,2023-04-20 06:00:00,85.6,199733333.33,
23029,2023-04-20 07:30:00,85.6,262666666.67,0.22
23030,2023-04-18 08:00:00,19.36,5440000.0,1.9
23030,2023-04-18 12:00:00,19.68,10746666.67,
23030,2023-04-18 16:00:00,20.48,14773333.33,
23030,2023-04-18 20:00:00,22.16,28346666.67,
23030,2023-04-19 06:00:00,34.24,82666666.67,
23030,2023-04-19 10:30:00,42.72,123733333.33,
23030,2023-04-19 14:30:00,53.36,129066666.67,
23030,2023-04-19 18:30:00,65.04,150933333.33,
23030,2023-04-20 06:00:00,81.6,173600000.0,
23030,2023-04-20 07:30:00,75.92,178933333.33,0.09
23031,2023-04-18 08:00:00,18.64,5336000.0,1.9
23031,2023-04-18 12:00:00,19.12,9600000.0,
23031,2023-04-18 16:00:00,19.92,15306666.67,
23031,2023-04-18 20:00:00,21.6,17760000.0,
23031,2023-04-19 06:00:00,33.04,72960000.0,
23031,2023-04-19 10:30:00,40.08,88266666.67,
23031,2023-04-19 14:30:00,52.32,124800000.0,
23031,2023-04-19 18:30:00,64.56,149066666.67,
23031,2023-04-20 06:00:00,85.6,190666666.67,
23031,2023-04-20 07:30:00,84.0,97333333.33,0.34
23032,2023-04-18 08:00:00,18.88,5437333.33,1.9
23032,2023-04-18 12:00:00,18.24,10693333.33,
23032,2023-04-18 16:00:00,19.76,16080000.0,
23032,2023-04-18 20:00:00,21.52,25120000.0,
23032,2023-04-19 06:00:00,33.04,81280000.0,
23032,2023-04-19 10:30:00,41.6,115466666.67,
23032,2023-04-19 14:30:00,51.44,106400000.0,
23032,2023-04-19 18:30:00,63.76,128426666.67,
23032,2023-04-20 06:00:00,78.4,182666666.67,
23032,2023-04-20 07:30:00,75.68,195733333.33,0.4
23033,2023-04-25 13:00:00,17.84,5706666.67,1.9
23033,2023-04-25 17:00:00,18.64,8906666.67,
23033,2023-04-25 21:00:00,19.28,14506666.67,
23033,2023-04-26 07:00:00,23.76,45013333.33,
23033,2023-04-26 11:00:00,28.32,76746666.67,1.9
23033,2023-04-26 15:00:00,34.32,88000000.0,1.91
23033,2023-04-26 19:00:00,42.08,118400000.0,1.85
23033,2023-04-27 06:00:00,56.88,199200000.0,1.35
23033,2023-04-27 08:00:00,57.84,201066666.67,1.24
23033,2023-04-27 09:00:00,66.96,251466666.67,1.03
23033,2023-04-27 11:45:00,69.52,244266666.67,0.95
23033,2023-04-27 12:50:00,72.48,226933333.33,0.86
23034,2023-04-25 13:00:00,16.32,5522666.67,
23034,2023-04-25 17:00:00,17.2,7784000.0,
23034,2023-04-25 21:00:00,17.36,13493333.33,
23034,2023-04-26 07:00:00,21.12,42133333.33,
23034,2023-04-26 11:00:00,24.88,73093333.33,2.02
23034,2023-04-26 15:00:00,29.68,99466666.67,1.87
23034,2023-04-26 19:00:00,38.56,104000000.0,1.84
23034,2023-04-27 06:00:00,56.96,191733333.33,1.35
23034,2023-04-27 08:00:00,60.8,181066666.67,1.25
23034,2023-04-27 09:00:00,62.48,186666666.67,1.11
23034,2023-04-27 11:45:00,67.36,227466666.67,1.11
23034,2023-04-27 12:50:00,69.12,196533333.33,0.88
23035,2023-04-25 08:00:00,17.76,4237333.33,
23035,2023-04-25 12:00:00,17.76,6234666.67,
23035,2023-04-25 16:00:00,18.32,9920000.0,
23035,2023-04-25 20:00:00,18.8,21893333.33,
23035,2023-04-26 07:00:00,24.16,51333333.33,
23035,2023-04-26 11:00:00,29.12,92266666.67,1.86
23035,2023-04-26 15:00:00,34.4,134666666.67,2.02
23035,2023-04-26 19:00:00,42.88,136000000.0,1.59
23035,2023-04-27 06:00:00,63.12,185066666.67,1.23
23035,2023-04-27 08:00:00,66.4,176533333.33,1.14
23035,2023-04-27 09:00:00,59.84,170933333.33,0.63
23035,2023-04-27 09:40:00,59.76,191466666.67,0.9
23036,2023-05-22 08:00:00,16.4,4845333.33,2.09
23036,2023-05-22 12:00:00,16.72,8453333.33,2.14
23036,2023-05-22 16:00:00,17.2,13333333.33,2.31
23036,2023-05-22 20:00:00,18.8,13066666.67,2.22
23036,2023-05-23 07:30:00,28.48,74000000.0,1.96
23036,2023-05-23 11:30:00,34.24,112266666.67,1.9
23036,2023-05-23 15:30:00,42.24,83733333.33,1.73
23036,2023-05-23 20:00:00,50.16,109333333.33,1.56
23036,2023-05-24 06:30:00,62.08,165333333.33,1.02
23036,2023-05-24 07:45:00,62.88,188800000.0,0.93
23036,2023-05-24 09:00:00,65.28,168533333.33,0.9
23036,2023-05-24 11:00:00,65.92,142400000.0,0.68
23037,2023-05-22 08:00:00,17.44,5152000.0,2.3
23037,2023-05-22 12:00:00,18.24,8960000.0,2.37
23037,2023-05-22 16:00:00,19.52,9813333.33,2.06
23037,2023-05-22 20:00:00,19.68,22826666.67,2.25
23037,2023-05-23 07:30:00,28.88,76160000.0,2.24
23037,2023-05-23 11:30:00,34.08,98933333.33,2.18
23037,2023-05-23 15:30:00,39.6,76560000.0,1.81
23037,2023-05-23 20:00:00,47.44,102400000.0,1.72
23037,2023-05-24 06:30:00,59.68,159466666.67,1.19
23037,2023-05-24 07:45:00,59.12,154400000.0,0.9
23037,2023-05-24 09:00:00,60.4,78720000.0,1.12
23037,2023-05-24 09:45:00,64.24,171200000.0,1.08
23037,2023-05-24 11:00:00,63.36,143733333.33,0.92
23038,2023-05-23 08:00:00,15.28,7728000.0,0.53
23038,2023-05-23 12:30:00,15.52,11866666.67,0.54
23038,2023-05-23 14:40:00,,,0.47
23038,2023-05-23 15:40:00,16.96,15386666.67,1.14
23038,2023-05-23 20:00:00,18.88,23573333.33,1.59
23038,2023-05-24 07:00:00,26.88,84800000.0,1.25
23038,2023-05-24 11:00:00,34.96,117333333.33,1.27
23038,2023-05-24 15:00:00,41.04,97066666.67,1.18
23038,2023-05-24 19:00:00,45.2,150933333.33,0.97
23038,2023-05-25 06:30:00,58.64,157866666.67,0.32
23038,2023-05-25 08:00:00,64.56,174400000.0,0.62
23038,2023-05-25 09:00:00,63.92,165066666.67,0.55
23038,2023-05-25 10:00:00,65.6,172266666.67,1.14
23038,2023-05-25 12:30:00,67.92,145333333.33,0.87
23039,2023-05-23 08:00:00,17.84,7824000.0,2.18
23039,2023-05-23 12:30:00,17.92,10293333.33,2.22
23039,2023-05-23 15:40:00,19.36,13653333.33,2.35
23039,2023-05-23 20:00:00,21.2,20400000.0,2.13
23039,2023-05-24 07:00:00,29.44,77946666.67,2.06
23039,2023-05-24 11:00:00,33.12,107200000.0,1.72
23039,2023-05-24 15:00:00,40.96,68240000.0,1.86
23039,2023-05-24 19:00:00,46.72,111466666.67,1.71
23039,2023-05-25 06:30:00,62.88,154666666.67,1.19
23039,2023-05-25 08:00:00,63.12,143200000.0,0.94
23039,2023-05-25 09:00:00,62.72,149066666.67,0.89
23039,2023-05-25 10:00:00,62.56,146666666.67,0.98
23039,2023-05-25 12:30:00,67.2,122666666.67,0.81
P23213,2023-05-24 15:00:00,19.6,69146666.67,2.06
P23213,2023-05-24 19:00:00,19.92,14720000.0,2.1
P23213,2023-05-25 06:30:00,24.8,35893333.33,1.99
P23213,2023-05-25 12:30:00,34.24,60506666.67,1.78
P23213,2023-05-25 16:30:00,40.64,70640000.0,1.75
P23213,2023-05-25 20:30:00,51.28,97333333.33,1.72
P23213,2023-05-26 06:45:00,72.24,161066666.67,0.88
P23213,2023-05-26 07:45:00,74.4,169333333.33,0.88
P23213,2023-05-26 10:00:00,75.44,185333333.33,0.76
P23213,2023-05-26 11:30:00,77.44,191466666.67,0.55
P23213,2023-05-26 13:00:00,80.0,187733333.33,0.47
P23213,2023-05-26 15:00:00,81.6,185333333.33,0.36
23040,2023-05-29 07:45:00,13.92,4296000.0,1.25
23040,2023-05-29 11:30:00,13.92,7570666.67,1.38
23040,2023-05-29 16:00:00,14.88,14693333.33,1.44
23040,2023-05-29 20:00:00,15.68,19306666.67,1.51
23040,2023-05-30 06:30:00,24.48,107200000.0,1.38
23040,2023-05-30 10:30:00,29.28,165600000.0,1.42
23040,2023-05-30 11:45:00,32.32,154666666.67,1.34
23041,2023-05-30 08:00:00,15.6,6850666.67,1.66
23041,2023-05-30 12:00:00,16.08,11546666.67,1.65
23041,2023-05-30 16:00:00,16.88,17040000.0,1.66
23041,2023-05-30 20:00:00,18.24,23920000.0,1.68
23041,2023-05-31 07:20:00,30.08,91466666.67,1.65
23041,2023-05-31 11:20:00,37.84,111200000.0,1.42
23041,2023-05-31 16:00:00,48.96,149866666.67,1.24
23041,2023-05-31 20:00:00,59.52,166933333.33,1.08
23041,2023-06-01 06:15:00,79.36,165333333.33,0.23
23041,2023-06-01 07:15:00,79.28,197333333.33,0.18
23041,2023-06-01 10:00:00,76.8,260266666.67,0.0
23042,2023-05-31 07:20:00,15.28,5864000.0,2.3
23042,2023-05-31 11:20:00,15.68,8480000.0,1.92
23042,2023-05-31 16:00:00,17.28,14986666.67,2.24
23042,2023-05-31 20:00:00,18.72,22186666.67,2.28
23042,2023-06-01 06:15:00,28.88,65680000.0,1.88
23042,2023-06-01 11:30:00,36.48,106666666.67,1.82
23042,2023-06-01 16:00:00,46.72,134133333.33,1.54
23042,2023-06-01 20:00:00,57.28,132000000.0,1.42
23042,2023-06-02 06:30:00,67.12,214400000.0,0.75
23042,2023-06-02 07:50:00,65.12,222666666.67,0.7
23042,2023-06-02 09:00:00,64.32,215200000.0,0.69
23042,2023-06-02 11:00:00,68.96,209866666.67,0.51
23044,2023-06-06 13:00:00,14.88,2778666.67,2.11
23044,2023-06-06 13:00:00,15.36,5197333.33,1.94
23044,2023-06-06 17:00:00,15.44,5656000.0,1.96
23044,2023-06-06 21:00:00,16.08,9493333.33,1.89
23044,2023-06-07 06:15:00,18.56,24240000.0,1.98
23044,2023-06-07 10:45:00,20.64,32506666.67,2.1
23044,2023-06-07 15:00:00,24.48,47866666.67,1.74
23044,2023-06-07 20:15:00,31.2,90133333.33,1.72
23044,2023-06-08 06:30:00,42.4,134133333.33,1.42
23044,2023-06-08 08:30:00,45.36,147466666.67,1.54
23044,2023-06-08 11:00:00,50.4,150933333.33,1.34
23044,2023-06-08 13:00:00,53.44,163200000.0,1.36
23044,2023-06-08 13:40:00,53.84,156000000.0,1.34
23044,2023-06-08 15:40:00,56.48,129866666.67,1.15
23043,2023-06-12 08:00:00,16.24,4328000.0,2.34
23043,2023-06-12 12:00:00,16.4,6781333.33,2.33
23043,2023-06-12 16:30:00,17.92,11253333.33,2.11
23043,2023-06-12 20:30:00,19.84,17253333.33,2.02
23043,2023-06-13 07:30:00,30.48,51146666.67,2.14
23043,2023-06-13 12:00:00,37.36,68293333.33,1.97
23043,2023-06-13 16:00:00,44.32,78533333.33,1.58
23043,2023-06-13 20:00:00,50.72,67146666.67,1.39
23043,2023-06-14 06:30:00,57.2,176533333.33,0.46
23043,2023-06-14 07:30:00,62.8,168533333.33,1.04
23043,2023-06-14 08:30:00,64.0,177600000.0,0.94
23043,2023-06-14 09:30:00,64.8,184533333.33,0.91
23043,2023-06-14 10:30:00,64.96,188000000.0,0.88
23045,2023-06-12 08:00:00,16.72,4754666.67,2.14
23045,2023-06-12 12:00:00,18.0,7506666.67,2.28
23045,2023-06-12 16:30:00,18.08,11520000.0,2.02
23045,2023-06-12 20:30:00,20.64,20293333.33,2.2
23045,2023-06-13 07:30:00,35.2,68293333.33,2.02
23045,2023-06-13 12:00:00,46.32,95733333.33,1.58
23045,2023-06-13 16:00:00,54.16,114400000.0,1.68
23045,2023-06-13 20:00:00,62.24,143733333.33,1.47
23045,2023-06-14 06:30:00,69.44,186400000.0,0.7
23045,2023-06-14 07:30:00,70.16,174400000.0,0.6
23045,2023-06-14 08:30:00,72.8,174400000.0,0.55
23046,2023-06-13 08:00:00,14.08,4386666.67,2.18
23046,2023-06-13 12:00:00,14.16,6821333.33,2.16
23046,2023-06-13 16:00:00,15.2,10666666.67,2.06
23046,2023-06-13 20:00:00,17.04,19600000.0,1.85
23046,2023-06-14 06:30:00,28.8,69226666.67,1.9
23046,2023-06-14 11:40:00,39.12,108533333.33,1.95
23046,2023-06-15 06:00:00,71.6,188000000.0,0.62
23046,2023-06-15 07:15:00,70.72,189600000.0,0.62
23046,2023-06-15 08:15:00,69.12,203466666.67,0.58
23046,2023-06-15 09:15:00,69.68,164800000.0,0.48
23047,2023-06-13 08:00:00,18.72,4312000.0,1.54
23047,2023-06-13 12:00:00,19.04,6242666.67,1.91
23047,2023-06-13 16:00:00,19.6,10773333.33,1.94
23047,2023-06-13 20:00:00,22.56,20533333.33,2.18
23047,2023-06-14 06:30:00,31.36,61760000.0,2.03
23047,2023-06-14 11:40:00,40.88,93600000.0,1.96
23047,2023-06-14 15:40:00,50.96,107733333.33,1.78
23047,2023-06-14 19:40:00,59.28,142933333.33,1.52
23047,2023-06-15 06:00:00,70.56,172533333.33,0.84
23047,2023-06-15 07:15:00,71.84,168533333.33,0.82
23047,2023-06-15 08:15:00,72.08,162133333.33,0.74
P23243,2023-06-14 10:40:00,15.92,19386666.67,2.18
P23243,2023-06-14 15:00:00,16.32,20560000.0,1.93
P23243,2023-06-14 19:00:00,17.76,21653333.33,1.97
P23243,2023-06-15 06:15:00,29.2,63973333.33,2.09
P23243,2023-06-15 11:00:00,37.6,97600000.0,2.1
P23243,2023-06-15 15:00:00,47.6,117066666.67,1.82
P23243,2023-06-15 19:00:00,55.12,139200000.0,1.46
P23243,2023-06-16 07:00:00,67.52,203200000.0,0.68
P23243,2023-06-16 08:00:00,69.2,202400000.0,0.61
P23243,2023-06-16 09:00:00,70.32,200266666.67,0.54
23048,2023-06-20 08:30:00,16.0,5746666.67,1.82
23048,2023-06-20 12:30:00,16.4,8293333.33,2.32
23048,2023-06-20 16:30:00,17.44,12986666.67,2.02
23048,2023-06-20 20:30:00,19.2,19146666.67,2.07
23048,2023-06-21 07:00:00,32.4,61440000.0,1.69
23048,2023-06-21 12:15:00,41.6,89866666.67,1.66
23048,2023-06-21 16:15:00,51.28,112000000.0,1.42
23048,2023-06-21 20:15:00,57.6,113333333.33,1.37
23048,2023-06-22 06:20:00,63.2,170133333.33,0.75
23048,2023-06-22 07:20:00,63.6,184800000.0,0.44
23048,2023-06-22 08:20:00,67.04,165866666.67,0.58
23049,2023-06-20 08:30:00,14.96,6400000.0,1.62
23049,2023-06-20 12:30:00,15.28,8746666.67,1.96
23049,2023-06-20 16:30:00,16.4,13253333.33,1.98
23049,2023-06-20 20:30:00,18.56,21760000.0,2.14
23049,2023-06-21 07:00:00,30.56,53893333.33,1.64
23049,2023-06-21 12:15:00,40.88,110133333.33,1.69
23049,2023-06-21 16:15:00,51.28,112000000.0,1.42
23049,2023-06-21 20:15:00,58.4,132800000.0,1.42
23049,2023-06-22 06:20:00,68.64,160800000.0,0.64
23049,2023-06-22 07:20:00,67.12,170400000.0,0.59
23049,2023-06-22 08:20:00,68.8,163466666.67,0.57
23050,2023-06-21 08:45:00,16.16,3741333.33,1.87
23050,2023-06-21 12:30:00,16.72,6128000.0,1.88
23050,2023-06-21 16:30:00,17.44,10426666.67,2.14
23050,2023-06-21 20:30:00,18.8,23066666.67,2.27
23050,2023-06-22 07:00:00,29.12,51840000.0,1.92
23050,2023-06-22 11:00:00,36.8,53493333.33,1.82
23050,2023-06-22 15:00:00,50.4,83226666.67,1.71
23050,2023-06-22 19:00:00,57.76,94400000.0,1.48
23050,2023-06-23 06:15:00,73.6,174400000.0,0.8
23050,2023-06-23 07:30:00,75.28,129600000.0,0.62
23050,2023-06-23 10:00:00,74.56,190666666.67,0.58
23051,2023-06-21 08:45:00,14.8,3554666.67,2.14
23051,2023-06-21 12:30:00,15.12,6970666.67,2.23
23051,2023-06-21 16:30:00,16.48,11946666.67,2.19
23051,2023-06-21 20:30:00,18.08,19226666.67,2.09
23051,2023-06-22 07:00:00,28.4,64560000.0,1.93
23051,2023-06-22 11:00:00,35.84,73786666.67,1.81
23051,2023-06-22 15:00:00,46.8,100400000.0,
23051,2023-06-22 19:00:00,50.56,112800000.0,1.58
23051,2023-06-23 06:15:00,51.76,194666666.67,1.3
23051,2023-06-23 07:30:00,52.24,184533333.33,1.16
23051,2023-06-23 08:30:00,50.56,214933333.33,1.06
23051,2023-06-23 10:00:00,50.0,216800000.0,1.18
23051,2023-06-23 10:40:00,49.76,211466666.67,1.22
23051,2023-06-23 12:20:00,53.28,265866666.67,0.98
23052,2023-06-26 08:00:00,16.48,2912000.0,1.99
23052,2023-06-26 12:00:00,16.8,7514666.67,2.01
23052,2023-06-26 16:00:00,17.84,11973333.33,2.02
23052,2023-06-26 20:00:00,20.24,19920000.0,1.78
23052,2023-06-27 07:15:00,35.6,67466666.67,1.82
23052,2023-06-27 11:30:00,42.96,85333333.33,1.82
23052,2023-06-27 15:30:00,55.12,101333333.33,1.53
23052,2023-06-27 19:30:00,62.56,119733333.33,1.46
23052,2023-06-28 06:15:00,73.04,184800000.0,0.71
23052,2023-06-28 07:15:00,74.4,218666666.67,0.69
23052,2023-06-28 09:30:00,72.88,188533333.33,0.67
23053,2023-06-26 08:00:00,16.64,4544000.0,2.1
23053,2023-06-26 12:00:00,17.04,7666666.67,2.09
23053,2023-06-26 16:00:00,17.92,10026666.67,2.16
23053,2023-06-26 20:00:00,20.08,20186666.67,2.17
23053,2023-06-27 07:15:00,32.48,60373333.33,1.07
23053,2023-06-27 11:30:00,39.52,81146666.67,2.0
23053,2023-06-27 15:30:00,48.4,97866666.67,1.54
23053,2023-06-27 19:30:00,56.8,106666666.67,1.54
23053,2023-06-28 06:15:00,67.28,160266666.67,0.87
23053,2023-06-28 07:15:00,70.72,195466666.67,0.63
23053,2023-06-28 09:30:00,72.64,167733333.33,0.61
23054,2023-06-27 08:15:00,17.04,3992000.0,1.81
23054,2023-06-27 11:30:00,17.2,6058666.67,1.81
23054,2023-06-27 15:30:00,18.08,8989333.33,1.8
23054,2023-06-27 19:30:00,20.88,149066666.67,1.99
23054,2023-06-28 07:00:00,31.36,45733333.33,1.98
23054,2023-06-28 11:30:00,40.72,70373333.33,1.6
23054,2023-06-28 15:30:00,50.56,113066666.67,1.62
23054,2023-06-28 19:30:00,57.92,123733333.33,1.54
23054,2023-06-29 06:30:00,66.88,166400000.0,0.81
23054,2023-06-29 07:35:00,65.92,165600000.0,0.7
23054,2023-06-29 08:15:00,65.28,192800000.0,0.72
23055,2023-06-27 08:15:00,17.12,3952000.0,1.92
23055,2023-06-27 11:30:00,17.04,5642666.67,0.92
23055,2023-06-27 15:30:00,18.16,9280000.0,1.84
23055,2023-06-27 19:30:00,20.08,9253333.33,1.96
23055,2023-06-28 07:00:00,29.44,41493333.33,2.06
23055,2023-06-28 11:30:00,38.0,51413333.33,1.78
23055,2023-06-28 15:30:00,48.56,71013333.33,1.74
23055,2023-06-28 19:30:00,59.68,133333333.33,1.54
23055,2023-06-29 06:30:00,76.4,163466666.67,0.81
23055,2023-06-29 07:35:00,79.52,141600000.0,0.69
23055,2023-06-29 08:15:00,81.6,169066666.67,0.77
23059,2023-06-28 13:00:00,21.84,5194666.67,1.98
23059,2023-06-28 17:00:00,22.0,15253333.33,2.07
23059,2023-06-28 21:00:00,23.52,8093333.33,1.98
23059,2023-06-29 07:20:00,30.88,28906666.67,2.13
23059,2023-06-29 11:20:00,39.28,40400000.0,1.77
23059,2023-06-29 15:20:00,48.16,81493333.33,1.59
23059,2023-06-29 19:20:00,58.48,117066666.67,1.54
23059,2023-06-30 07:00:00,76.32,190933333.33,0.54
23056,2023-07-03 09:00:00,18.72,7312000.0,2.06
23056,2023-07-03 13:00:00,19.2,10026666.67,1.99
23056,2023-07-03 17:00:00,20.8,14293333.33,2.18
23056,2023-07-03 21:00:00,22.48,25173333.33,2.07
23056,2023-07-04 08:00:00,38.0,48480000.0,1.94
23056,2023-07-04 12:00:00,47.92,104000000.0,1.72
23056,2023-07-04 16:00:00,57.36,98933333.33,1.53
23056,2023-07-04 20:00:00,67.6,92266666.67,1.18
23056,2023-07-05 06:00:00,78.0,154933333.33,0.6
23056,2023-07-05 08:00:00,81.6,205600000.0,0.47
23056,2023-07-05 10:00:00,89.6,91200000.0,0.38
23057,2023-07-03 09:00:00,18.64,7589333.33,2.06
23057,2023-07-03 13:00:00,18.16,10506666.67,1.95
23057,2023-07-03 17:00:00,20.4,16426666.67,2.18
23057,2023-07-03 21:00:00,21.92,20106666.67,2.14
23057,2023-07-04 08:00:00,33.44,53013333.33,2.05
23057,2023-07-04 12:00:00,42.08,100800000.0,1.72
23057,2023-07-04 16:00:00,49.76,82373333.33,1.56
23057,2023-07-04 20:00:00,60.96,100533333.33,1.42
23057,2023-07-05 06:00:00,71.68,148266666.67,0.87
23057,2023-07-05 08:00:00,73.6,173066666.67,0.74
23057,2023-07-05 09:00:00,73.2,173600000.0,0.75
23057,2023-07-05 11:15:00,73.04,142133333.33,0.56
23060,2023-07-04 08:00:00,15.04,4672000.0,1.98
23060,2023-07-04 12:00:00,15.68,4666666.67,2.06
23060,2023-07-04 16:00:00,16.88,11493333.33,2.14
