LOTE;FECHA;TURBIDEZ;VIABILIDAD
23032;17/04/2023 16:20;18,9;12133333,33
23032;17/04/2023 20:20;19,7;19973333,33
23032;18/04/2023 06:15;28,1;105866666,67
23033;24/04/2023 14:00;17;7506666,67
23033;24/04/2023 18:00;17;12960000,00
23033;25/04/2023 07:30;20,9;76506666,67
23033;25/04/2023 08:30;21,2;95093333,33
23033;25/04/2023 11:00;22,8;93600000,00
23033;25/04/2023 12:15;24,2;103733333,33
23034;24/04/2023 14:00;17;7506666,67
23034;24/04/2023 18:00;17;12960000,00
23034;25/04/2023 07:30;20,9;76506666,67
23034;25/04/2023 08:30;21,2;95093333,33
23034;25/04/2023 11:00;22,8;93600000,00
23034;25/04/2023 12:15;24,2;103733333,33
23035;24/04/2023 07:30;18;6133333,33
23035;24/04/2023 11:30;18,1;11173333,33
23035;24/04/2023 15:30;18,9;12933333,33
23035;24/04/2023 19:30;19,9;19893333,33
23035;25/04/2023 06:00;24,8;70106666,67
23035;25/04/2023 07:30;26,2;81253333,33
23036;14/05/2023 08:00;14,2;5186666,67
23036;15/05/2023 06:30;16,4;56693333,33
23036;15/05/2023 09:00;16,5;55653333,33
23036;15/05/2023 10:45;16,4;52613333,33
23036;15/05/2023 12:00;15,9;52933333,33
23036;15/05/2023 16:00;17,8;34880000,00
23036;15/05/2023 20:00;19;29466666,67
23036;16/05/2023 06:30;21,2;70266666,67
23036;16/05/2023 07:50;22;54880000,00
23036;16/05/2023 12:00;22,2;76000000,00
23037;14/05/2023 08:00;14,2;5186666,67
23037;15/05/2023 06:30;16,4;56693333,33
23037;15/05/2023 09:00;16,5;55653333,33
23037;15/05/2023 10:45;16,4;52613333,33
23037;15/05/2023 12:00;15,9;52933333,33
23037;15/05/2023 16:00;17,8;34880000,00
23037;15/05/2023 20:00;19;29466666,67
23037;16/05/2023 06:30;21,2;70266666,67
23037;16/05/2023 07:50;22;54880000,00
23037;16/05/2023 12:00;22,2;76000000,00
23038;08/05/2023 13:20;17;5064000,00
23038;09/05/2023 06:30;19,3;10960000,00
23038;09/05/2023 10:30;19,2;9680000,00
23038;09/05/2023 12:45;20,3;10346666,67
23038;09/05/2023 18:00;21;8720000,00
23038;09/05/2023 21:00;21,2;9493333,33
23038;10/05/2023 06:30;22,5;10746666,67
23039;08/05/2023 13:20;17;5064000,00
23039;09/05/2023 06:30;19,3;10960000,00
23039;09/05/2023 10:30;19,2;9680000,00
23039;09/05/2023 12:45;20,3;10346666,67
23039;09/05/2023 18:00;21;8720000,00
23039;09/05/2023 21:00;21,2;9493333,33
23039;10/05/2023 06:30;22,5;10746666,67
23040;29/05/2023 07:45;13,9;4296000,00
23040;29/05/2023 11:30;13,9;7570666,67
23040;29/05/2023 16:00;14,9;14693333,33
23040;29/05/2023 20:00;15,7;19306666,67
23040;30/05/2023 06:30;24,5;107200000,00
23040;30/05/2023 10:30;29,3;165600000,00
23040;30/05/2023 11:45;32,3;154666666,67
23041;29/05/2023 07:45;13,9;4296000,00
23041;29/05/2023 11:30;13,9;7570666,67
23041;29/05/2023 16:00;14,9;14693333,33
23041;29/05/2023 20:00;15,7;19306666,67
23041;30/05/2023 06:30;24,5;107200000,00
23041;30/05/2023 10:30;29,3;165600000,00
23041;30/05/2023 11:45;32,3;154666666,67
23042;30/05/2023 08:00;14,3;4917333,33
23042;30/05/2023 12:00;14,3;9786666,67
23042;30/05/2023 16:00;15,5;11493333,33
23042;30/05/2023 20:00;16,7;21360000,00
23042;31/05/2023 06:30;24,6;109066666,67
23043;05/06/2023 08:15;16,1;4741333,33
23043;05/06/2023 12:15;16,4;7160000,00
23043;05/06/2023 16:15;16,5;9840000,00
23043;05/06/2023 20:15;18,3;12426666,67
23043;06/06/2023 06:00;23,8;44586666,67
23043;06/06/2023 07:40;24,2;51946666,67
23043;06/06/2023 09:00;23,6;54880000,00
23043;06/06/2023 10:00;24,8;59200000,00
23043;06/06/2023 11:30;25,2;76853333,33
23043;06/06/2023 13:00;27,2;79280000,00
23043;06/06/2023 15:00;29,1;73653333,33
23043;06/06/2023 17:00;31,4;79493333,33
23044;05/06/2023 08:15;14,5;7112000,00
23044;05/06/2023 12:15;14,7;104533333,33
23044;05/06/2023 16:15;15,5;14506666,67
23044;05/06/2023 20:15;16,2;18693333,33
23044;06/06/2023 06:00;19,6;60480000,00
23044;06/06/2023 07:40;19,8;70266666,67
23044;06/06/2023 09:00;19,7;75733333,33
23045;11/06/2023 07:50;13,2;2701333,33
23045;12/06/2023 06:30;24,2;87466666,67
23046;12/06/2023 09:15;13,2;4562666,67
23046;12/06/2023 13:00;13,7;6328000,00
23046;12/06/2023 16:30;14,2;8906666,67
23046;12/06/2023 20:30;15,4;14906666,67
23046;13/06/2023 07:00;23,4;86666666,67
23047;12/06/2023 09:15;13,2;4562666,67
23047;12/06/2023 13:00;13,7;6328000,00
23047;12/06/2023 16:30;14,2;8906666,67
23047;12/06/2023 20:30;15,4;14906666,67
23047;13/06/2023 07:00;23,4;86666666,67
P23243;12/06/2023 08:00;16,7;4754666,67
P23243;12/06/2023 12:00;18;7506666,67
P23243;12/06/2023 16:30;18,1;11520000,00
P23243;12/06/2023 20:30;20,6;20293333,33
P23243;13/06/2023 07:30;35,2;68293333,33
P23243;13/06/2023 12:00;46,3;95733333,33
P23243;13/06/2023 16:00;54,2;114400000,00
P23243;13/06/2023 20:00;62,2;143733333,33
P23243;14/06/2023 06:30;69,4;186400000,00
P23243;14/06/2023 07:30;70,2;174400000,00
P23243;14/06/2023 08:30;72,8;174400000,00
23048;19/06/2023 07:40;14,2;4341333,33
23048;19/06/2023 11:40;14;7018666,67
23048;19/06/2023 15:40;15,6;10240000,00
23048;19/06/2023 19:40;16,6;19946666,67
23048;20/06/2023 06:20;27;86666666,67
23049;19/06/2023 07:40;14,2;4341333,33
23049;19/06/2023 11:40;14;7018666,67
23049;19/06/2023 15:40;15,6;10240000,00
23049;19/06/2023 19:40;16,6;19946666,67
23049;20/06/2023 06:20;27;86666666,67
23050;20/06/2023 08:30;14,2;12080000,00
23050;20/06/2023 12:30;14,6;5573333,33
23050;20/06/2023 16:30;15;8880000,00
23050;20/06/2023 20:30;16,2;15493333,33
23050;21/06/2023 06:15;23,4;65573333,33
23050;21/06/2023 07:25;25,2;82666666,67
23051;20/06/2023 08:30;14,2;12080000,00
23051;20/06/2023 12:30;14,6;5573333,33
23051;20/06/2023 16:30;15;8880000,00
23051;20/06/2023 20:30;16,2;15493333,33
23051;21/06/2023 06:15;23,4;65573333,33
23051;21/06/2023 07:25;25,2;82666666,67
23052;25/06/2023 07:40;15,2;4765333,33
23052;26/06/2023 06:30;28,9;88000000,00
23053;25/06/2023 07:45;15,2;4765333,33
23053;26/06/2023 06:30;28,9;88000000,00
23054;26/06/2023 08:00;14,6;3373333,33
23054;26/06/2023 12:00;15,4;5688000,00
23054;26/06/2023 16:00;16,5;7754666,67
23054;26/06/2023 20:00;17,9;16400000,00
23054;27/06/2023 06:30;25,6;75120000,00
23054;27/06/2023 07:20;26;85333333,33
23055;26/06/2023 08:00;14,6;3373333,33
23055;26/06/2023 12:00;15,4;5688000,00
23055;26/06/2023 16:00;16,5;7754666,67
23055;26/06/2023 20:00;17,9;16400000,00
23055;27/06/2023 06:30;25,6;75120000,00
23055;27/06/2023 07:20;26;85333333,33
23059;26/06/2023 08:00;16,5;2912000,00
23059;26/06/2023 12:00;16,8;7514666,67
23059;26/06/2023 16:00;17,8;11973333,33
23059;26/06/2023 20:00;20,2;19920000,00
23059;27/06/2023 07:15;35,6;67466666,67
23059;27/06/2023 11:30;43;85333333,33
23059;27/06/2023 15:30;55,1;101333333,33
23059;27/06/2023 19:30;62,6;119733333,33
23059;28/06/2023 06:15;73;184800000,00
23059;28/06/2023 07:15;74,4;218666666,67
23059;28/06/2023 09:30;72,9;188533333,33
23056;02/07/2023 08:00;16;2912000,00
23056;03/07/2023 07:00;27;112266666,67
23057;02/07/2023 08:00;16;2912000,00
23057;03/07/2023 07:00;27;112266666,67
23060;03/07/2023 08:00;16,1;4440000,00
23060;03/07/2023 12:00;16,2;7888000,00
23060;03/07/2023 16:00;17,2;10640000,00
23060;03/07/2023 20:00;18,2;19600000,00
23060;04/07/2023 06:35;27,6;103466666,67
23061;03/07/2023 08:00;16,1;4440000,00
23061;03/07/2023 12:00;16,2;7888000,00
23061;03/07/2023 16:00;17,2;10640000,00
23061;03/07/2023 20:00;18,2;19600000,00
23061;04/07/2023 06:35;27,6;103466666,67
P23273;03/07/2023 09:00;18,7;7312000,00
P23273;03/07/2023 13:00;19,2;10026666,67
P23273;03/07/2023 17:00;20,8;14293333,33
P23273;03/07/2023 21:00;22,5;25173333,33
P23273;04/07/2023 08:00;38;48480000,00
P23273;04/07/2023 12:00;47,9;104000000,00
P23273;04/07/2023 16:00;57,4;98933333,33
P23273;04/07/2023 20:00;67,6;92266666,67
P23273;05/07/2023 06:00;78;154933333,33
P23273;05/07/2023 08:00;81,6;205600000,00
P23273;05/07/2023 10:00;89,6;91200000,00
23062;09/07/2023 07:30;16,2;5728000,00
23062;10/07/2023 06:30;22,8;101600000,00
23063;09/07/2023 07:30;16,2;5728000,00
23063;10/07/2023 06:30;22,8;101600000,00
23064;10/07/2023 08:00;15,9;4472000,00
23064;10/07/2023 12:00;16,2;9146666,67
23064;10/07/2023 16:00;17,5;12373333,33
23064;10/07/2023 20:00;17,4;28506666,67
23064;11/07/2023 06:00;23;96800000,00
23064;11/07/2023 07:00;24,9;112266666,67
23065;10/07/2023 08:00;15,9;4472000,00
23065;10/07/2023 12:00;16,2;9146666,67
23065;10/07/2023 16:00;17,5;12373333,33
23065;10/07/2023 20:00;17,4;28506666,67
23065;11/07/2023 06:00;23;96800000,00
23065;11/07/2023 07:00;24,9;112266666,67
23067;16/07/2023 08:00;16,1;6448000,00
23067;17/07/2023 06:30;25,5;130666666,67
23068;17/07/2023 08:00;14,2;4832000,00
23068;17/07/2023 12:00;15,7;8626666,67
23068;17/07/2023 16:00;16;12933333,33
23068;17/07/2023 20:00;16,5;18933333,33
23068;18/07/2023 06:15;21,9;131200000,00
23069;17/07/2023 08:00;14,2;4832000,00
23069;17/07/2023 12:00;15,7;8626666,67
23069;17/07/2023 16:00;16;12933333,33
23069;17/07/2023 20:00;16,5;18933333,33
23069;18/07/2023 06:15;21,9;131200000,00
23066;23/07/2023 08:42;14,2;4050666,67
23066;24/07/2023 07:45;26,3;86160000,00
23070;23/07/2023 08:42;14,2;4050666,67
23070;24/07/2023 07:45;26,3;86160000,00
23071;24/07/2023 07:45;12,7;3661333,33
23071;24/07/2023 11:00;13,3;6592000,00
23071;24/07/2023 15:00;14;10053333,33
23071;24/07/2023 19:00;15;25600000,00
23071;25/07/2023 06:15;25,5;76880000,00
23072;24/07/2023 07:45;12,7;3661333,33
23072;24/07/2023 11:00;13,3;6592000,00
23072;24/07/2023 15:00;14;10053333,33
23072;24/07/2023 19:00;15;25600000,00
23072;25/07/2023 06:15;25,5;76880000,00
23073;30/07/2023 06:30;15,4;3741333,33
23073;31/07/2023 06:30;26;85866666,67
23073;31/07/2023 07:40;28;105333333,33
23073;31/07/2023 09:00;29,8;111200000,00
23075;30/07/2023 06:30;15,4;3741333,33
23075;31/07/2023 06:30;26;85866666,67
23075;31/07/2023 07:40;28;105333333,33
23075;31/07/2023 09:00;29,8;111200000,00
23074;31/07/2023 07:45;17,8;3240000,00
23074;31/07/2023 12:00;17,9;7229333,33
23074;31/07/2023 16:00;18,6;8426666,67
23074;31/07/2023 20:00;20,1;18960000,00
23074;01/08/2023 06:15;28,8;58773333,33
23074;01/08/2023 07:15;29,2;82800000,00
23076;31/07/2023 07:45;14,2;3565333,33
23076;31/07/2023 12:00;14,5;7322666,67
23076;31/07/2023 16:00;15,4;8749333,33
23076;31/07/2023 20:00;16,6;12880000,00
23076;01/08/2023 06:15;25,4;92000000,00
23077;03/09/2023 08:00;18,2;5544000,00
23077;04/09/2023 07:00;26,6;83173333,33
23077;04/09/2023 08:50;29,9;125333333,33
23077;04/09/2023 10:30;33;137600000,00
23077;04/09/2023 11:40;34,8;102666666,67
23078;03/09/2023 08:00;18,2;5544000,00
23078;04/09/2023 07:00;26,6;83173333,33
23079;04/09/2023 07:45;14,6;2976000,00
23079;04/09/2023 12:00;14,8;8016000,00
23079;04/09/2023 16:00;15,8;10960000,00
23079;04/09/2023 20:00;16,6;20906666,67
23079;05/09/2023 07:00;27,1;71600000,00
23079;05/09/2023 07:45;28,2;92800000,00
23080;04/09/2023 07:45;14,6;2976000,00
23080;04/09/2023 12:00;14,8;8016000,00
23080;04/09/2023 16:00;15,8;10960000,00
23080;04/09/2023 20:00;16,6;20906666,67
23080;05/09/2023 07:00;27,1;71600000,00
23080;05/09/2023 07:45;28,2;92800000,00
23081;12/09/2023 08:00;14,6;3682666,67
23081;12/09/2023 12:00;15,2;6973333,33
23081;12/09/2023 16:00;15,8;10213333,33
23081;12/09/2023 20:00;16,6;17546666,67
23081;13/09/2023 07:00;24,5;79866666,67
23082;12/09/2023 08:00;14,6;3682666,67
23082;12/09/2023 12:00;15,2;6973333,33
23082;12/09/2023 16:00;15,8;10213333,33
23082;12/09/2023 20:00;16,6;17546666,67
23082;13/09/2023 07:00;24,5;79866666,67
23083;11/09/2023 08:15;14,7;24106666,67
23083;12/09/2023 07:15;28,4;90986666,67
23084;11/09/2023 08:15;14,7;24106666,67
23084;12/09/2023 07:15;28,4;90986666,67
23085;25/09/2023 09:00;15,4;3520000,00
23085;25/09/2023 07:45;29,4;100000000,00
23086;25/09/2023 09:00;15,4;3520000,00
23086;25/09/2023 07:45;29,4;100000000,00
23087;25/09/2023 08:30;15;4456000,00
23087;25/09/2023 13:00;15;5458666,67
23087;25/09/2023 17:00;15,6;9520000,00
23087;25/09/2023 21:00;16,5;22773333,33
23087;26/09/2023 07:00;22,2;76560000,00
23087;26/09/2023 08:00;24,7;70880000,00
23087;26/09/2023 08:30;26,5;76320000,00
23087;26/09/2023 09:10;27,4;82480000,00
23088;25/09/2023 08:30;15;4456000,00
23088;25/09/2023 13:00;15;5458666,67
23088;25/09/2023 17:00;15,6;9520000,00
23088;25/09/2023 21:00;16,5;22773333,33
23088;26/09/2023 07:00;22,2;76560000,00
23088;26/09/2023 08:00;24,7;70880000,00
23088;26/09/2023 08:30;26,5;76320000,00
23088;26/09/2023 09:10;27,4;82480000,00
23089;01/10/2023 08:30;16,8;3557333,33
23089;02/10/2023 07:15;25,7;63920000,00
23089;02/10/2023 08:15;26,6;86693333,33
23090;01/10/2023 08:30;16,8;3557333,33
23090;02/10/2023 07:15;25,7;63920000,00
23090;02/10/2023 08:15;26,6;86693333,33
23091;02/10/2023 07:45;15,4;4736000,00
23091;02/10/2023 12:45;16,2;6837333,33
23091;02/10/2023 16:45;17,4;6749333,33
23091;02/10/2023 20:45;17,9;19040000,00
23091;03/10/2023 06:45;24,3;63013333,33
23091;03/10/2023 08:00;25,6;95733333,33
23092;02/10/2023 07:45;15,4;4736000,00
23092;02/10/2023 12:45;16,2;6837333,33
23092;02/10/2023 16:45;17,4;6749333,33
23092;02/10/2023 20:45;17,9;19040000,00
23092;03/10/2023 06:45;24,3;63013333,33
23092;03/10/2023 08:00;25,6;95733333,33
23094;09/10/2023 07:00;21,5;46906666,67
23094;09/10/2023 08:00;21,8;53200000,00
23094;09/10/2023 10:00;21,9;55493333,33
23094;09/10/2023 12:00;22,7;90933333,33
23094;09/10/2023 12:25;23,4;88000000,00
23095;09/10/2023 07:00;21,5;46906666,67
23095;09/10/2023 08:00;21,8;53200000,00
23095;09/10/2023 10:00;21,9;55493333,33
23095;09/10/2023 12:00;22,7;90933333,33
23095;09/10/2023 12:25;23,4;88000000,00
23096;16/10/2023 08:00;16,6;5133333,33
23096;16/10/2023 12:00;16,7;6165333,33
23096;16/10/2023 16:00;17,2;8008000,00
23096;16/10/2023 20:00;17,5;14320000,00
23096;17/10/2023 07:00;26,6;47013333,33
23096;17/10/2023 08:30;28,5;91200000,00
23097;16/10/2023 08:00;17,3;5597333,33
23097;16/10/2023 12:00;17,7;6464000,00
23097;16/10/2023 16:00;18,6;8850666,67
23097;16/10/2023 20:00;18,6;14213333,33
23097;17/10/2023 07:00;25,8;43280000,00
23097;17/10/2023 08:30;30,8;89600000,00
23098;16/10/2023 08:00;16,6;5133333,33
23098;16/10/2023 12:00;16,7;6165333,33
23098;16/10/2023 16:00;17,2;8008000,00
23098;16/10/2023 20:00;17,5;14320000,00
23098;17/10/2023 07:00;26,6;47013333,33
23098;17/10/2023 08:30;28,5;91200000,00
23099;22/10/2023 08:30;16,8;2632000,00
23099;23/10/2023 07:30;28,9;56426666,67
23099;23/10/2023 08:40;28,6;70026666,67
23099;23/10/2023 09:40;30;81653333,33
23100;22/10/2023 08:30;16,8;2632000,00
23100;23/10/2023 07:30;28,9;56426666,67
23100;23/10/2023 08:40;28,6;70026666,67
23100;23/10/2023 09:40;30;81653333,33
23101;23/10/2023 07:30;15;3485333,33
23101;23/10/2023 12:00;15;5610666,67
23101;23/10/2023 16:00;15,3;7120000,00
23101;23/10/2023 20:00;15,8;11653333,33
23101;24/10/2023 06:30;23,3;82426666,67
23102;23/10/2023 07:30;15;3485333,33
23102;23/10/2023 12:00;15;5610666,67
23102;23/10/2023 16:00;15,3;7120000,00
23102;23/10/2023 20:00;15,8;11653333,33
23102;24/10/2023 06:30;23,3;82426666,67
23103;30/10/2023 09:45;15,1;5554666,67
23103;30/10/2023 13:45;15,4;8426666,67
23103;30/10/2023 17:45;15,7;11013333,33
23103;31/10/2023 08:20;22,2;66640000,00
23103;31/10/2023 09:20;23,1;72346666,67
23103;31/10/2023 10:15;23,5;83120000,00
23104;30/10/2023 10:00;16,2;5666666,67
23104;30/10/2023 14:00;16,6;9040000,00
23104;30/10/2023 18:00;17,8;12906666,67
23104;31/10/2023 08:20;27,8;90133333,33
23105;30/10/2023 09:45;15,1;5554666,67
23105;30/10/2023 13:45;15,4;8426666,67
23105;30/10/2023 17:45;15,7;11013333,33
23105;31/10/2023 08:20;22,2;66640000,00
23105;31/10/2023 09:20;23,1;72346666,67
23105;31/10/2023 10:15;23,5;83120000,00
23108;05/11/2023 09:30;16,6;2250666,67
23108;06/11/2023 08:30;28,9;98933333,33
23109;05/11/2023 09:30;16,6;2250666,67
23109;06/11/2023 08:30;28,9;98933333,33
23110;06/11/2023 12:40;16,2;6530666,67
23110;06/11/2023 16:40;16,5;8853333,33
23110;06/11/2023 20:40;16,6;12453333,33
23110;07/11/2023 07:00;21;50533333,33
23110;07/11/2023 11:00;25,8;84266666,67
23111;06/11/2023 16:40;16,5;8853333,33
23111;06/11/2023 20:40;16,6;12453333,33
23111;07/11/2023 07:00;21;50533333,33
23111;07/11/2023 11:00;25,8;84266666,67
23112;12/11/2023 09:35;16,5;2957333,33
23112;13/11/2023 08:30;27,6;97866666,67
23113;12/11/2023 09:35;16,5;2957333,33
23113;13/11/2023 08:30;27,6;97866666,67
23114;13/11/2023 07:45;14,9;5802666,67
23114;13/11/2023 11:45;15;8320000,00
23114;13/11/2023 15:45;16,2;12266666,67
23114;13/11/2023 19:45;16,7;21893333,33
23114;14/11/2023 06:30;26,2;104266666,67
P23462;13/11/2023 07:45;13;5976000,00
P23462;13/11/2023 11:45;13,6;10000000,00
P23462;13/11/2023 15:45;14,8;15706666,67
P23462;13/11/2023 19:45;15,9;30133333,33
P23462;14/11/2023 06:40;25,5;142666666,67
23117;13/11/2023 07:45;14,9;5802666,67
23117;13/11/2023 11:45;15;8320000,00
23117;13/11/2023 15:45;16,2;12266666,67
23117;13/11/2023 19:45;16,7;21893333,33
23117;14/11/2023 06:30;26,2;104266666,67
23118;19/11/2023 07:00;16,9;2224000,00
23118;20/11/2023 06:50;26,6;104266666,67
23119;19/11/2023 07:00;16,9;2224000,00
23119;20/11/2023 06:50;26,6;104266666,67
23120;20/11/2023 08:00;16,2;5685333,33
23120;20/11/2023 12:00;16,3;9786666,67
23120;20/11/2023 16:00;17;20373333,33
23120;20/11/2023 20:00;18,2;20800000,00
23120;21/11/2023 07:00;26,8;105066666,67
23121;20/11/2023 08:00;11,2;6141333,33
23121;20/11/2023 12:00;11,8;15253333,33
23121;20/11/2023 16:00;12,9;12080000,00
23121;20/11/2023 20:00;14;34560000,00
23121;21/11/2023 07:00;24,4;143200000,00
23124;26/11/2023 07:40;15,9;2824208,00
23124;27/11/2023 06:40;25,5;88533333,33
23125;26/11/2023 07:40;15,9;2824208,00
23125;27/11/2023 06:40;25,5;88533333,33
23126;27/11/2023 07:30;14;8090666,67
23126;27/11/2023 11:30;14,1;15653333,33
23126;27/11/2023 15:30;15,2;20133333,33
23126;27/11/2023 19:30;16,4;36213333,33
23126;28/11/2023 06:30;28,5;134133333,33
23127;27/11/2023 07:30;14;8090666,67
23127;27/11/2023 11:30;14,1;15653333,33
23127;27/11/2023 15:30;15,2;20133333,33
23127;27/11/2023 19:30;16,4;36213333,33
23127;28/11/2023 06:30;28,5;134133333,33
23131;03/12/2023 07:00;15,4;2312000,00
23131;04/12/2023 06:45;22,3;144800000,00
23132;03/12/2023 07:00;15,6;2821333,33
23132;04/12/2023 06:45;25;101333333,33
23133;03/12/2023 07:00;15,6;2821333,33
23133;04/12/2023 06:45;25;101333333,33
23136;17/12/2023 07:45;15,7;2394666,67
23136;18/12/2023 07:00;26,6;122400000,00
23136;18/12/2023 13:00;32,6;166933333,33
23137;17/12/2023 07:45;15,7;2394666,67
23137;18/12/2023 07:00;26,6;122400000,00
23137;18/12/2023 13:00;32,6;166933333,33
23138;18/12/2023 07:40;12,9;4530666,67
23138;18/12/2023 11:40;12,7;7762666,67
23138;18/12/2023 15:40;13,2;9680000,00
23138;18/12/2023 19:40;13,7;10320000,00
23138;19/12/2023 07:00;18,1;25146666,67
23138;19/12/2023 08:00;18,5;34213333,33
23138;19/12/2023 09:30;19,4;41920000,00
23138;19/12/2023 11:00;20,2;42880000,00
23138;19/12/2023 12:40;21,8;56773333,33
23139;18/12/2023 07:40;12,9;4530666,67
23139;18/12/2023 11:40;12,7;7762666,67
23139;18/12/2023 15:40;13,2;9680000,00
23139;18/12/2023 19:40;13,7;10320000,00
23139;19/12/2023 07:00;18,1;25146666,67
23139;19/12/2023 08:00;18,5;34213333,33
23139;19/12/2023 09:30;19,4;41920000,00
23139;19/12/2023 11:00;20,2;42880000,00
23139;19/12/2023 12:40;21,8;56773333,33
23002;16/01/2024 09:00;13,7;2178666,67
23002;16/01/2024 13:00;14,1;4938666,67
23002;16/01/2024 17:00;14,3;7456000,00
23002;16/01/2024 20:30;14,3;10853333,33
23002;17/01/2024 07:00;17,8;60880000,00
23002;17/01/2024 09:00;19,4;89066666,67
24003;16/01/2024 09:00;13,7;2178666,67
24003;16/01/2024 13:00;14,1;4938666,67
24003;16/01/2024 17:00;14,3;7456000,00
24003;16/01/2024 20:30;14,3;10853333,33
24003;17/01/2024 07:00;17,8;60880000,00
24003;17/01/2024 09:00;19,4;89066666,67
24005;19/01/2024 08:00;15,3;6616000,00
24005;19/01/2024 12:00;15,8;12000000,00
24005;19/01/2024 15:30;15,8;14586666,67
24005;19/01/2024 19:00;17;24720000,00
24005;20/01/2024 07:15;30,5;78293333,33
24004;15/01/2024 07:35;14,5;3560000,00
24004;15/01/2024 11:35;14,8;6165333,33
24004;15/01/2024 15:35;15,2;9333333,33
24004;15/01/2024 19:35;16,4;13040000,00
24004;16/01/2024 06:40;21,6;54080000,00
24004;16/01/2024 09:10;22,8;68586666,67
24004;16/01/2024 11:00;24,5;79120000,00
24006;15/01/2024 11:35;14,8;6165333,33
24006;15/01/2024 15:35;15,2;9333333,33
24006;15/01/2024 19:35;16,4;13040000,00
24006;16/01/2024 06:40;21,6;54080000,00
24006;16/01/2024 09:10;22,8;68586666,67
24006;16/01/2024 11:00;24,5;79120000,00
24007;19/01/2024 08:00;14,4;3488000,00
24007;19/01/2024 12:00;14,7;10293333,33
24007;19/01/2024 15:30;15;13866666,67
24007;19/01/2024 19:00;15,8;21093333,33
24007;20/01/2024 07:15;32,9;79466666,67
24008;19/01/2024 08:00;14,4;3488000,00
24008;19/01/2024 12:00;14,7;10293333,33
24008;19/01/2024 15:30;15;13866666,67
24008;19/01/2024 19:00;15,8;21093333,33
24008;20/01/2024 07:15;32,9;79466666,67
24009;22/02/2024 07:45;14,4;6104000,00
24009;22/01/2024 10:48;14,6;11066666,67
24009;22/01/2024 15:45;15,2;15466666,67
24009;22/01/2024 19:45;16,2;26213333,33
24009;23/01/2024 06:20;23,7;91466666,67
24012;22/02/2024 07:45;14,4;6104000,00
24012;22/01/2024 10:48;14,6;11066666,67
24012;22/01/2024 15:45;15,2;15466666,67
24012;22/01/2024 19:45;16,2;26213333,33
24012;23/01/2024 06:20;23,7;91466666,67
24010;26/01/2024 07:30;15,5;3688000,00
24010;26/01/2024 11:30;15,8;8133333,33
24010;26/01/2024 15:30;16,5;11840000,00
24010;26/01/2024 19:15;17,2;23093333,33
24010;27/01/2024 06:20;30,6;95466666,67
24020;26/01/2024 07:30;15,5;3688000,00
24020;26/01/2024 11:30;15,8;8133333,33
24020;26/01/2024 15:30;16,5;11840000,00
24020;26/01/2024 19:15;17,2;23093333,33
24020;27/01/2024 06:20;30,6;95466666,67
24019;02/02/2024 08:00;14,3;6448000,00
24019;03/02/2024 06:00;19,4;11040000,00
24019;03/02/2024 07:00;26,5;101333333,33
