OF_ORDEN,OF_LOTE,OF_CANTIDAD_ENTREGADA,CF_ORDEN_EN_EL_ENCADENADO,CF_LOTE_PARENTAL,CF_ID_BIOREACTOR,CF_FECHA/HORA_INICIO,CF_FECHA/HORA_FIN,CF_VOLUMEN_DE_INOCULO_UTILIZADO,CF_TURBIDEZ_INICIO_CULTIVO,CF_TURBIDEZ_FIN_CULTIVO,CF_VIABILIDAD_FINAL_CULTIVO,CF_ID_CENTRIFUGA,CF_CENTRIFUGACION_1_TURBIDEZ,CF_CENTRIFUGACION_2_TURBIDEZ,P_FECHA/HORA_INICIO,P_FECHA/HORA_FIN,P_PH_MAS_BAJO_1,P_PH_MAS_BAJO_2,P_TURBIDEZ_PH_BAJO_1,P_TURBIDEZ_PH_BAJO_2,I_ID_BIOREACTOR_y,I_FECHA/HORA_INICIO,I_FECHA/HORA_FIN,I_VOLUMEN_DE_CULTIVO,I_TURBIDEZ_INICIO_CULTIVO,I_TURBIDEZ_FINAL_CULTIVO,I_VIABILIDAD_FINAL_CULTIVO,BR_CF_LOTE,BR_CF_ID_BIOREACTOR,BR_CF_FECHA_INICIO,BR_CF_FECHA_FIN,BR_CF_DIAS_FASE,BR_CF_FERM0101.AGITATION_PV,BR_CF_FERM0101.AIR_SPARGE_PV,BR_CF_FERM0101.BIOCONTAINER_PRESSURE_PV,BR_CF_FERM0101.DO_1_PV,BR_CF_FERM0101.DO_2_PV,BR_CF_FERM0101.GAS_OVERLAY_PV,BR_CF_FERM0101.LOAD_CELL_NET_PV,BR_CF_FERM0101.PH_1_PV,BR_CF_FERM0101.PH_2_PV,BR_CF_FERM0101.PUMP_1_PV,BR_CF_FERM0101.PUMP_1_TOTAL,BR_CF_FERM0101.PUMP_2_PV,BR_CF_FERM0101.PUMP_2_TOTAL,BR_CF_FERM0101.SINGLE_USE_DO_PV,BR_CF_FERM0101.SINGLE_USE_PH_PV,BR_CF_FERM0101.TEMPERATURA_PV,BR_CF_TH_06299_TI1302.PV,BR_CF_TH_06299_MI1302.PV,BR_I_LOTE,BR_I_ID_BIOREACTOR,BR_I_FECHA_FIN,BR_I_FECHA_INICIO,BR_I_DIAS_FASE,BR_I_FERM0101.AGITATION_PV,BR_I_FERM0101.AIR_SPARGE_PV,BR_I_FERM0101.BIOCONTAINER_PRESSURE_PV,BR_I_FERM0101.DO_1_PV,BR_I_FERM0101.DO_2_PV,BR_I_FERM0101.GAS_OVERLAY_PV,BR_I_FERM0101.LOAD_CELL_NET_PV,BR_I_FERM0101.PH_1_PV,BR_I_FERM0101.PH_2_PV,BR_I_FERM0101.PUMP_1_PV,BR_I_FERM0101.PUMP_1_TOTAL,BR_I_FERM0101.PUMP_2_PV,BR_I_FERM0101.PUMP_2_TOTAL,BR_I_FERM0101.SINGLE_USE_DO_PV,BR_I_FERM0101.SINGLE_USE_PH_PV,BR_I_FERM0101.TEMPERATURA_PV,BR_I_TH_06299_TI1302.PV,BR_I_TH_06299_MI1302.PV,C_LOTE,C_ID_CENTRIFUGA,C_TOTAL_CENTRIFUGACION,C_FECHA_FIN,C_FECHA_INICIO,C_DIAS_FASE,C_CTF0101.EN_PARCIAL,C_CTF0101.EN_TOTAL,C_D01780551.PV,C_D01906041.PV,C_D01916047.PV,C_D01916503.PV,C_D01919022.PV,C_TH_06299_TI1402.PV,C_TH_06299_MI1402.PV,IPC_C_LOTE,IPC_C_CENTRIFUGA,C1_100L,C1_200L,C1_400L,C1_600L,C1_800L,C1_1000L,C1_1200L,C1_1400L,C1_1600L,C1_1800L,C1_2000L,C2_100L,C2_200L,C2_300L,C2_400L,IPC_CF_LOTE,IPC_CF_FECHA_INICIO,IPC_CF_FECHA_FIN,IPC_CF_DIAS_FASE,IPC_CF_TURBIDEZ,IPC_CF_VIABILIDAD,IPC_CF_GLUCOSA_G/L,IPC_CF_TH_07781_TI1501.PV,IPC_CF_TH_07781_MI1501.PV,IPC_I_LOTE,IPC_I_FECHA_FIN,IPC_I_FECHA_INICIO,IPC_I_DIAS_FASE,IPC_I_TURBIDEZ,IPC_I_VIABILIDAD,IPC_I_TH_07781_TI1501.PV,IPC_I_TH_07781_TI1501.PV.1,MP_LOTE,100001_CALIDAD,100002_CALIDAD,100003_CALIDAD,100004_CALIDAD,100005_CALIDAD,100006_CALIDAD,100007_CALIDAD,100008_CALIDAD,100009_CALIDAD,100010_CALIDAD,100011_CALIDAD,100012_CALIDAD,100013_CALIDAD,CF_PRODUCTO_1,CF_PRODUCTO_2
200187032,23067,13.8,1,,14615,2023-07-17 7:30:00,2023-07-19 9:45:00,84,18.08,60.72,153600000,14246,23.6,16.88,2023-07-15 5:00:00,2023-07-16 7:30:00,5.52,5.544,25.36,27.76,13171,2023-07-16 7:30:00,2023-07-17 7:35:00,168,16.08,25.52,130400000,23067,14615,2023-07-17 7:30:00,2023-07-19 9:45:00,2.09375,80,10.74561515,0.7190424548,21.03707518,0,4.039507299,1665.169142,5.884703703,-0.234762573,0,7.488712457,1.636931451,1946.566959,21.83420396,5.847104604,29.60430061,20.68326324,65.81937199,23067,13171,2023-07-17 7:30:00,2023-07-16 7:30:00,1,72,2.19822897,2.187323599,22.70671913,0,4.000033845,169.6189113,6.016830512,3.2,0,5.354621066,0.08445374003,370.1254941,23.58932258,6.347942268,29.4548528,19.13261745,70.8228549,23067,14246,2,2023-07-19 15:15:00,2023-07-19 9:00:00,0.2604166667,0,0,43.15550312,265.4628847,1.936726747,,4685.239295,20.12198669,68.72031453,23067,14246,0,24,22.8,24.1,23.1,22.8,23.5,23.1,24.1,23.6,24.2,17.8,17.7,15.8,16.1,23067,2023-07-19 11:30:00,2023-07-17 8:00:00,2.145833333,40.52307692,110539076.9,1.396923077,20.77346923,49.02557135,23067,2023-07-17 6:30:00,2023-07-16 8:00:00,0.9375,20.8,68557333,20.26736069,51.05251694,23067,130,34,582,539.4345238,119,484,279.1106043,57,49.04326321,177,75,19.00012985,0,1793.12,5.84
200187033,23068,13.8,1,,13170,2023-07-18 8:05:00,2023-07-20 7:55:00,82,16.4,72.96,158400000,14246,24.16,22.56,2023-07-16 5:00:00,2023-07-17 7:35:00,5.584,5.624,26.48,35.28,13172,2023-07-17 7:35:00,2023-07-18 7:35:00,165.6,14.16,21.92,131200000,23068,13170,2023-07-18 8:00:00,2023-07-20 7:45:00,1.989583333,80,11.72455263,1.353858326,20.23958333,0,4,1625.37922,5.994791667,-0.1378646217,0,8.1,1.95490595,214.2904456,21.89583333,6,29.90286404,20.77323901,66.14152687,23068,13172,2023-07-18 7:30:00,2023-07-17 7:30:00,1,72,1.823563727,1.757328549,0,27.54570296,4.000040381,167.2896234,5.897635675,-0.8466415365,0,4.959999847,0.07417129672,0,36.02984902,14.24173276,29.49561093,19.69996943,69.732607,23068,14246,2,2023-07-20 14:45:00,2023-07-20 7:45:00,0.2916666667,0,0,41.09189454,282.7767172,2.122622322,,5154.555673,20.33400621,66.04491616,23068,14246,0,24.2,24.1,23.9,23.8,24.2,24.2,24.2,24.3,24.6,24.5,23.2,22.6,22.5,19.5,23068,2023-07-20 9:45:00,2023-07-18 8:10:00,2.065972222,39.67272727,92248000,1.517272727,20.59676697,49.29507421,23068,2023-07-18 6:15:00,2023-07-17 8:00:00,0.9270833333,16.86,35305066.4,20.3892498,49.84432656,23068,130,34,588.3195,541.296,119,484,279.1106043,82.54538132,49.03964923,177,75,19.00012985,0,1743.28,6.96
200188840,23069,13.7,1,,14616,2023-07-18 7:30:00,2023-07-20 8:00:00,82,17.04,63.6,153600000,17825,23.68,18.4,2023-07-16 5:00:00,2023-07-17 7:35:00,5.584,5.624,26.48,35.28,13172,2023-07-17 7:35:00,2023-07-18 7:35:00,165.6,14.16,21.92,131200000,23069,14616,2023-07-18 7:30:00,2023-07-20 8:00:00,2.020833333,80,9.972351492,0.8355104492,22.13521548,0,4.082082167,1647.800007,5.880914032,-389.2609619,0,27.84538757,2.253935395,2357.529246,23.59456745,5.871442271,29.60242638,20.74867272,66.16721267,23069,13172,2023-07-18 7:30:00,2023-07-17 7:30:00,1,72,1.823563727,1.757328549,0,27.54570296,4.000040381,167.2896234,5.897635675,-0.8466415365,0,4.959999847,0.07417129672,0,36.02984902,14.24173276,29.49561093,19.69996943,69.732607,23069,17825,2,2023-07-20 13:45:00,2023-07-20 8:15:00,0.2291666667,0,2,36.55028153,330.9962379,2.213502036,,5703.176368,20.39077226,67.87492279,23069,17825,0,23.3,23.2,24.1,23.5,23.8,23.8,24.1,23.5,23.8,23.5,19,18.8,18,17.4,23069,2023-07-20 9:45:00,2023-07-18 8:10:00,2.065972222,36.58909091,83128000,1.546363636,20.59676697,49.29507421,23069,2023-07-18 6:15:00,2023-07-17 8:00:00,0.9270833333,16.86,35305066.4,20.3892498,49.84432656,23069,130,34,582,541.296,119,484,279.1106043,57,49.04326321,177,75,19.00012985,0,1548.88,5.6
200188841,23070,13.6,1,,14615,2023-07-24 8:40:00,2023-07-26 8:40:00,80,17.52,62.72,91200000,14246,25.68,15.44,2023-07-22 5:00:00,2023-07-23 8:30:00,5.44,5.464,30.96,29.52,13171,2023-07-23 8:30:00,2023-07-24 8:40:00,164,14.24,26.32,86400000,23070,14615,2023-07-24 8:45:00,2023-07-26 8:45:00,2,80,10.59136646,0.4081292178,20.72601146,0,3.999980872,1652.71504,5.857652037,-0.234762573,0,16.55813241,2.832947718,3331.22336,21.26149819,5.811813746,29.6012719,19.48560802,69.22879747,23070,13171,2023-07-24 8:45:00,2023-07-23 8:30:00,1.010416667,71.99977138,3.048473334,2.003972929,23.21311797,0,3.999982757,164.448904,5.957957711,3.194181365,0,26.73618134,0.05211075615,4.478435466,24.26427752,5.912571428,29.45298565,20.05318775,68.81436372,23070,14246,2,2023-07-26 14:30:00,2023-07-26 7:45:00,0.28125,0,0,48.89672062,275.0168025,2.022371374,,4356.405779,20.0717082,68.17164562,23070,14246,0,26.6,25.7,25.4,25.5,25.6,25.9,25.8,26.8,24.9,25,15.6,14.8,15.4,15.4,23070,2023-07-26 10:00:00,2023-07-24 9:15:00,2.03125,39.92727273,74339878.79,1.475454545,20.34549401,49.69196801,23070,2023-07-24 7:45:00,2023-07-23 8:42:00,0.9604166667,20.25,45105333,20.38106704,50.24356939,23070,130,34,582,547.9641434,119,484,175.3521255,57,57,563.7256637,99,19,0,1853.28,5.44
200188842,23071,13.8,1,,13170,2023-07-25 7:00:00,2023-07-27 7:50:00,82,18,77.2,173600000,14246,28.16,26.8,2023-07-23 5:00:00,2023-07-24 7:00:00,5.472,5.48,27.52,26.56,14618,2023-07-24 7:00:00,2023-07-25 7:00:00,167.76,12.72,25.52,76800000,23071,13170,2023-07-25 7:00:00,2023-07-27 7:45:00,2.03125,80,17.24451411,-0.06987312945,19.11968455,0,4,1602.36896,6,-0.1381872938,0,19.81836735,3.33381909,210.3808163,20.17857143,6,29.95327009,19.41628765,68.97536447,23071,14618,2023-07-25 7:00:00,2023-07-24 7:00:00,1,72,2.399562608,1.963042989,24.21453818,0,3.999973671,168.5610438,5.908665388,0.598120689,0,17.36000061,0.1386953211,2.513940613,25.97038421,5.970030681,29.47238582,19.64774276,69.7049282,23071,14246,2,2023-07-27 13:30:00,2023-07-27 7:15:00,0.2604166667,0,0,45.39147209,278.224815,1.98491897,,4924.184925,19.49217375,67.03028034,23071,14246,0,28.6,28.2,27.1,27.8,28.6,28.1,28.2,29,28.6,29.4,27.3,26.6,26.5,27,23071,2023-07-27 9:45:00,2023-07-25 7:45:00,2.083333333,44.97454545,74306181.83,1.382727273,20.24269738,50.63532395,23071,2023-07-25 6:15:00,2023-07-24 7:45:00,0.9375,16.1,24557333.2,20.37733315,50.74275243,23071,80.66973868,35.28176944,582,547.9641434,119,484,282,57,57,177,99,19,0,2162.48,7.6
200188843,23072,13.8,1,,14616,2023-07-25 7:00:00,2023-07-27 8:00:00,80.8,16.64,69.04,138400000,17825,24.4,22.72,2023-07-23 5:00:00,2023-07-24 7:00:00,5.472,5.48,27.52,26.56,14618,2023-07-24 7:00:00,2023-07-25 7:00:00,167.76,12.72,25.52,76800000,23072,14616,2023-07-25 7:00:00,2023-07-27 8:00:00,2.041666667,80,10.05548166,0.5485959105,20.63297655,0,4.000030695,1658.317409,5.879136341,-389.2609619,0,57.98415213,2.523286283,3340.294579,21.94857824,5.855857735,29.59836732,19.40330903,68.99339429,23072,14618,2023-07-25 7:00:00,2023-07-24 7:00:00,1,72,2.399562608,1.963042989,24.21453818,0,3.999973671,168.5610438,5.908665388,0.598120689,0,17.36000061,0.1386953211,2.513940613,25.97038421,5.970030681,29.47238582,19.64774276,69.7049282,23072,17825,2,2023-07-27 13:30:00,2023-07-27 7:15:00,0.2604166667,0,1,45.32589816,264.6901439,2.046090769,,4623.326099,19.49217375,67.03028034,23072,17825,0,23.9,23.3,25,24.1,24.2,24.6,24.6,24.7,24.8,23.4,22.6,22.9,23,22.3,23072,2023-07-27 9:45:00,2023-07-25 7:45:00,2.083333333,41.10545455,65917818.18,1.419090909,20.24269738,50.63532395,23072,2023-07-25 6:15:00,2023-07-24 7:45:00,0.9375,16.1,24557333.2,20.37733315,50.74275243,23072,41.135444,35.28143333,582,546.7926587,119,484,119.3015873,57,57,563.7997054,99,19,0,1832.96,6.08
200188844,23073,13.9,1,,13169,2023-07-31 9:15:00,2023-08-02 10:00:00,82.4,17.76,71.52,160000000,14246,30.16,26.4,2023-07-29 5:00:00,2023-07-30 7:10:00,5.504,5.52,34.24,31.04,13171,2023-07-30 7:10:00,2023-07-31 9:15:00,168,15.36,29.84,111200000,23073,13169,2023-07-31 9:15:00,2023-08-02 10:00:00,2.03125,80,15.48387753,-0.2849160087,19.78571429,0,4,358.1875806,6,-0.01128585379,0.01068190613,59.85714286,2.171178267,153.3004949,17.84183673,6,29.98469388,19.73913666,69.88770282,23073,13171,2023-07-31 9:15:00,2023-07-30 7:15:00,1.083333333,72,2.208853555,1.981774867,23.52809384,0,4.000066358,168.4539246,5.927436236,3.186296081,0,14.73755247,0.1769076666,77.04650396,24.17103071,6.007847504,29.45068231,19.86416304,68.95821714,23073,14246,2,2023-08-02 15:30:00,2023-08-02 9:30:00,0.25,0,2,46.31143734,253.7947082,1.873915658,,4414.935033,19.91608763,67.74886323,23073,14246,0,28.6,26.6,27.8,27.8,28.4,31.8,31.8,32,31.7,31.8,28.3,26.4,26.4,25.8,23073,2023-08-02 11:45:00,2023-07-31 10:00:00,2.072916667,47.67272727,87196121.21,1.222727273,20.25657029,50.21963557,23073,2023-07-31 9:00:00,2023-07-30 6:30:00,1.104166667,24.8,76535333,20.35102214,49.72041444,23073,36,34.9430314,582,551.5106383,119,484,77.42553191,60.92338955,60.6091954,614,99.59756378,0,3,1756.56,6.56
200188846,23075,13.9,1,,14616,2023-07-31 9:15:00,2023-08-02 10:15:00,82.8,17.84,70.64,148800000,17825,30.8,20.56,2023-07-29 5:00:00,2023-07-31 7:15:00,5.464,,42.56,,13171,2023-07-30 7:10:00,2023-07-31 9:15:00,168,15.36,29.84,111200000,23075,14616,2023-07-31 9:15:00,2023-08-02 10:15:00,2.041666667,80,13.24151103,0.4041621325,20.14537466,0,4.060935481,1652.795985,5.881581774,-389.2609619,0,155.7113437,2.228791071,2315.089092,21.12967749,5.864609009,29.60242184,19.73913666,69.88770282,23075,13171,2023-07-31 9:15:00,2023-07-30 7:15:00,1.083333333,72,2.208853555,1.981774867,23.52809384,0,4.000066358,168.4539246,5.927436236,3.186296081,0,14.73755247,0.1769076666,77.04650396,24.17103071,6.007847504,29.45068231,19.86416304,68.95821714,23075,17825,2,2023-08-02 15:30:00,2023-08-02 9:30:00,0.25,0,1,45.99660214,261.3280181,1.951381089,,4505.966013,19.91608763,67.74886323,23075,17825,0,30.2,29.8,30.2,29.5,29.9,31.4,31.8,31.7,31.5,31.4,21.4,21.1,19.8,20,23075,2023-08-02 11:45:00,2023-07-31 10:00:00,2.072916667,46.84363636,84223272.72,1.191818182,20.25657029,50.21963557,23075,2023-07-31 9:00:00,2023-07-30 6:30:00,1.104166667,24.8,76535333,20.35102214,49.72041444,23075,36,36.47860558,637,550.2180851,119,484,77.42553191,60.94241666,60.60884973,614,30.2521686,0,6.404255319,1985.44,6.48
200188847,23076,13.8,1,,13170,2023-08-01 7:00:00,2023-08-03 7:25:00,84.16,17.92,77.2,176000000,17825,30.88,26.4,2023-07-30 5:00:00,2023-07-31 7:00:00,5.376,,34.88,,14618,2023-07-31 7:00:00,2023-08-01 7:00:00,84.16,14.16,25.36,92000000,23076,13170,2023-08-01 7:00:00,2023-08-03 7:30:00,2.020833333,80,8.281364323,9.174358974,20.45378574,,1.977437138,1620.038854,6,-0.138586426,0,10.40720931,2.615759413,190.1050252,25.92307692,6,29.92368509,19.71631521,69.73597588,23076,14618,2023-08-01 7:00:00,2023-07-31 7:00:00,1,44,1.967150091,2.331674568,31.74423774,0,3.999961387,83.78062367,5.986549479,0.598120689,0,19.50762976,0.004407556278,13.37387638,33.32814078,6.141187566,29.40996583,19.75368525,69.83866609,23076,17825,2,2023-08-03 12:45:00,2023-08-03 6:45:00,0.25,0,1,46.27768599,267.3401613,1.872266528,,4563.929126,19.74389981,66.54012705,23076,17825,0,30.8,30.9,30.9,30.7,30.9,31.5,31.6,31.5,31.1,31.4,25.8,26.4,26.6,26.3,23076,2023-08-03 9:20:00,2023-08-01 8:00:00,2.055555556,44.34181818,72679272.73,1.456363636,20.26746786,50.34496374,23076,2023-08-01 6:15:00,2023-07-31 7:45:00,0.9375,17.22,24903466.4,20.29945126,49.74334879,23076,36,42.3807629,637,548.9570815,119,484,75.7747909,130.8075594,60.58857143,614,25.1319237,0,6.404255319,1670.464,8.08
200188848,23077,13.7,1,,13170,2023-09-04 12:00:00,2023-09-06 12:00:00,78.4,26.24,70.96,157600000,14246,30,20.72,2023-09-02 5:00:00,2023-09-03 7:45:00,5.424,5.44,30.96,32.16,13171,2023-09-03 7:45:00,2023-09-04 12:00:00,160.16,18.24,26.56,83200000,23077,13170,2023-09-04 12:00:00,2023-09-06 12:00:00,2,80,10.52939462,0.2896975546,19.51295337,0,4,1550.602718,6,-0.138586426,0,12.87668394,1.969131685,101.6661804,22.3626943,6,29.92703592,21.44874001,61.41502645,23077,13171,2023-09-04 12:00:00,2023-09-03 7:45:00,1.177083333,66.9723435,2.960158805,2.319446614,23.55926223,0,3.964899758,150.0826812,5.88133591,3.13364993,0,0,0.1960972447,56.68737142,38.01748192,19.81211447,29.42197334,22.22427071,62.6404046,23077,14246,2,2023-09-06 17:30:00,2023-09-06 11:15:00,0.2604166667,0,0,42.49727114,266.3236124,1.97560315,1.366101573,4954.431659,19.8338736,64.89597903,23077,14246,0,29.8,29.4,29,29.8,31,30.7,30.1,30.3,29.8,30.5,17,21.2,25,20.2,23077,2023-09-06 13:00:00,2023-09-04 12:15:00,2.03125,48.65230769,95817435.9,1.447384615,20.367518,49.01948721,23077,2023-09-04 11:40:00,2023-09-03 8:00:00,1.152777778,28.5,90863466.4,20.27387133,50.41420832,23077,85.29959514,43,0,562.2185039,119,484,68,57,78,614,18,0,13,2151.536,9.12
200188849,23078,13.7,1,,14614,2023-09-04 8:00:00,2023-09-06 9:30:00,80,18,73.2,147200000,17825,31.76,20.8,2023-09-02 5:00:00,2023-09-03 7:45:00,5.424,5.44,30.96,32.16,13171,2023-09-03 7:45:00,2023-09-04 8:00:00,160.16,18.24,26.56,83200000,23078,14614,2023-09-04 8:00:00,2023-09-06 9:30:00,2.0625,80,11.83450892,0.8959173835,20.75488444,-0.005521585332,4.000008527,1646.424884,5.877476524,-0.2552742,0,15.5405027,3.173549342,3228.938394,22.13630105,1.747957316,29.60029607,21.45277014,61.2205538,23078,13171,2023-09-04 8:00:00,2023-09-03 7:45:00,1.010416667,71.83288947,2.463870956,2.281947851,25.13953992,0,3.999979781,162.492236,5.926871219,3.122817265,0,0,0.1783015621,22.09407533,25.87026209,5.884931186,29.46440907,22.45104539,62.26584784,23078,17825,2,2023-09-06 14:45:00,2023-09-06 8:45:00,0.25,0,0,42.66773755,285.7861298,2.201961489,1.279866014,5132.542688,19.09415542,67.58291532,23078,17825,0,31.9,30.7,31.8,31.3,31.8,31.5,32.5,31.8,31.7,31.4,19.5,21,20.9,20.6,23078,2023-09-06 11:00:00,2023-09-04 8:10:00,2.118055556,40.2,74669777.78,1.390666667,20.35947859,49.63464045,23078,2023-09-04 7:00:00,2023-09-03 8:00:00,0.9583333333,22.4,44358666.5,20.21129895,50.01646019,23078,85.32760364,43,561.2195,557.855315,119,484,68,57,78,614,18,0,13,1470.528,5.2
200188850,23079,13.8,1,,14615,2023-09-05 8:30:00,2023-09-07 9:00:00,82,18.64,84.8,145600000,14246,31.76,31.68,2023-09-03 5:00:00,2023-09-04 7:45:00,5.312,5.424,50.64,27.68,13172,2023-09-04 7:45:00,2023-09-05 8:00:00,164,14.56,28.16,92800000,23079,14615,2023-09-05 8:30:00,2023-09-07 9:00:00,2.020833333,80,11.47249436,0.269997633,20.57888969,0,4.000077524,1661.776411,5.881180172,-0.234762573,0,8.576614828,2.358734033,2613.726747,21.35438204,5.848265142,29.57180336,21.6056175,64.32827497,23079,13172,2023-09-05 8:00:00,2023-09-04 7:45:00,1.010416667,72,2.044039091,1.522922921,0,24.50419496,4.000017185,165.0142043,5.914779575,-0.8449601363,0,7.43999939,0.1812053743,2.807982691,24.99272074,5.967101981,29.46214417,21.26940517,55.09931286,23079,14246,2,2023-09-07 14:45:00,2023-09-07 8:15:00,0.2708333333,0,0,46.02763497,262.8534762,1.924506695,1.276038092,4419.396204,19.869685,55.69874225,23079,14246,0,31.9,31.3,32.1,31.7,32.1,31.8,31.8,31.5,31,31.4,22.4,22.6,22.6,22.9,23079,2023-09-07 10:35:00,2023-09-05 8:30:00,2.086805556,47.6,74860000,1.423272727,20.3076726,50.46030357,23079,2023-09-05 7:45:00,2023-09-04 7:45:00,1,19.51666667,34543111,20.35687892,48.28922493,23079,85.19262796,43,559,564.0866142,119,484,68,57,78,614,18,0,13,2045.864,7.12
200188851,23080,13.7,1,,14616,2023-09-05 8:30:00,2023-09-07 8:30:00,80.8,18.8,83.2,129600000,17825,22.64,22.8,2023-09-03 5:00:00,2023-09-04 7:45:00,5.312,5.424,50.64,27.68,13172,2023-09-04 7:45:00,2023-09-05 8:00:00,164,14.56,28.16,92800000,23080,14616,2023-09-05 8:30:00,2023-09-07 8:30:00,2,80,12.61544963,0.3894498676,20.12850242,0,3.999984059,1662.004142,5.880659881,-388.3153738,0,30.93568036,2.001218792,2704.748151,21.20265231,5.833565445,29.5992657,21.65803457,64.39044702,23080,13172,2023-09-05 8:00:00,2023-09-04 7:45:00,1.010416667,72,2.044039091,1.522922921,0,24.50419496,4.000017185,165.0142043,5.914779575,-0.8449601363,0,7.43999939,0.1812053743,2.807982691,24.99272074,5.967101981,29.46214417,21.26940517,55.09931286,23080,17825,2,2023-09-07 14:00:00,2023-09-07 7:30:00,0.2708333333,0,1,45.43015456,240.7580301,1.874348281,1.246936386,4473.432806,19.84668058,54.98643072,23080,17825,0,31.4,31,31.3,31.8,31.8,31.7,30.6,31.6,31.7,31.8,22.8,22.6,23,22.7,23080,2023-09-07 10:00:00,2023-09-05 8:30:00,2.0625,45.21454545,63491878.78,1.392,20.30303489,50.40870204,23080,2023-09-05 7:45:00,2023-09-04 7:45:00,1,19.51666667,34543111,20.35687892,48.28922493,23080,85.17583183,43,559,564.0793651,119,484,68,57,78,614,18,0,13,1758.168,7.84
200191079,23082,13.7,1,,14616,2023-09-13 7:15:00,2023-09-15 13:00:00,82,16.32,67.68,155200000,14246,30.16,21.12,2023-09-10 5:00:00,2023-09-11 8:00:00,5.496,5.504,28.4,28,13171,2023-09-11 8:00:00,2023-09-12 8:00:00,166.4,14.64,24.48,79840000,23082,14616,2023-09-13 7:15:00,2023-09-15 13:00:00,2.239583333,80,10.75375688,0.07090138208,21.23347104,0,4.000031695,1642.026308,5.793999295,-389.2609619,0,15.13259275,3.74050149,5168.172428,22.6791139,5.808290908,29.59497655,21.25847785,76.51278017,23082,13171,2023-09-12 8:00:00,2023-09-11 8:00:00,1,23.75257732,0,0.7428448014,3.177746152,0,4.00002495,159.7777188,6.107384254,3.177941793,0,7.273561902,0,0,747.8572044,742.6714762,27.02221261,21.20720235,77.38296319,23082,14246,2,2023-09-15 18:00:00,2023-09-15 12:15:00,0.2395833333,0,0,47.31539761,307.5956083,1.964073446,1.283359528,4435.585114,19.23963958,67.8816028,23082,14246,0,29.4,31.6,32.1,31,30.7,30.7,29.4,29,29.5,29,22.2,19.9,6.5,23,23082,2023-09-15 15:00:00,2023-09-13 7:55:00,2.295138889,45.925,79437666.67,1.2605,20.35854169,49.83621538,23082,2023-09-13 7:00:00,2023-09-12 8:00:00,0.9583333333,17.34,23656532.8,20.30627158,48.89831874,23082,95.6033144,43,641,228,119,484,120.9785999,57,104,614,72.7564865,0,13,1821.016,6.16
200191080,23083,13.6,1,,14617,2023-09-12 8:00:00,2023-09-14 8:25:00,82.8,16.96,54.16,70400000,17825,142.4,156.96,2023-09-11 5:00:00,2023-09-12 7:45:00,5.424,5.448,29.2,30.48,13172,2023-09-12 7:45:00,2023-09-13 7:15:00,167.2,14.72,28.4,91200000,23083,14617,2023-09-12 8:00:00,2023-09-14 8:30:00,2.020833333,80,7.059891857,0.2662459741,20.26340892,0,4.000009713,1635.025672,5.888988537,-1.963804477,0,20.99733436,1.757528937,2818.339637,21.59539685,5.909744661,29.59435608,21.39075005,76.69185452,23083,13172,2023-09-13 7:15:00,2023-09-12 7:45:00,0.9791666667,1.56932655,0.2189762733,116.1771176,0,0.33706135,2.905265628,2.127906311,2.421430347,-0.851782799,0,4.935180741,0,8.256150818,771.267108,783.2835368,18.43314131,21.38440842,76.31032283,23083,17825,2,2023-09-14 13:45:00,2023-09-14 7:45:00,0.25,0,0,43.77056118,279.0359516,1.962484674,1.282495226,4495.759781,19.25935163,69.04893239,23083,17825,0,137.6,134.4,136,144.8,149.6,148,124.8,140,151.2,147.2,157.8,154.2,156.9,157,23083,2023-09-14 10:30:00,2023-09-12 8:40:00,2.076388889,35.30909091,69395393.94,1.885090909,20.3037085,50.06407113,23083,2023-09-12 7:15:00,2023-09-11 8:15:00,0.9583333333,21.55,57546666,20.22282744,50.68946981,23083,92.66792672,43,0,228,119,484,119.087026,57,104,614,145,0,13,1640.608,5.52
