TI_I_LOTE,BR_I_DATETIME,BR_I_FERM0101.AGITATION_PV,BR_I_FERM0101.AIR_SPARGE_PV,BR_I_FERM0101.BIOCONTAINER_PRESSURE_PV,BR_I_FERM0101.DO_1_PV,BR_I_FERM0101.DO_2_PV,BR_I_FERM0101.GAS_OVERLAY_PV,BR_I_FERM0101.LOAD_CELL_NET_PV,BR_I_FERM0101.PH_1_PV,BR_I_FERM0101.PH_2_PV,BR_I_FERM0101.PUMP_1_PV,BR_I_FERM0101.PUMP_1_TOTAL,BR_I_FERM0101.PUMP_2_PV,BR_I_FERM0101.PUMP_2_TOTAL,BR_I_FERM0101.SINGLE_USE_DO_PV,BR_I_FERM0101.SINGLE_USE_PH_PV,BR_I_FERM0101.TEMPERATURA_PV,BR_I_ID_BIOREACTOR,BR_I_TH_06299_TI1302.PV,BR_I_TH_06299_MI1302.PV
23023,2023-03-27 19:00:00,72,0,3.023724365,17.02455444,,4.000108662,156.4,-527.3871582,5.883702087,0,19.84000092,0,0.935477161,17.76116943,5.999999619,29.34417643,14618,21.4625372,45.19035254
23023,2023-03-27 19:15:00,72,0,2.859113329,17.94896545,,4.000206023,156.4,-527.3871582,5.883702087,0,19.84000092,0,0.935477161,18.57733152,5.999999619,29.48013585,14618,,
23023,2023-03-27 19:30:00,72,0,3.023724365,18.08377533,,4.000035413,155.7599976,-527.3871582,5.883702087,0,19.84000092,0,0.935477161,18.9784668,5.999999619,29.55915866,14618,,
23023,2023-03-27 19:45:00,72,0,2.698812263,18.48147237,,3.999831977,155.7599976,-527.3871582,5.883702087,0,19.84000092,0,0.935477161,19.12084198,5.999999619,29.32018459,14618,,
23023,2023-03-27 20:00:00,72,0,3.045063289,18.08377533,,3.999395601,155.6800049,-527.3871582,5.874852753,0,19.84000092,3.619799045,0.935477161,18.90727997,5.999999619,29.73555839,14618,21.93042123,44.78393435
23023,2023-03-27 20:15:00,72,0,2.537933769,16.88974609,,4.000008412,155.680489,-527.3871582,5.883702087,0,19.84000092,0,0.935477161,17.47641907,5.991999817,29.26390461,14618,,
23023,2023-03-27 20:30:00,72,0,2.57817573,15.95570526,,3.999978364,155.6800049,-527.3871582,5.884017549,0,19.84000092,0,0.935477161,16.26624146,5.991999817,29.40799561,14618,,
23023,2023-03-27 20:45:00,72,1.780509567,2.962963867,12.50842667,,3.999706029,155.7599976,-527.3871582,5.892551422,0,19.84000092,0,3.813352585,12.58587036,5.999999619,29.58350987,14618,,
23023,2023-03-27 21:00:00,72,15.87711639,4.765625,16.22532501,,3.999969131,155.6800049,-527.3871582,5.883702087,0,19.84000092,0,3.813352585,19.4269455,5.99211845,29.27199707,14618,20.68818689,48.82627844
23023,2023-03-27 21:15:00,72,0,3.246056631,23.79393311,,4.000034471,155.6800049,-527.3871582,5.883702087,0,19.84000092,0,3.813352585,25.08631744,6.000061564,29.67199707,14618,,
23023,2023-03-27 21:30:00,72,0,3.003492218,19.94222565,,4.000114434,155.6800049,0,5.892551422,0,19.84000092,0,3.813352585,20.67983704,6.007993264,29.24000244,14618,,
23023,2023-03-27 21:45:00,72,0,3.04489556,16.61422039,0,3.999672761,155.6,-527.3871582,5.883702087,0,19.84000092,0,3.813352585,16.94963531,5.999999619,29.37637489,14618,,
23023,2023-03-27 22:00:00,72,11.36394119,3.975695801,11.70919571,,4.001010191,155.6,-527.3871582,5.883702087,0,19.84000092,0,3.813352585,12.21569748,5.999999619,29.63203946,14618,20.93075649,48.26592907
23023,2023-03-27 22:15:00,72,0,3.023829898,23.52912903,,4.000148718,155.6,-527.3871582,5.883702087,0,19.84000092,0,3.813352585,25.04360352,5.999999619,29.24799805,14618,,
23023,2023-03-27 22:30:00,72,0,2.779050636,17.81187001,,3.999655556,155.6,-527.3871582,5.883702087,0,19.84000092,0,3.813352585,18.20964661,5.999999619,29.61665082,14618,,
23023,2023-03-27 22:45:00,72,15.98106104,4.623840332,11.83919144,,4.000727364,155.6,-527.3871582,5.883702087,0,19.84000092,0,3.813352585,13.3262146,5.999999619,29.32781308,14618,,
23023,2023-03-27 23:00:00,72,0,3.003888631,21.80067596,,4.000110261,155.6,-527.3871582,5.892551422,0,19.84000092,0,3.813352585,22.80121002,5.999999619,29.27249362,14618,20.99216162,47.54213152
23023,2023-03-27 23:15:00,72,0,3.023394552,13.83245087,,3.999675547,155.5199951,-527.3871582,5.883702087,0,19.84000092,0,3.813352585,14.05944214,5.999999619,29.71199951,14618,,
23023,2023-03-27 23:30:00,72,0,3.206018066,23.39431915,,3.999526075,155.5199951,-527.3871582,5.892551422,0,19.84000092,0,3.813352585,25.26403901,5.999999619,29.26400146,14618,,
23023,2023-03-27 23:45:00,72,0,3.003241169,15.42609558,,3.999842093,155.5199951,-527.3871582,5.883702087,0,19.84000092,0,3.813352585,15.60420074,5.999999619,29.4881051,14618,,
23023,2023-03-28 00:00:00,72,0,3.246549266,19.94222565,,4.000059078,155.5199951,-527.3871582,5.883702087,0,19.84000092,0,3.813352585,20.55881958,5.999999619,29.47197411,14618,20.95487454,46.70622735
23023,2023-03-28 00:15:00,72,15.99598807,4.866567601,11.17477112,,4.000562466,155.5199951,-527.3871582,5.883702087,0,19.84000092,0,3.813352585,12.34383392,5.999945282,29.30394952,14618,,
23023,2023-03-28 00:30:00,72,0,3.0034729,17.81817764,,3.999496421,155.5199951,-527.3871582,5.892551422,0,19.84000092,0,5.231074905,17.99608612,5.999999619,29.66403284,14618,,
23023,2023-03-28 00:45:00,72,10.35672409,4.340331042,20.02311005,,3.999838742,155.5199951,-527.3871582,5.883702087,0,19.84000092,0,5.231074905,23.67681122,5.999999619,29.24799805,14618,,
23023,2023-03-28 01:00:00,72,15.98701341,4.846813124,15.95570526,,4.000090877,155.5199951,-527.3871582,5.883702087,0,19.84000092,0,5.231074905,19.19202728,5.999999619,29.56020689,14618,20.93917253,46.86261095
23023,2023-03-28 01:15:00,72,0,2.780670166,12.89841156,,3.999995756,155.5199951,-527.3871582,5.883702087,0,19.84000092,0,5.231074905,12.5645134,5.999999619,29.37590186,14618,,
23023,2023-03-28 01:30:00,72,0,2.598496585,19.80741425,0,4.000133533,155.5199951,-527.3871582,5.892528793,0,19.84000092,0,5.231074905,20.13881683,5.999999619,29.29601657,14618,,
23023,2023-03-28 01:45:00,72,13.13323364,4.623840332,18.60856934,,3.999574838,155.5199951,-527.3871582,5.883702087,0,19.84000092,0,5.231074905,22.18900299,5.999999619,29.67199707,14618,,
23023,2023-03-28 02:00:00,72,15.60423656,4.602789359,13.83245087,,4.000563553,155.5199951,-527.3871582,5.883702087,0,19.84000092,0,5.231074905,15.68250732,5.999999619,29.24799805,14618,21.09068577,46.60169771
23023,2023-03-28 02:15:00,72,0,2.840218089,12.49888164,,4.00003895,155.5199951,-527.3871582,5.883702087,0,19.84000092,0,5.231074905,12.07332306,5.999919396,29.52824359,14618,,
23023,2023-03-28 02:30:00,72,0,3.023557003,17.28454437,,3.999766342,155.5199951,-527.3871582,5.883702087,0,19.84000092,0,7.118526459,17.37675781,5.999999619,29.47158468,14618,,
23023,2023-03-28 02:45:00,72,0,2.841305905,19.27780457,,4.000179673,155.5199951,-527.3871582,5.883677183,0,19.84000092,0.804434746,7.118526459,19.55508118,5.991999817,29.21609346,14618,,
23023,2023-03-28 03:00:00,72,0,2.922454834,18.43042816,,4.00074921,155.5199513,-527.3871582,5.874852753,0,19.84000092,2.863241386,7.118526459,17.54048767,5.991999817,29.66401462,14618,21.09927236,44.2645212
23023,2023-03-28 03:15:00,72,0,2.800967879,21.00144501,,3.999753947,155.5199951,-527.3871582,5.883702087,0,19.84000092,0,7.118526459,21.52696381,5.999999619,29.26398287,14618,,
23023,2023-03-28 03:30:00,72,15.52866821,4.299768066,16.75975037,,3.999952103,155.5199951,-527.3871582,5.883702087,0,19.84000092,0,7.118526459,19.71169434,5.991999817,29.29599609,14618,,
23023,2023-03-28 03:45:00,72,15.98994854,4.865279765,12.63842163,,4.000030065,162.5244846,-527.3871582,5.874852753,0,19.84000092,4.127786676,7.895708466,15.58284454,5.991999817,29.74377447,14618,,
23023,2023-03-28 04:00:00,72,15.58578491,3.934276829,9.316321564,,4.000713514,155.5199951,-527.3871582,5.883702087,0,19.84000092,0,7.895708466,8.955330658,5.991999817,29.24780812,14618,20.72568433,43.7040504
23023,2023-03-28 04:15:00,72,0,2.497106934,11.30476608,,4.000266957,155.5199951,-527.3871582,5.883702087,0,19.84000092,0,7.895708466,10.47161484,5.991999817,29.47232198,14618,,
23023,2023-03-28 04:30:00,72,0,2.598382568,13.43283539,,3.999505838,155.6,-527.3871582,5.874852753,0,19.84000092,2.645773519,7.895708466,12.60010834,5.991791814,29.52696287,14618,,
23023,2023-03-28 04:45:00,72,0,3.042959168,16.35688339,,3.999637181,155.6,-527.3871582,5.874852753,0,19.84000092,3.326825249,7.895708466,16.12386627,5.991999817,29.34399414,14618,,
23023,2023-03-28 05:00:00,72,0,3.023290606,19.13751018,,4.000417166,155.5199951,-527.3871582,5.87567626,0,19.84000092,0,10.91549072,19.0425354,5.991999817,29.71164123,14618,20.73977723,43.63967867
23023,2023-03-28 05:15:00,72,0,2.375207718,20.61145935,,4.000167834,155.6,-527.3871582,5.892551422,0,19.84000092,0,12.95150757,21.13543549,5.999999619,29.29554358,14618,,
23023,2023-03-28 05:30:00,72,0,2.29464693,18.48338928,,3.999537999,155.6,-527.3871582,5.874852753,0,19.84000092,1.73599987,12.95150757,18.40897064,5.991999817,29.51209953,14618,,
23023,2023-03-28 05:45:00,72,0,2.71998193,21.27106476,,4.000171073,155.6,-527.3871582,5.874853505,0,19.84000092,1.547059283,16.85855408,22.40256348,5.991999817,29.42403707,14618,,
23023,2023-03-28 06:00:00,72,5.876133728,3.712238998,20.3418396,,3.999239449,155.5199951,-527.3871582,5.884015683,0,19.84000092,0,16.85855408,22.92934723,5.991999817,29.34399414,14618,20.78553698,42.92137487
23023,2023-03-28 06:15:00,72,8.785409135,3.612457872,19.81032063,,3.999294236,155.6,-527.3871582,5.883702087,0,19.84000092,0,20.48705902,22.63748016,5.991999817,29.68763473,14618,,
23023,2023-03-28 06:30:00,72,14.74331967,4.380786133,17.55766401,,3.999481595,155.2,-527.3871582,5.883709169,0,19.84000092,0,20.48705902,20.79373627,5.991999817,29.21600342,14618,,
23023,2023-03-28 06:45:00,72,16.00140251,4.845941055,12.89841156,,3.99986815,155.1199951,-527.3871582,5.875473755,0,19.84000092,3.802962821,23.38737946,15.51165771,5.983999634,29.48044026,14618,,
23023,2023-03-28 07:00:00,72,15.99391648,4.299768066,8.916706848,,4.001241474,155.2,-527.3871582,5.883702087,0,19.84000092,0,24.31984253,9.297029114,5.991999817,29.55948912,14618,20.95106346,41.00977021
23023,2023-03-28 07:15:00,72,0,2.4565979,11.5743866,,3.999439223,155.2,-527.3871582,5.883702087,0,19.84000092,0,24.31984253,10.69229507,5.991902022,29.20799561,14618,,
23023,2023-03-28 07:30:00,54.75943014,1.528529034,1.181387976,10.77792051,,4.000024397,109.4383393,-527.3871582,5.874858268,0,19.84000092,0,27.21213379,9.724150848,5.983999634,29.58406641,14618,,
23024,2023-03-27 07:15:00,72,15.99901854,5.737984475,85.54476318,,3.999925183,147.7599976,-527.3871582,5.936164093,0,19.84000092,0,0,89.92016296,6.047999573,29.32800293,14618,,
23024,2023-03-27 07:30:00,72,0,3.245808565,76.9427124,,3.999837918,154.6427367,-527.3871582,5.918625091,0,19.84000092,0,0,76.58302612,6.039999771,29.29599609,14618,,
23024,2023-03-27 07:45:00,72,0,3.104742432,71.49735107,,4.000022731,157.5199951,-527.3871582,5.892551422,0,19.84000092,0,0,72.16231079,6.023999786,29.73555292,14618,,
23024,2023-03-27 08:00:00,72,0,3.023724365,66.58161011,,3.999923659,157.5199951,-527.3871582,5.892551422,0,19.84000092,0,0,67.16523797,6.031999588,29.2482171,14618,22.5171229,33.16141129
23024,2023-03-27 08:15:00,72,0,2.760917928,62.85507813,,4.000476196,157.5199951,-527.3871582,5.901084137,0,19.84000092,0,0,63.79106972,6.023999786,29.39220407,14618,,
23024,2023-03-27 08:30:00,72,0,2.658365051,59.53779297,,4.00001669,157.5199951,-527.3871582,5.901084137,0,19.84000092,0,0,60.60865479,6.023999786,29.67167958,14618,,
23024,2023-03-27 08:45:00,72,0,2.598382568,55.41168117,,3.999779761,157.5199951,-527.3871582,5.901084137,0,19.84000092,0,0,56.50827637,6.023999786,29.26400146,14618,,
23024,2023-03-27 09:00:00,72,0,2.780391887,52.62879028,,3.999825684,157.5199951,-527.3871582,5.901084137,0,19.84000092,0,0,54.00249634,6.023999786,29.58410923,14618,21.68047845,35.3479957
23024,2023-03-27 09:15:00,72,0,3.044624265,49.03707275,,4.000019865,157.5199951,-527.3871582,5.901084137,0,19.84000092,0,0,50.39331055,6.023999786,29.39173893,14618,,
23024,2023-03-27 09:30:00,72,0,2.962963867,46.11459045,,4.000155381,157.5199951,-527.3871582,5.901084137,0,19.84000092,0,0,47.61702957,6.023999786,29.34399414,14618,,
23024,2023-03-27 09:45:00,72,0,2.861639746,43.45690918,,4.000219766,157.5199951,-527.3871582,5.901084137,0,19.84000092,0,0,45.11123047,6.015999603,29.66393173,14618,,
23024,2023-03-27 10:00:00,72,0,2.598344519,40.39961548,,4.00019561,157.4400024,-527.3871582,5.901084137,0,19.84000092,0,0,41.8295743,6.015999603,29.22398401,14618,20.07891346,40.34310667
23024,2023-03-27 10:15:00,72,0,2.861441532,37.87193298,,4.000043595,157.3599976,-527.3871582,5.901092666,0,19.84000092,0,0,39.57923085,6.015999603,29.53621433,14618,,
23024,2023-03-27 10:30:00,72,0,3.043981934,34.95426025,,3.99995561,157.3599976,-527.3871582,5.892863543,0,19.84000092,0,0,36.54701525,6.015999603,29.40780647,14618,,
23024,2023-03-27 10:45:00,72,0,3.003170234,32.69619751,,3.999889184,157.3599976,-527.3871582,5.901084137,0,19.84000092,0,0,34.09795978,6.015999603,29.34405922,14618,,
23024,2023-03-27 11:00:00,72,0,2.659068275,30.03851929,,4.000076411,157.3599976,-527.3871582,5.892572996,0,19.84000092,0,0,31.63552246,6.015999603,29.63998219,14618,18.75629507,47.49366688
23024,2023-03-27 11:15:00,72,0,2.578051505,27.38107375,,3.99956829,157.4398573,-527.3871582,5.901084137,0,19.84000092,0,0,28.72410066,6.015999603,29.24802707,14618,,
23024,2023-03-27 11:30:00,72,0,2.760864801,24.99277802,0,3.999999783,157.3599976,-527.3871582,5.892867279,0,19.84000092,0,0,26.44534895,6.008179889,29.56854563,14618,,
23024,2023-03-27 11:45:00,72,0,3.004162502,22.33509979,,3.999650771,157.3599976,-527.3871582,5.892551422,0,19.84000092,0,0,23.37782593,6.015859507,29.39172414,14618,,
23024,2023-03-27 12:00:00,72,0,2.497106934,19.80741425,,4.000102318,157.2800049,-527.3871582,5.892555291,0,19.84000092,0,0,20.94973756,6.007999802,29.29638812,14618,19.09302231,49.12170629
23024,2023-03-27 12:15:00,72,0,2.881797825,17.41935577,,4.00021793,157.1199951,-527.3871582,5.892865916,0,19.84000092,0,0,18.29501234,6.007999802,29.71199951,14618,,
23024,2023-03-27 12:30:00,72,0.178897162,2.760418701,14.76649017,,3.999960486,157.1199951,-527.3871582,5.892551422,0,19.84000092,0,0,15.21267242,6.007999802,29.19208125,14618,,
23024,2023-03-27 12:45:00,72,0,3.30714484,17.54934998,,4.000151388,157.0400024,-527.3871582,5.892551422,0,19.84000092,0,0,18.38746604,6.007999802,29.40806496,14618,,
23024,2023-03-27 13:00:00,72,0.52475708,3.246525017,14.36687469,,4.000428464,157.0400024,-527.3871582,5.883703907,0,19.84000092,0,0,15.14860528,6.007999802,29.68799062,14618,20.06134224,45.62173056
23024,2023-03-27 13:15:00,72,0,2.577933579,17.81896973,,3.999902856,157.1199951,-527.3871582,5.892551422,0,19.84000092,0,0,18.46592102,6.007999802,29.24004021,14618,,
23024,2023-03-27 13:30:00,72,6.633237951,3.290034289,15.03680964,,4.000620261,157.0400024,-527.3871582,5.892551422,0,19.84000092,0,0,16.79302521,6.000170083,29.60816623,14618,,
23024,2023-03-27 13:45:00,72,0,2.780670166,16.62494049,,4.000231492,157.1192926,-527.3871582,5.884017944,0,19.84000092,0,0,17.36908738,6.007929539,29.39186384,14618,,
23024,2023-03-27 14:00:00,72,0,2.801294623,19.27780457,,4.000109581,157.0400024,-527.3871582,5.884017944,0,19.84000092,0,0,20.2525068,6.007999802,29.4320671,14618,20.51862387,43.10247525
23024,2023-03-27 14:15:00,72,0,2.598382568,14.76649017,,3.999770521,157.1199951,-527.3871582,5.883702087,0,19.84000092,0,0,15.22596317,5.999999619,29.61554405,14618,,
23024,2023-03-27 14:30:00,72,0,2.598519039,17.54934998,,3.999428938,157.1199951,-527.3871582,5.883702087,0,19.84000092,0,0,18.44409909,6.007940485,29.2641794,14618,,
23024,2023-03-27 14:45:00,72,0,3.023724365,15.42609558,,3.999526461,157.0400024,-527.3871582,5.883702087,0,19.84000092,0,0,16.18107123,5.999999619,29.68792201,14618,,
23024,2023-03-27 15:00:00,72,0,2.963749813,16.22532501,,4.000250895,157.0400024,-527.3871582,5.883702087,0,19.84000092,0,0,16.92116089,5.999999619,29.34319235,14618,21.02238492,41.01691662
23024,2023-03-27 15:15:00,72,0,2.861500174,18.74819489,,3.999907556,157.0400024,-527.3871582,5.883702087,0,19.84000092,0,0,19.7038218,5.999999619,29.37615744,14618,,
23024,2023-03-27 15:30:00,72,0,2.841260059,18.85304358,,3.999624556,156.4800049,-527.3871582,5.883702087,0,19.84000092,0,0,16.40878432,5.999999619,29.64003733,14618,,
23024,2023-03-27 15:45:00,72,0,3.003609457,16.75975037,,4.000670488,156.4800049,-527.3871582,5.883702087,0,19.84000092,0,0,17.39099579,5.999999619,29.22399902,14618,,
