HC_LOTE,C_DATETIME,C_CTF0101.EN_PARCIAL,C_CTF0101.EN_TOTAL,C_D01780551.PV,C_D01906041.PV,C_D01916047.PV,C_D01916503.PV,C_D01919022.PV,C_ID_CENTRIFUGA,C_TH_06299_TI1402.PV,C_TH_06299_MI1402.PV,C_CENTRIFUGACION
23025,2023-03-31 09:15:00,0,0,24.89557923,489.5504927,3.220387736,,6679.160006,17825,,,1
23025,2023-03-31 09:30:00,0,0,24.7800337,486.2811823,3.216577847,,6679.703263,17825,,,1
23025,2023-03-31 09:45:00,0,0,25.26757424,482.2096807,3.198829466,,6680.058369,17825,,,1
23025,2023-03-31 10:00:00,0,0,25.03735885,478.286017,3.214522441,,6679.024261,17825,19.67421174,49.90168319,1
23025,2023-03-31 10:15:00,0,0,25.24984447,474.7214395,3.230699008,,6680.574881,17825,,,1
23025,2023-03-31 11:15:00,0,1,25.13131654,379.7444517,1.007647174,,6685.451556,17825,,,2
23025,2023-03-31 11:30:00,0,0,26.70000076,0,0.013946724,,3454.622485,17825,,,2
23025,2023-03-31 11:45:00,0,0,100,0,0.000633245,,0,17825,,,2
23025,2023-03-31 12:00:00,0,0,100,0,0.000636578,,0,17825,19.63408279,52.12784998,2
23025,2023-03-31 12:15:00,0,0,27.07608006,0,0.019701202,,3578.685311,17825,,,2
23025,2023-03-31 12:30:00,0,0,27.02769629,255.1230912,3.217160432,,6680.073793,17825,,,2
23025,2023-03-31 12:45:00,0,0,25.96606594,256.5520185,3.112048555,,6679.18632,17825,,,2
23026,2023-03-31 07:15:00,0,0,100,0,0.397921229,,0,14246,,,1
23026,2023-03-31 07:30:00,0,0,26.38661852,1098.816134,2.974344977,,6674.737048,14246,,,1
23026,2023-03-31 07:45:00,0,0,26.82180539,1089.150391,2.928758886,,6671.905238,14246,,,1
23026,2023-03-31 08:00:00,0,0,25.20200719,335.2014823,3.495920519,,6675.205297,14246,20.16964324,43.66038917,1
23026,2023-03-31 08:15:00,0,0,24.42542899,518.6002479,3.207068042,,6674.660068,14246,,,1
23026,2023-03-31 08:30:00,0,0,23.96708517,518.673299,3.209252201,,6676.193229,14246,,,1
23026,2023-03-31 08:45:00,0,0,23.41488624,510.5235777,3.213695388,,6675.839588,14246,,,1
23026,2023-03-31 09:00:00,0,0,23.90284718,510.1642421,3.242136068,,6675.597317,14246,19.90144156,45.40613559,1
23026,2023-03-31 09:15:00,0,0,24.58724469,505.8346379,3.178692318,,6675.314001,14246,,,1
23026,2023-03-31 09:30:00,0,0,23.92250406,503.1048481,3.204493765,,6675.14376,14246,,,1
23026,2023-03-31 09:45:00,0,0,24.23804843,498.3768663,3.193644563,,6675.229438,14246,,,1
23026,2023-03-31 10:00:00,0,0,24.24127654,492.5347168,3.243880881,,6677.109375,14246,19.67421174,49.90168319,1
23026,2023-03-31 10:15:00,0,0,24.11158548,486.2338667,3.23314486,,6674.201183,14246,,,1
23027,2023-04-06 11:45:00,0,0,100,0,0.426272799,,0,14246,,,1
23027,2023-04-06 12:00:00,0,0,100,0,0.42685109,,0,14246,19.68225192,34.07316048,1
23027,2023-04-06 12:15:00,0,0,24.53880052,0,0.022830517,,279.1604761,14246,,,1
23027,2023-04-06 12:30:00,0,0,25.14518051,327.4439725,2.051420922,,6684.830818,14246,,,1
23027,2023-04-06 12:45:00,0,0,23.69365102,520.7845467,3.175819905,,6679.660288,14246,,,1
23027,2023-04-06 13:00:00,0,0,25.59501367,510.6562663,3.20021113,,6678.736448,14246,20.29991007,33.45691489,1
23027,2023-04-06 13:15:00,0,0,24.60962639,506.7861112,3.203299143,,6679.804565,14246,,,1
23027,2023-04-06 13:30:00,0,0,24.52301501,505.683235,3.179414222,,6679.775411,14246,,,1
23027,2023-04-06 13:45:00,0,0,23.59639867,506.1631836,3.220535294,,6677.647656,14246,,,1
23027,2023-04-06 14:00:00,0,0,23.96378326,500,3.168873025,,6675.764063,14246,20.80491096,32.86843491,1
23027,2023-04-06 14:15:00,0,0,25.36281241,497.9166504,3.203534604,,6676.301563,14246,,,1
23027,2023-04-06 14:30:00,0,0,24.7415029,491.7707029,3.200613636,,6675.99862,14246,,,1
23027,2023-04-06 14:45:00,0,0,24.28582337,490.4813929,3.196901067,,6677.010918,14246,,,1
23027,2023-04-06 15:45:00,0,0,23.47682374,446.7238416,3.122492205,,6677.057301,14246,,,2
23027,2023-04-06 16:00:00,0,0,24.58557604,0,0.013086933,,4097.787086,14246,21.4285717,34.76295406,2
23027,2023-04-06 16:15:00,0,0,100,0,0.005846604,,0,14246,,,2
23027,2023-04-06 16:30:00,0,0,100,0,0.00614179,,0,14246,,,2
23027,2023-04-06 16:45:00,0,0,100,0,0.006417107,,0,14246,,,2
23027,2023-04-06 17:00:00,0,0,23.44485401,275.3314555,2.779786837,,6675.14686,14246,21.18442345,40.67885887,2
23027,2023-04-06 17:15:00,0,0,24.69042001,254.7227407,3.135113472,,6675.313441,14246,,,2
23027,2023-04-06 17:30:00,0,0,23.20694811,256.857631,3.116301993,,6665.163451,14246,,,2
23027,2023-04-06 17:45:00,0,0,24.32490285,255.1302872,3.105091087,,6675.165846,14246,,,2
23028,2023-04-06 11:45:00,0,0,100,0,0.410937144,,0,17825,,,1
23028,2023-04-06 12:00:00,0,0,100,0,0.409201431,,0,17825,19.68225192,34.07316048,1
23028,2023-04-06 12:15:00,0,0,26.70000076,0,0.002182526,,0,17825,,,1
23028,2023-04-06 12:30:00,0,0,30.60694107,0,0.034599175,,6686.528606,17825,,,1
23028,2023-04-06 12:45:00,0,0,28.7252903,496.7745993,3.234376672,,6682.533531,17825,,,1
23028,2023-04-06 13:00:00,0,0,28.7252903,505.9256138,3.205096563,,6683.171242,17825,20.29991007,33.45691489,1
23028,2023-04-06 13:15:00,0,0,28.7252903,502.9997234,3.168144822,,6682.678075,17825,,,1
23028,2023-04-06 13:30:00,0,0,28.7252903,499.3242894,3.176039069,,6683.480837,17825,,,1
23028,2023-04-06 13:45:00,0,0,28.7252903,497.5694336,3.193065455,,6683.029688,17825,,,1
23028,2023-04-06 14:00:00,0,0,28.7252903,496.09375,3.192541903,,6680.607031,17825,20.80491096,32.86843491,1
23028,2023-04-06 14:15:00,0,0,28.7252903,494.0799086,3.172662974,,6682.154813,17825,,,1
23028,2023-04-06 14:30:00,0,0,28.7252903,490.586675,3.208752555,,6679.143292,17825,,,1
23028,2023-04-06 14:45:00,0,0,28.7252903,487.8500377,3.164397115,,6679.475586,17825,,,1
23028,2023-04-06 16:00:00,0,1,28.7252903,109.0277832,-0.004240786,,6623.559375,17825,21.4285717,34.76295406,2
23028,2023-04-06 16:15:00,0,0,26.70000076,0,0.041593396,,1355.057574,17825,,,2
23028,2023-04-06 16:30:00,0,0,100,0,0.001763692,,0,17825,,,2
23028,2023-04-06 16:45:00,0,0,100,0,0.001504612,,0,17825,,,2
23028,2023-04-06 17:00:00,0,0,29.63191223,0,0.015196945,,3976.218731,17825,21.18442345,40.67885887,2
23028,2023-04-06 17:15:00,0,0,28.00618344,254.5798188,3.110857774,,6680.878076,17825,,,2
23028,2023-04-06 17:30:00,0,0,27.91745877,256.3633539,3.012812414,,6680.056384,17825,,,2
23028,2023-04-06 17:45:00,0,0,28.365228,255.0427966,3.247067734,,6680.929027,17825,,,2
23028,2023-04-06 18:00:00,0,0,27.40839753,255.1340822,3.22007041,,6674.710482,17825,20.7932957,45.27761781,2
23028,2023-04-06 18:15:00,0,0,27.48114788,254.9479248,3.261660131,,6667.783177,17825,,,2
23028,2023-04-06 18:30:00,0,1,29.95662803,0,0.029204965,,6680.069531,17825,,,2
23028,2023-04-06 18:45:00,0,2,27.66219395,0,0.015536283,,6688.085871,17825,,,2
23030,2023-04-20 07:15:00,0,0,100,0,0.430310571,,0,12912,,,1
23030,2023-04-20 07:30:00,0,0,100,0,0.427154051,,0,12912,,,1
23030,2023-04-20 07:45:00,0,0,32.38445555,0,0.021184191,,6685.737038,12912,,,1
23030,2023-04-20 08:00:00,0,0,32.72626182,192.7558928,0.026665198,,6532.191256,12912,20.36843367,38.20350113,1
23030,2023-04-20 08:15:00,0,0,33.77606372,500.7952099,2.652242209,,6672.450831,12912,,,1
23030,2023-04-20 08:30:00,0,0,33.16121795,497.6660131,3.28648328,,6671.8181,12912,,,1
23030,2023-04-20 08:45:00,0,0,31.84049971,494.3566266,3.256713562,,6675.764501,12912,,,1
23030,2023-04-20 09:00:00,0,0,33.5961313,489.1130544,3.537622249,,6675.239107,12912,20.33592201,40.79211834,1
23030,2023-04-20 09:15:00,0,0,32.92804067,488.7835136,3.123579771,,6675.437011,12912,,,1
23030,2023-04-20 09:30:00,0,0,31.81265693,485.7386905,2.997073769,,6676.592359,12912,,,1
23030,2023-04-20 09:45:00,0,0,32.95692019,483.4995619,3.177300232,,6674.995864,12912,,,1
23030,2023-04-20 10:00:00,0,0,32.49390581,480.7932879,3.191963535,,6675.728853,12912,19.97960713,41.87077994,1
23030,2023-04-20 10:15:00,0,0,32.4157746,471.6810907,3.108266392,,6673.962945,12912,,,1
23030,2023-04-20 10:30:00,0,0,32.52698061,474.6487741,3.337377938,,6670.677659,12912,,,1
23030,2023-04-20 17:15:00,0,0,100,0,0.001795964,,0,12912,,,2
23030,2023-04-20 17:30:00,0,0,100,0,0.001505107,,0,12912,,,2
23031,2023-04-20 07:45:00,0,0,25.0025334,0,-0.001376085,,6689.655957,14246,,,1
23031,2023-04-20 08:00:00,0,0,24.63094187,495.2699805,3.212157575,,6676.188923,14246,20.36843367,38.20350113,1
23031,2023-04-20 08:15:00,0,0,24.00026744,458.0916188,3.207505595,,6676.228181,14246,,,1
23031,2023-04-20 08:30:00,0,0,23.4318571,401.6852761,2.533085003,,6676.578044,14246,,,1
23031,2023-04-20 08:45:00,0,0,24.81663302,474.7485165,3.197681811,,6676.299657,14246,,,1
23031,2023-04-20 09:00:00,0,0,23.61141248,468.22511,3.178544359,,6676.306263,14246,20.33592201,40.79211834,1
23031,2023-04-20 09:15:00,0,0,23.48199163,466.4399984,3.17280955,,6676.675477,14246,,,1
23031,2023-04-20 09:30:00,0,0,23.28688498,469.3157548,3.177379221,,6676.238071,14246,,,1
23031,2023-04-20 09:45:00,0,0,23.31331548,462.4298333,3.173760951,,6676.931333,14246,,,1
23031,2023-04-20 10:00:00,0,0,25.18458387,477.0720285,3.191474575,,6675.799108,14246,19.97960713,41.87077994,1
23031,2023-04-20 10:15:00,0,0,23.33575958,450.6033481,3.201900205,,6676.529075,14246,,,1
23031,2023-04-20 10:30:00,0,0,24.77682044,456.4152117,3.172775704,,6677.304762,14246,,,1
23031,2023-04-20 11:45:00,0,0,25,0,0.022824699,,3612.704007,14246,,,2
23031,2023-04-20 12:00:00,0,0,100,0,0.006988861,,0,14246,19.58670269,43.45857292,2
23031,2023-04-20 12:15:00,0,0,100,0,0.006139797,,0,14246,,,2
23031,2023-04-20 12:30:00,0,0,24.51095384,0,0.024017033,,3126.481381,14246,,,2
23031,2023-04-20 12:45:00,0,0,24.22986251,255.0356576,3.051934529,,6677.237999,14246,,,2
23031,2023-04-20 13:00:00,0,0,23.93446367,256.280307,3.193978536,,6675.01207,14246,19.93277054,44.53303115,2
23031,2023-04-20 13:15:00,0,0,24.20776392,254.0471566,3.039930777,,6674.690427,14246,,,2
23031,2023-04-20 13:30:00,0,0,23.47806725,258.4240923,3.207775368,,6674.159018,14246,,,2
23032,2023-04-20 08:15:00,0,0,27,0,0.001787562,,0,17825,,,1
23032,2023-04-20 08:30:00,0,0,31.24406506,0,0.01978766,,3503.458025,17825,,,1
23032,2023-04-20 08:45:00,0,0,30.7255125,0,0.067189254,,6692.985938,17825,,,1
23032,2023-04-20 09:00:00,0,0,31.15127779,498.1286519,3.199297213,,6682.660027,17825,20.33592201,40.79211834,1
23032,2023-04-20 09:15:00,0,0,30.76864251,495.0273814,3.212095234,,6682.856579,17825,,,1
23032,2023-04-20 09:30:00,0,0,30.45782778,493.9972347,3.183262464,,6678.3773,17825,,,1
23032,2023-04-20 09:45:00,0,0,31.09470222,490.1105216,3.200083759,,6679.967652,17825,,,1
23032,2023-04-20 10:00:00,0,0,30.44176283,487.8546377,3.204722341,,6679.301418,17825,19.97960713,41.87077994,1
23032,2023-04-20 10:15:00,0,0,30.10558959,483.7744,3.174638211,,6679.661849,17825,,,1
23032,2023-04-20 10:30:00,0,0,29.54344665,480.8758471,3.217116957,,6680.046458,17825,,,1
23032,2023-04-20 10:45:00,0,0,31.0462654,477.0080694,3.186940918,,6679.184335,17825,,,1
23032,2023-04-20 11:00:00,0,0,30.80304349,473.7187438,3.180070057,,6680.297431,17825,19.65849876,44.23936855,1
23032,2023-04-20 11:15:00,0,0,30.53457603,468.9270518,3.166923365,,6680.301181,17825,,,1
23032,2023-04-20 12:30:00,0,0,29,0,0.023929874,,5212.787323,17825,,,2
23032,2023-04-20 12:45:00,0,0,100,0,0.000922653,,0,17825,,,2
23032,2023-04-20 13:00:00,0,0,100,0,0.000638966,,0,17825,19.93277054,44.53303115,2
23032,2023-04-20 13:15:00,0,0,30.12976216,0,0.01916973,,2582.111535,17825,,,2
23032,2023-04-20 13:30:00,0,0,31.46977328,256.1528406,3.433483094,,6677.948466,17825,,,2
23032,2023-04-20 13:45:00,0,0,30.61665512,257.0862498,3.359997785,,6682.4357,17825,,,2
23033,2023-04-27 12:45:00,0,0,100,0,0.418200737,,0,14246,,,1
23033,2023-04-27 13:00:00,0,0,100,0,0.419328857,,0,14246,21.34311867,61.19571686,1
23033,2023-04-27 13:15:00,0,0,23.86457138,0,0.023206785,,0.014071319,14246,,,1
23033,2023-04-27 13:30:00,0,0,23.76688842,0,0.001472996,,6675.784382,14246,,,1
23033,2023-04-27 13:45:00,0,0,23.73003608,507.413572,3.199848056,,6678.372567,14246,,,1
23033,2023-04-27 14:00:00,0,0,25.63794855,507.1868396,3.205981151,,6677.017507,14246,21.61168289,60.9515686,1
23033,2023-04-27 14:15:00,0,0,25.38073733,500.8394903,3.161049339,,6676.499561,14246,,,1
23033,2023-04-27 14:30:00,0,0,23.70999074,495.9640284,3.217474449,,6674.103861,14246,,,1
23033,2023-04-27 14:45:00,0,0,23.83038176,495.715228,3.183215639,,6673.982778,14246,,,1
23033,2023-04-27 15:00:00,0,0,25.07450787,490.2803422,3.208923145,,6673.515584,14246,20.60903339,62.93987972,1
23033,2023-04-27 15:15:00,0,0,23.47905843,489.0935541,3.196502864,,6673.497493,14246,,,1
23033,2023-04-27 15:30:00,0,0,23.7589516,479.1589164,3.240130559,,6674.075021,14246,,,1
23033,2023-04-27 15:45:00,0,0,24.24237284,485.6558871,3.189605813,,6673.59841,14246,,,1
23033,2023-04-27 17:00:00,0,0,25,0,0.021426001,,3540.418612,14246,19.07254219,60.26018082,2
