LOTE,ORDEN_EN_EL_ENCADENADO,LOTE_PARENTAL,ID_BIOREACTOR,FECHA/HORA_INICIO,FECHA/HORA_FIN,VOLUMEN_DE_INOCULO_UTILIZADO,TURBIDEZ_INICIO_CULTIVO,TURBIDEZ_FIN_CULTIVO,VIABILIDAD_FINAL_CULTIVO,ID_CENTRIFUGA,CENTRIFUGACION_1_TURBIDEZ,CENTRIFUGACION_2_TURBIDEZ,PRODUCTO_1,PRODUCTO_2
23032,1,,14616,2023-04-18 07:30:00,2023-04-20 08:40:00,83.04,18.880000000000003,76.0,196000000.0,17825,29.44,,1865.36,6.56
23033,1,,14616,2023-04-25 12:30:00,2023-04-27 13:30:00,82.4,17.84,72.48,227200000.0,17825,29.12,16.0,1628.88,5.5200000000000005
23034,1,,14615,2023-04-25 12:30:00,2023-04-27 13:30:00,83.2,16.32,69.12,196800000.0,12912,24.0,16.0,1592.0,5.5200000000000005
23035,1,,14614,2023-04-25 07:45:00,2023-04-27 10:30:00,85.92000000000002,17.76,59.52000000000001,207200000.0,14246,25.200000000000003,15.12,1499.7600000000002,4.64
23036,1,,13170,2023-05-22 07:30:00,2023-05-24 09:35:00,82.0,16.400000000000002,65.92,142400000.0,14246,25.84,12.880000000000004,1403.44,4.24
23038,1,,14615,2023-05-23 08:00:00,2023-05-25 10:45:00,83.60000000000001,15.28,67.92,145600000.0,14246,23.040000000000003,13.52,1674.6400000000003,4.4
23039,1,,14616,2023-05-23 08:00:00,2023-05-25 10:15:00,80.4,17.84,67.2,122400000.0,17825,28.480000000000004,13.840000000000002,1487.44,3.6
23040,1,,13169,2023-05-30 12:00:00,2023-06-01 12:00:00,77.60000000000001,15.92,83.2,189866666.6666664,14246,27.44,,2129.92,8.16
23041,1,,14616,2023-05-30 07:20:00,2023-06-01 07:20:00,82.80000000000001,15.6,76.80000000000001,260000000.0,17825,23.28,21.36,1873.68,7.28
23042,1,,14614,2023-05-31 06:55:00,2023-06-02 09:20:00,79.2,15.28,68.96000000000001,209600000.0,17825,24.4,18.32,1609.7600000000002,6.4
23044,1,,14616,2023-06-06 09:20:00,2023-06-08 13:50:00,81.2,14.880000000000004,56.48,369600000.0,17825,23.200000000000003,11.6,1240.7040000000002,4.960000000000001
23043,1,,14615,2023-06-12 08:00:00,2023-06-14 10:30:00,84.0,16.240000000000002,64.96000000000001,188000000.0,14246,24.64,18.56,1427.9120000000005,4.48
23045,1,,13170,2023-06-12 08:00:00,2023-06-14 08:30:00,81.60000000000001,16.72,72.8,174400000.0,17825,27.84,15.68,1613.808,6.0
23046,1,,14614,2023-06-13 08:00:00,2023-06-15 09:15:00,82.80000000000001,14.080000000000002,69.67999999999999,178400000.0,14246,21.76,14.64,2060.992,8.72
23047,1,,14616,2023-06-13 08:00:00,2023-06-15 08:15:00,83.2,18.72,72.08,162133333.3333336,17825,26.64,19.28,1697.6008000000002,6.88
23048,1,,14615,2023-06-20 07:15:00,2023-06-22 08:45:00,81.60000000000001,16.0,67.04,165600000.0,14246,21.840000000000003,20.0,1393.072,5.6000000000000005
23049,1,,14616,2023-06-20 07:15:00,2023-06-22 08:45:00,82.4,14.96,68.8,163200000.0,17825,21.28,24.880000000000003,1766.4688,7.52
23050,1,,14614,2023-06-21 08:00:00,2023-06-23 08:00:00,83.2,16.16,75.28,129600000.0,17825,24.32,21.36,1755.072,6.800000000000001
23051,1,,13170,2023-06-21 08:00:00,2023-06-23 10:30:00,80.0,14.8,49.760000000000005,211200000.0,14246,22.08,13.76,1225.824,5.68
23053,1,,14616,2023-06-26 08:00:00,2023-06-28 07:30:00,,16.64,72.64,167733333.3333336,17825,24.480000000000004,14.56,1681.4240000000002,6.48
23054,1,,13170,2023-06-27 08:15:00,2023-06-29 08:15:00,,17.040000000000003,65.28,192800000.0,14246,24.16,28.880000000000003,1683.0560000000005,7.76
23055,1,,14615,2023-06-27 08:15:00,2023-06-29 08:15:00,,17.12,81.60000000000001,169066666.6666664,17825,26.64,23.840000000000003,1563.008,8.08
23056,1,,13170,2023-07-03 08:35:00,2023-07-05 08:30:00,84.0,18.72,81.60000000000001,205600000.0,14246,29.360000000000003,23.44,1699.68,6.88
23057,1,,14614,2023-07-03 08:35:00,2023-07-05 09:15:00,84.0,27.04,73.2,173600000.0,17825,27.12,21.200000000000003,1786.2400000000002,5.920000000000001
23060,1,,14615,2023-07-04 07:30:00,2023-07-06 08:30:00,82.4,15.04,71.76,140800000.0,14246,23.840000000000003,20.24,1688.2400000000002,7.120000000000001
23061,1,,14616,2023-07-04 07:30:00,2023-07-06 08:30:00,82.0,17.84,73.36,145600000.0,17825,25.760000000000005,20.96,1967.84,7.28
23063,1,,14615,2023-07-10 07:35:00,2023-07-12 11:35:00,83.2,17.6,68.32000000000001,113600000.0,14246,25.52,15.76,1790.16,5.920000000000001
23064,1,,13170,2023-07-11 07:50:00,2023-07-13 07:55:00,80.80000000000001,16.48,81.60000000000001,118400000.0,14246,27.12,26.56,1821.76,7.440000000000001
23065,1,,14616,2023-07-11 07:50:00,2023-07-13 09:25:00,81.2,18.880000000000003,74.88,150400000.0,17825,27.680000000000003,20.24,1977.52,6.640000000000001
23067,1,,14615,2023-07-17 07:30:00,2023-07-19 09:45:00,84.0,18.08,60.720000000000006,153600000.0,14246,23.6,16.880000000000003,1793.12,5.84
23068,1,,13170,2023-07-18 08:05:00,2023-07-20 07:55:00,82.0,16.400000000000002,72.96000000000001,158400000.0,14246,24.16,22.56,1743.28,6.96
23069,1,,14616,2023-07-18 07:30:00,2023-07-20 08:00:00,82.0,17.040000000000003,63.6,153600000.0,17825,23.680000000000003,18.4,1548.88,5.6000000000000005
23070,1,,14615,2023-07-24 08:40:00,2023-07-26 08:40:00,80.0,17.52,62.720000000000006,91200000.0,14246,25.680000000000003,15.44,1853.28,5.44
23071,1,,13170,2023-07-25 07:00:00,2023-07-27 07:50:00,82.0,18.0,77.2,173600000.0,14246,28.160000000000004,26.8,2162.48,7.6
23072,1,,14616,2023-07-25 07:00:00,2023-07-27 08:00:00,80.80000000000001,16.64,69.04,138400000.0,17825,24.4,22.72,1832.96,6.08
23073,1,,13169,2023-07-31 09:15:00,2023-08-02 10:00:00,82.4,17.76,71.52000000000001,160000000.0,14246,30.160000000000004,26.4,1756.56,6.56
23075,1,,14616,2023-07-31 09:15:00,2023-08-02 10:15:00,82.80000000000001,17.84,70.64,148800000.0,17825,30.8,20.56,1985.4400000000005,6.48
23076,1,,13170,2023-08-01 07:00:00,2023-08-03 07:25:00,84.16000000000001,17.919999999999998,77.2,176000000.0,17825,30.880000000000003,26.4,1670.464,8.08
23077,1,,13170,2023-09-04 12:00:00,2023-09-06 12:00:00,78.4,26.24,70.96000000000001,157600000.0,14246,30.0,20.72,2151.536,9.12
23078,1,,14614,2023-09-04 08:00:00,2023-09-06 09:30:00,80.0,18.0,73.2,147200000.0,17825,31.760000000000005,20.8,1470.5280000000002,5.2
23079,1,,14615,2023-09-05 08:30:00,2023-09-07 09:00:00,82.0,18.64,84.80000000000001,145600000.0,14246,31.760000000000005,31.680000000000003,2045.864,7.120000000000001
23080,1,,14616,2023-09-05 08:30:00,2023-09-07 08:30:00,80.80000000000001,18.8,83.2,129600000.0,17825,22.64,22.8,1758.168,7.840000000000001
23081,1,,14615,2023-09-13 07:15:00,2023-09-15 10:00:00,82.80000000000001,18.24,49.36000000000001,104000000.0,17825,28.960000000000004,15.36,1262.928,3.44
23082,1,,14616,2023-09-13 07:15:00,2023-09-15 13:00:00,82.0,16.32,67.67999999999999,155200000.0,14246,30.160000000000004,21.12,1821.016,6.16
23083,1,,14617,2023-09-12 08:00:00,2023-09-14 08:25:00,82.80000000000001,16.96,54.16,70400000.0,17825,142.4,156.96,1640.6080000000002,5.5200000000000005
23084,1,,13169,2023-09-12 08:00:00,2023-09-14 10:00:00,81.60000000000001,17.44,83.2,140000000.0,14246,168.8,151.76,2132.976,7.840000000000001
23085,1,,13170,2023-09-25 08:15:00,2023-09-27 09:45:00,84.0,16.32,64.8,158400000.0,14246,28.72,17.680000000000003,1662.92,4.48
23086,1,,14614,2023-09-25 08:15:00,2023-09-27 10:20:00,83.2,16.16,64.24,124000000.0,17825,30.4,22.24,1533.04,4.16
23087,1,,14617,2023-09-26 09:30:00,2023-09-28 10:30:00,81.2,18.32,70.56,131200000.0,14246,36.64,44.0,1096.584,4.64
23088,1,,14616,2023-09-26 09:30:00,2023-09-28 11:15:00,80.80000000000001,18.96,77.84,158400000.0,17825,31.680000000000003,21.680000000000003,2150.576,6.08
23089,1,,13169,2023-10-02 08:30:00,2023-10-04 08:30:00,82.4,18.32,63.04,145600000.0,17825,30.4,17.84,1710.4080000000004,5.44
23090,1,,14614,2023-10-02 08:30:00,2023-10-04 10:00:00,81.60000000000001,17.680000000000003,60.08,140800000.0,12912,26.960000000000004,13.2,1264.96,5.36
23091,1,,14615,2023-10-03 08:30:00,2023-10-05 09:30:00,82.0,14.56,65.12,126400000.0,14246,24.64,31.92,1491.48,5.5200000000000005
23092,1,,14616,2023-10-03 08:30:00,2023-10-05 10:45:00,82.0,18.56,74.4,161600000.0,17825,26.32,27.12,1439.848,8.24
23093,2,23085,13170,2023-09-27 13:00:00,2023-09-29 13:00:00,80.0,21.840000000000003,71.36,182000000.0,14246,28.8,20.0,1792.072,6.4
23094,1,,14614,2023-10-09 13:15:00,2023-10-11 13:00:00,81.2,18.08,42.8,100000000.0,17825,22.4,10.08,1373.296,4.800000000000001
23095,1,,13169,2023-10-09 13:15:00,2023-10-11 13:00:00,81.2,13.36,44.32,119200000.0,12912,21.52,10.4,988.096,5.36
23096,1,,14617,2023-10-17 09:00:00,2023-10-19 11:30:00,80.80000000000001,15.12,64.64,117600000.0,14246,25.28,18.64,1446.7120000000002,5.84
23097,1,,14616,2023-10-17 09:00:00,2023-10-19 09:30:00,81.60000000000001,18.72,68.72000000000001,119200000.0,12912,28.08,20.56,1831.848,5.760000000000001
23098,1,,14615,2023-10-17 09:00:00,2023-10-19 09:30:00,80.80000000000001,16.56,81.04,101600000.0,17825,30.160000000000004,15.36,1470.24,7.440000000000001
23099,1,,13169,2023-10-23 10:00:00,2023-10-25 09:00:00,82.4,21.76,73.36,115200000.0,12912,33.6,22.24,1310.3360000000002,5.920000000000001
23100,1,,14614,2023-10-23 10:00:00,2023-10-25 10:00:00,82.0,22.0,74.48,144000000.0,17825,33.44,17.84,1268.1280000000002,4.960000000000001
23101,1,,14615,2023-10-24 07:00:00,2023-10-26 08:30:00,80.4,17.84,68.88,188000000.0,14246,27.84,19.840000000000003,1332.296,7.440000000000001
23102,1,,14616,2023-10-24 07:00:00,2023-10-26 08:00:00,81.2,19.36,79.36000000000001,200000000.0,17825,30.960000000000004,19.52,1236.7040000000002,6.16
23103,1,,14616,2023-10-31 10:00:00,2023-11-02 09:45:00,80.4,17.040000000000003,76.08,180000000.0,14246,30.4,27.360000000000003,1668.96,6.16
23104,1,,14615,2023-10-31 09:15:00,2023-11-02 09:45:00,80.0,16.400000000000002,81.60000000000001,180800000.0,12912,28.72,23.680000000000003,2112.984,6.96
23105,1,,14614,2023-10-31 10:00:00,2023-11-02 10:00:00,82.4,14.880000000000004,84.0,156800000.0,17825,30.480000000000004,27.84,1855.352,8.64
23106,2,23099,13169,2023-10-25 12:30:00,2023-10-27 09:30:00,,20.8,70.24,184000000.0,14246,27.680000000000003,26.32,1351.592,6.720000000000001
23107,2,23100,14614,2023-10-25 13:30:00,2023-10-27 11:30:00,,23.200000000000003,71.28,163200000.0,17825,30.880000000000003,23.92,1965.896,7.76
23108,1,,13170,2023-11-06 09:00:00,2023-11-08 09:20:00,83.2,19.44,75.60000000000001,196000000.0,12912,32.0,20.8,1784.736,5.28
23109,1,,14616,2023-11-06 09:00:00,2023-11-08 08:20:00,83.2,18.48,78.48,202400000.0,14246,34.480000000000004,27.6,969.888,3.76
23110,1,,14614,2023-11-07 11:30:00,2023-11-09 10:00:00,81.60000000000001,17.680000000000003,80.08,195200000.0,17825,31.200000000000003,22.56,1957.144,6.720000000000001
23111,1,,14615,2023-11-07 11:30:00,2023-11-09 09:30:00,81.60000000000001,17.6,74.24,195200000.0,12912,28.56,24.480000000000004,1924.0,6.56
23112,1,,14615,2023-11-13 08:50:00,2023-11-15 08:25:00,81.60000000000001,18.0,75.76,180000000.0,17825,28.56,16.400000000000002,1707.616,5.28
23113,1,,14616,2023-11-13 08:50:00,2023-11-15 09:20:00,81.60000000000001,17.6,78.4,192000000.0,12912,28.72,19.12,1704.2560000000003,6.4
23114,1,,14614,2023-11-14 07:00:00,2023-11-16 07:55:00,81.60000000000001,15.28,78.56,127200000.0,12912,32.4,28.64,1325.28,4.88
23115,2,23108,13170,2023-11-08 13:00:00,2023-11-10 10:00:00,80.0,20.56,80.0,167200000.0,12912,29.6,29.52,1655.4,8.0
23116,2,23109,14616,2023-11-08 12:00:00,2023-11-10 09:00:00,80.0,20.16,76.64,185600000.0,17825,24.08,24.24,1673.5208,7.8288
23117,1,,13169,2023-11-14 07:00:00,2023-11-16 07:50:00,82.0,17.12,90.4,184800000.0,14246,26.0,49.04,1935.336,8.72
23118,1,,13169,2023-11-20 08:20:00,2023-11-22 08:40:00,83.2,16.64,75.2,240000000.0,14246,29.84,54.8,1198.16,4.800000000000001
23119,1,,13170,2023-11-20 08:20:00,2023-11-22 08:00:00,82.4,19.52,73.52000000000001,184000000.0,12912,31.44,16.880000000000003,2059.84,5.28
23120,1,,14614,2023-11-21 07:40:00,2023-11-23 08:20:00,80.0,19.36,85.60000000000001,168000000.0,17825,32.080000000000005,21.36,2338.56,5.44
23121,1,,14615,2023-11-21 07:40:00,2023-11-23 08:15:00,80.0,12.56,83.2,224000000.0,14246,27.44,44.400000000000006,1672.96,7.52
23122,2,23112,14615,2023-11-15 12:15:00,2023-11-17 09:25:00,80.0,19.44,82.4,199200000.0,17825,29.44,24.08,1978.16,8.48
23123,2,23113,14616,2023-11-15 12:55:00,2023-11-17 09:15:00,80.0,17.44,81.60000000000001,195200000.0,12912,26.160000000000004,22.96,2117.76,8.4
23124,1,,14615,2023-11-27 07:30:00,2023-11-29 08:41:00,83.2,17.6,73.28,218400000.0,14246,28.64,29.28,1517.92,4.48
23125,1,,14616,2023-11-27 07:30:00,2023-11-29 08:45:00,84.0,19.52,73.60000000000001,178400000.0,17825,32.080000000000005,20.32,1688.08,4.800000000000001
23126,1,,13170,2023-11-28 07:00:00,2023-11-30 07:50:00,80.80000000000001,15.28,79.12,188800000.0,17825,32.4,34.480000000000004,2395.36,7.6
23127,1,,14614,2023-11-28 07:00:00,2023-11-30 07:55:00,80.4,14.480000000000002,78.0,198400000.0,12912,28.56,29.6,2155.76,7.040000000000001
23129,2,23119,13170,2023-11-22 11:45:00,2023-11-24 08:30:00,80.0,30.32,75.36,232000000.0,12912,30.4,20.880000000000003,1902.96,6.24
23130,2,23118,13169,2023-11-22 13:00:00,2023-11-24 08:45:00,80.0,30.32,74.08,214400000.0,14246,31.28,38.400000000000006,1116.64,5.2
23131,1,,13169,2023-12-04 07:00:00,2023-12-06 07:40:00,83.2,18.16,73.52000000000001,203200000.0,17825,40.9,19.52,1778.2400000000002,6.88
23132,1,,13170,2023-12-04 07:00:00,2023-12-06 07:40:00,88.0,17.84,82.4,207200000.0,12912,31.6,21.36,2107.68,5.760000000000001
23133,1,,14614,2023-12-04 07:00:00,2023-12-06 07:45:00,85.2,15.76,79.84,209600000.0,14246,27.44,36.48,1899.6,6.96
23134,2,23124,14615,2023-11-29 12:35:00,2023-12-01 09:45:00,80.0,19.040000000000003,78.08,174400000.0,14246,28.08,37.84,1517.92,5.760000000000001
23135,2,23125,14616,2023-11-29 12:55:00,2023-12-01 10:00:00,80.0,19.92,77.84,164000000.0,17825,32.160000000000004,11.44,1937.68,6.720000000000001
23136,1,,13170,2023-12-18 08:40:00,2023-12-20 08:30:00,83.2,16.48,71.2,172800000.0,12912,27.360000000000003,17.76,1460.4,4.960000000000001
23137,1,,14614,2023-12-18 13:55:00,2023-12-20 10:15:00,81.60000000000001,16.16,56.96000000000001,280000000.0,14246,26.880000000000003,20.16,526.4,4.24
23138,1,,14615,2023-12-19 06:50:00,2023-12-21 10:20:00,80.0,16.16,69.04,185600000.0,12912,26.0,19.200000000000003,1468.88,4.88
23139,1,,14616,2023-12-19 13:15:00,2023-12-21 09:30:00,80.0,15.92,74.08,163200000.0,17825,26.72,20.0,1468.88,6.16
24004,1,,14615,2024-01-16 11:30:00,2024-01-18 09:15:00,84.0,18.32,70.16000000000001,168800000.0,14246,28.72,19.52,1385.6,4.24
24003,1,,14614,2024-01-17 09:05:00,2024-01-19 08:40:00,82.4,15.52,74.4,185600000.0,17825,33.2,28.32,1275.8,4.16
24005,1,,14616,2024-01-20 08:15:00,2024-01-22 08:00:00,82.4,16.64,84.0,200000000.0,17825,29.52,22.880000000000003,1419.68,4.88
24007,1,,14617,2024-01-20 08:25:00,2024-01-22 08:00:00,80.0,16.080000000000002,85.60000000000001,164800000.0,12912,28.8,23.36,1640.4,6.16
24008,1,,14615,2024-01-20 08:25:00,2024-01-22 08:00:00,82.4,17.12,84.0,172800000.0,14246,29.44,20.8,1575.44,5.44
24011,1,,13189,2024-01-22 08:00:00,2024-01-24 08:20:00,80.0,18.32,72.48,160800000.0,12912,26.56,,1571.28,6.640000000000001
24016,2,,14616,2024-01-22 11:20:00,2024-01-24 09:00:00,80.0,21.44,89.60000000000001,157600000.0,17825,34.0,,1671.84,8.16
24017,2,,14617,2024-01-22 11:00:00,2024-01-24 08:15:00,80.0,19.840000000000003,83.2,160000000.0,14246,28.56,24.32,1806.96,8.0
24009,1,,14614,2024-01-23 06:45:00,2024-01-25 08:30:00,80.0,15.12,74.16000000000001,170400000.0,14246,26.960000000000004,20.0,1479.5200000000002,7.52
24012,1,,13170,2024-01-23 06:45:00,2024-01-25 08:15:00,80.0,17.52,87.2,180800000.0,12912,31.760000000000005,25.12,1807.52,7.6
24010,1,,13169,2024-01-27 07:10:00,2024-01-29 08:30:00,80.0,19.52,84.0,148800000.0,17825,33.44,27.52,1297.04,8.0
24020,1,,13170,2024-01-27 07:10:00,2024-01-29 08:15:00,80.0,18.0,84.80000000000001,139200000.0,12912,29.52,20.16,2004.0,7.920000000000001
24022,2,24010,13169,2024-01-29 12:30:00,2024-01-31 08:30:00,80.0,18.8,84.0,156000000.0,17825,30.72,23.680000000000003,1816.16,9.2
24023,2,24020,13170,2024-01-29 11:15:00,2024-01-31 08:00:00,80.0,18.32,84.0,159200000.0,12912,27.84,24.880000000000003,1816.2,8.959999999999999
24019,1,,14617,2024-02-03 07:00:00,2024-02-05 08:15:00,80.0,16.64,75.04,182400000.0,17825,30.08,18.72,1574.7200000000005,5.68
24021,1,,13169,2024-02-03 07:00:00,2024-02-05 09:15:00,80.0,15.6,71.60000000000001,164000000.0,12912,27.84,15.92,1493.7600000000002,6.56
24025,2,24021,13169,2024-02-05 12:25:00,2024-02-07 10:00:00,80.0,20.24,80.80000000000001,150400000.0,12912,30.32,20.08,1750.48,7.040000000000001
24014,1,,14615,2024-02-10 07:20:00,2024-02-12 10:15:00,83.60000000000001,14.56,70.0,153600000.0,12912,26.56,17.76,1590.7200000000005,5.04
24015,3,,14616,2024-02-07 10:30:00,2024-02-09 09:10:00,80.0,20.8,73.76,164000000.0,12912,32.4,20.8,1621.36,4.48
24027,1,,13170,2024-02-10 07:20:00,2024-02-12 10:55:00,83.60000000000001,18.72,72.88,156800000.0,14246,31.200000000000003,16.240000000000002,1663.2,5.120000000000001
24028,2,24027,13170,2024-02-12 14:45:00,2024-02-14 11:45:00,80.0,19.680000000000003,80.80000000000001,164000000.0,14246,29.680000000000003,26.72,1935.28,8.08
24031,1,,13169,2024-02-17 08:00:00,2024-02-19 07:45:00,80.0,14.8,87.2,195200000.0,14246,29.84,26.08,1812.48,6.88
24037,2,24031,13169,2024-02-19 11:20:00,2024-02-21 07:00:00,80.0,17.919999999999998,90.4,183200000.0,14246,28.160000000000004,24.0,1584.16,6.88
24038,3,24037,13169,2024-02-21 10:55:00,2024-02-23 07:15:00,80.0,19.6,85.60000000000001,212000000.0,14246,29.6,28.960000000000004,1324.5600000000002,6.24
24035,1,,14614,2024-03-02 07:30:00,2024-03-04 09:00:00,80.0,16.72,61.44,146400000.0,12912,28.24,13.68,970.8,3.04
24036,1,,14617,2024-03-02 07:30:00,2024-03-04 09:00:00,80.0,14.4,61.2,148800000.0,14246,24.880000000000003,13.52,1194.48,4.08
24040,2,24036,14617,2024-03-04 13:00:00,2024-03-06 12:00:00,80.0,44.400000000000006,74.24,95200000.0,14246,27.84,19.36,1218.3200000000002,5.28
24041,1,,13169,2024-03-09 08:10:00,2024-03-11 09:20:00,80.0,18.64,77.60000000000001,144800000.0,12912,30.960000000000004,20.72,1101.04,4.720000000000001
24042,1,,14615,2024-03-09 08:10:00,2024-03-11 09:10:00,80.0,19.040000000000003,68.4,157600000.0,14246,30.08,14.480000000000002,1151.44,4.32
24046,2,24041,13169,2024-03-11 13:10:00,2024-03-13 10:50:00,80.0,19.92,88.0,156800000.0,12912,32.72,28.32,1783.84,7.840000000000001
24043,1,,14614,2024-03-12 07:25:00,2024-03-14 08:25:00,80.0,19.44,69.67999999999999,132800000.0,14246,30.32,16.16,1254.5600000000002,4.720000000000001
24045,1,,14616,2024-03-12 07:25:00,2024-03-14 09:15:00,80.0,17.52,72.48,139200000.0,12912,27.84,17.76,1573.5200000000002,5.760000000000001
24044,1,,13170,2024-03-16 09:20:00,2024-03-18 08:01:00,83.60000000000001,19.28,77.52000000000001,160800000.0,14246,30.72,20.680000000000003,1528.7200000000005,5.44
24047,2,24044,13170,2024-03-18 13:00:00,2024-03-20 07:00:00,80.0,18.24,86.4,223200000.0,14246,28.160000000000004,26.760000000000005,1794.3200000000002,6.640000000000001
24049,1,,14617,2024-03-16 09:22:00,2024-03-18 08:23:00,83.60000000000001,18.880000000000003,72.64,164800000.0,12912,30.56,17.0,1342.8000000000002,4.88
24050,1,,14614,2024-03-23 08:57:00,2024-03-25 08:28:00,84.16000000000001,17.76,67.60000000000001,152000000.0,6379,29.44,26.64,1422.8000000000002,3.68
24051,1,,13169,2024-03-23 08:57:00,2024-03-25 08:33:00,84.16000000000001,17.76,80.80000000000001,160800000.0,12912,33.44,19.32,1486.5600000000002,5.5200000000000005
24052,2,24050,14614,2024-03-25 13:28:00,2024-03-27 08:51:00,86.4,17.28,69.04,148000000.0,14246,23.680000000000003,18.2,1857.28,6.0
24053,2,24051,13169,2024-03-25 12:27:00,2024-03-27 08:27:00,87.2,16.72,79.36000000000001,148000000.0,12912,26.56,19.16,1784.08,7.2
