LOTE,ID_BIOREACTOR,FECHA/HORA_INICIO,FECHA/HORA_FIN,VOLUMEN_DE_CULTIVO,TURBIDEZ_INICIO_CULTIVO,TURBIDEZ_FINAL_CULTIVO,VIABILIDAD_FINAL_CULTIVO
23066,13171,2023-07-23 08:30:00,2023-07-24 08:40:00,164.0,14.240000000000002,26.32,86400000.0
23070,13171,2023-07-23 08:30:00,2023-07-24 08:40:00,164.0,14.240000000000002,26.32,86400000.0
23071,14618,2023-07-24 07:00:00,2023-07-25 07:00:00,167.76,12.72,25.52,76800000.0
23072,14618,2023-07-24 07:00:00,2023-07-25 07:00:00,167.76,12.72,25.52,76800000.0
23073,13171,2023-07-30 07:10:00,2023-07-31 09:15:00,168.0,15.36,29.84,111200000.0
23074,13172,2023-07-31 07:15:00,2023-08-01 07:30:00,84.16000000000001,17.84,29.200000000000003,83200000.0
23075,13171,2023-07-30 07:10:00,2023-07-31 09:15:00,168.0,15.36,29.84,111200000.0
23076,14618,2023-07-31 07:00:00,2023-08-01 07:00:00,84.16000000000001,14.16,25.36,92000000.0
23077,13171,2023-09-03 07:45:00,2023-09-04 12:00:00,160.16,18.24,26.56,83200000.0
23078,13171,2023-09-03 07:45:00,2023-09-04 08:00:00,160.16,18.24,26.56,83200000.0
23079,13172,2023-09-04 07:45:00,2023-09-05 08:00:00,164.0,14.56,28.160000000000004,92800000.0
23080,13172,2023-09-04 07:45:00,2023-09-05 08:00:00,164.0,14.56,28.160000000000004,92800000.0
23081,13171,2023-09-11 08:00:00,2023-09-12 08:00:00,166.4,14.64,24.480000000000004,79840000.0
23082,13171,2023-09-11 08:00:00,2023-09-12 08:00:00,166.4,14.64,24.480000000000004,79840000.0
23083,13172,2023-09-12 07:45:00,2023-09-13 07:15:00,167.20000000000002,14.72,28.4,91200000.0
23084,13172,2023-09-12 07:45:00,2023-09-13 07:15:00,167.20000000000002,14.72,28.4,91200000.0
23085,13171,2023-09-24 08:15:00,2023-09-25 08:15:00,160.0,15.44,29.44,100000000.0
23086,13171,2023-09-24 08:15:00,2023-09-25 08:15:00,160.0,15.44,29.44,100000000.0
23087,14618,2023-09-25 07:30:00,2023-09-26 09:30:00,160.0,15.04,27.44,82480000.0
23088,14618,2023-09-25 07:30:00,2023-09-26 09:30:00,160.0,15.04,27.44,82480000.0
23089,14618,2023-10-01 08:30:00,2023-10-02 08:30:00,160.0,16.8,26.56,86400000.0
23090,14618,2023-10-01 08:30:00,2023-10-02 08:30:00,160.0,16.8,26.56,86400000.0
23091,13172,2023-10-02 07:30:00,2023-10-03 08:30:00,160.0,15.44,25.6,96000000.0
23092,13172,2023-10-02 07:30:00,2023-10-03 08:30:00,160.0,15.44,25.6,96000000.0
23094,13172,2023-10-08 08:00:00,2023-10-09 13:15:00,160.0,21.52,23.36,94400000.0
23095,13172,2023-10-08 08:00:00,2023-10-09 13:15:00,160.0,21.52,23.36,94400000.0
23096,13172,2023-10-16 07:30:00,2023-10-17 09:00:00,160.0,16.64,28.480000000000004,91200000.0
23097,14618,2023-10-16 07:30:00,2023-10-17 09:00:00,80.0,17.28,30.8,89600000.0
23098,13172,2023-10-16 07:30:00,2023-10-17 09:00:00,160.0,16.64,28.480000000000004,91200000.0
23099,13172,2023-10-22 09:30:00,2023-10-23 10:00:00,160.0,16.8,30.0,81600000.0
23100,13172,2023-10-22 09:30:00,2023-10-23 10:00:00,160.0,16.8,30.0,81600000.0
23101,14618,2023-10-23 07:20:00,2023-10-24 07:00:00,160.0,14.96,23.28,82400000.0
23102,14618,2023-10-23 07:20:00,2023-10-24 07:00:00,160.0,14.96,23.28,82400000.0
23103,14618,2023-10-30 09:00:00,2023-10-31 10:00:00,160.0,15.12,23.52,83200000.0
23104,13172,2023-10-30 09:45:00,2023-10-31 09:15:00,80.0,16.16,27.760000000000005,90400000.0
23105,14618,2023-10-30 09:00:00,2023-10-31 10:00:00,160.0,15.12,23.52,83200000.0
23108,14618,2023-11-05 09:45:00,2023-11-06 09:00:00,160.0,16.64,28.880000000000003,99200000.0
23109,14618,2023-11-05 09:45:00,2023-11-06 09:00:00,160.0,16.64,28.880000000000003,99200000.0
23110,13171,2023-11-06 12:03:00,2023-11-07 11:30:00,160.0,16.16,25.760000000000005,84000000.0
23111,13171,2023-11-06 12:03:00,2023-11-07 11:30:00,160.0,16.16,25.760000000000005,84000000.0
23112,14618,2023-11-12 09:10:00,2023-11-13 08:50:00,160.0,16.48,27.6,97600000.0
23113,14618,2023-11-12 09:10:00,2023-11-13 08:50:00,160.0,16.48,27.6,97600000.0
23462,13171,2023-11-13 07:25:00,2023-11-14 07:20:00,80.0,12.96,25.52,142400000.0
23114,13172,2023-11-13 07:25:00,2023-11-14 07:00:00,160.0,14.880000000000004,26.24,104000000.0
23117,13172,2023-11-13 07:25:00,2023-11-14 07:00:00,160.0,14.880000000000004,26.24,104000000.0
23118,13171,2023-11-19 07:30:00,2023-11-20 08:20:00,160.0,16.880000000000003,26.56,104000000.0
23119,13171,2023-11-19 07:30:00,2023-11-20 08:20:00,160.0,16.880000000000003,26.56,104000000.0
23120,13172,2023-11-20 07:45:00,2023-11-21 07:30:00,80.0,16.240000000000002,26.8,104800000.0
23121,14618,2023-11-20 07:50:00,2023-11-21 07:30:00,80.0,11.2,24.4,143200000.0
23124,13171,2023-11-26 07:35:00,2023-11-27 07:30:00,83.2,15.92,25.52,88800000.0
23125,13171,2023-11-26 07:35:00,2023-11-27 07:30:00,84.0,15.92,25.52,88800000.0
23126,14618,2023-11-27 07:15:00,2023-11-28 07:00:00,80.80000000000001,14.0,28.480000000000004,134400000.0
23127,14618,2023-11-27 07:15:00,2023-11-28 07:00:00,80.4,14.0,28.480000000000004,134400000.0
23131,13171,2023-12-03 06:55:00,2023-12-04 07:00:00,84.0,15.44,22.32,144800000.0
23132,14618,2023-12-03 07:00:00,2023-12-04 07:00:00,176.0,15.6,24.96,101600000.0
23133,14618,2023-12-03 07:00:00,2023-12-04 07:00:00,176.0,15.6,24.96,101600000.0
23136,13171,2023-12-17 07:45:00,2023-12-18 08:40:00,166.4,15.68,32.64,122400000.0
23137,13171,2023-12-17 07:45:00,2023-12-18 13:55:00,166.4,15.68,26.56,167200000.0
23138,13172,2023-12-18 07:55:00,2023-12-19 06:50:00,160.0,12.880000000000004,18.08,252000000.0
23139,13172,2023-12-18 07:55:00,2023-12-19 13:15:00,160.0,12.880000000000004,21.840000000000003,56800000.0
24004,13172,2024-01-15 07:30:00,2024-01-16 11:30:00,168.0,14.480000000000002,24.480000000000004,79120000.0
24002,14618,2024-01-16 09:00:00,2024-01-17 09:05:00,168.0,13.68,19.36,88800000.0
24003,14618,2024-01-16 09:00:00,2024-01-17 09:05:00,168.0,13.68,19.36,88800000.0
24005,14618,2024-01-19 07:15:00,2024-01-20 08:15:00,82.64,15.28,30.480000000000004,79760000.0
24007,13171,2024-01-19 07:30:00,2024-01-20 08:25:00,167.12,14.4,32.88,79440000.0
24008,13171,2024-01-19 07:30:00,2024-01-20 08:25:00,167.12,14.4,32.88,79440000.0
24009,13172,2024-01-22 07:30:00,2024-01-23 06:45:00,160.0,14.4,23.680000000000003,91200000.0
24010,13171,2024-01-26 07:00:00,2024-01-27 07:10:00,160.0,15.52,30.64,95200000.0
24012,13172,2024-01-22 07:30:00,2024-01-23 06:45:00,160.0,14.4,23.680000000000003,91200000.0
24020,13171,2024-01-26 07:00:00,2024-01-27 07:10:00,160.0,15.52,30.64,95200000.0
24019,13171,2024-02-02 07:20:00,2024-02-03 07:00:00,80.0,14.32,26.480000000000004,127000000.0
24020,13171,2024-01-26 07:00:00,2024-01-27 07:10:00,160.0,15.52,30.64,95200000.0
24021,14618,2024-02-02 07:10:00,2024-02-03 08:30:00,80.0,15.52,26.480000000000004,101600000.0
24014,13171,2024-02-09 07:35:00,2024-02-10 07:25:00,160.0,12.16,17.680000000000003,37040000.0
24027,13171,2024-02-09 07:35:00,2024-02-10 07:25:00,160.0,12.16,17.680000000000003,37040000.0
24031,13171,2024-02-16 07:30:00,2024-02-17 08:00:00,82.4,15.04,28.960000000000004,66640000.0
24035,13171,2024-03-01 07:00:00,2024-03-02 07:30:00,168.4,14.080000000000002,20.880000000000003,88000000.0
24036,13171,2024-03-01 07:00:00,2024-03-02 07:30:00,168.4,14.080000000000002,20.880000000000003,88000000.0
24041,13171,2024-03-08 07:20:00,2024-03-09 08:10:00,163.20000000000002,13.28,24.64,134400000.0
24042,13171,2024-03-08 07:20:00,2024-03-09 08:10:00,163.20000000000002,13.28,24.64,134400000.0
24043,13172,2024-03-11 07:15:00,2024-03-12 07:25:00,165.60000000000002,13.840000000000002,23.200000000000003,109600000.0
24045,13172,2024-03-11 07:15:00,2024-03-12 07:25:00,165.60000000000002,13.840000000000002,23.200000000000003,109600000.0
24044,13171,2024-03-15 07:20:00,2024-03-16 09:00:00,167.20000000000002,14.8,25.28,104800000.0
24049,13171,2024-03-15 07:20:00,2024-03-16 09:00:00,167.20000000000002,14.8,25.28,104800000.0
24050,14618,2024-03-22 07:24:00,2024-03-23 08:28:00,168.32000000000002,14.72,25.92,102400000.0
24051,14618,2024-03-22 07:24:00,2024-03-23 08:28:00,168.32000000000002,14.72,25.92,102400000.0
24055,13172,2024-04-12 07:14:00,2024-04-13 08:05:00,168.048,13.52,25.6,159200000.0
24056,13172,2024-04-12 07:14:00,2024-04-13 08:05:00,168.048,13.52,25.6,159200000.0
24054,14618,2024-04-15 07:17:00,2024-04-16 07:48:00,168.0,13.28,24.16,121600000.0
24057,14618,2024-04-15 07:17:00,2024-04-16 07:48:00,168.0,13.28,24.16,121600000.0
24060,13171,2024-04-19 07:46:00,2024-04-20 08:35:00,168.0,14.880000000000004,26.56,125600000.0
24061,13171,2024-04-19 07:46:00,2024-04-20 08:35:00,168.0,14.880000000000004,26.56,125600000.0
24063,13172,2024-04-22 07:19:00,2024-04-23 10:05:00,164.88,14.16,20.8,72640000.0
24064,13172,2024-04-22 07:19:00,2024-04-23 10:05:00,164.88,14.16,20.8,72640000.0
24067,13171,2024-04-26 07:17:00,2024-04-27 10:22:00,168.16,16.96,26.4,120000000.0
24070,13171,2024-04-26 07:17:00,2024-04-27 10:22:00,168.16,16.96,26.4,120000000.0
24071,14618,2024-04-29 07:45:00,2024-04-30 09:30:00,80.4,17.84,27.360000000000003,84000000.0
24072,13172,2024-05-13 08:16:00,2024-05-14 08:33:00,84.0,13.04,24.32,144800000.0
24073,13171,2024-05-13 07:54:00,2024-05-14 08:31:00,167.60000000000002,13.840000000000002,24.32,142400000.0
24074,14618,2024-05-17 07:15:00,2024-05-18 08:08:00,168.032,14.080000000000002,23.680000000000003,129600000.0
24075,13171,2024-05-13 07:54:00,2024-05-14 08:31:00,167.60000000000002,13.840000000000002,24.32,142400000.0
24076,14618,2024-05-17 07:15:00,2024-05-18 08:08:00,168.032,14.080000000000002,23.680000000000003,129600000.0
24077,13172,2024-05-20 07:14:00,2024-05-21 07:01:00,166.88,16.240000000000002,26.480000000000004,122400000.0
24078,13172,2024-05-20 07:14:00,2024-05-21 07:01:00,166.88,16.240000000000002,26.480000000000004,122400000.0
24081,13172,2024-05-27 08:05:00,2024-05-28 07:54:00,161.20000000000002,16.240000000000002,25.52,122400000.0
24083,13171,2024-05-24 07:26:00,2024-05-25 08:55:00,166.24,14.080000000000002,26.32,124800000.0
24084,13171,2024-05-24 07:26:00,2024-05-25 08:55:00,166.24,14.080000000000002,26.32,124800000.0
24085,13172,2024-05-27 08:05:00,2024-05-28 07:54:00,161.20000000000002,16.240000000000002,25.52,122400000.0
24088,13171,2024-05-31 07:46:00,2024-06-01 07:56:00,166.8,16.0,25.52,129600000.0
24089,13171,2024-05-31 07:46:00,2024-06-01 07:56:00,166.8,16.0,25.52,129600000.0
24091,13172,2024-06-03 07:03:00,2024-06-04 07:03:00,166.8,17.2,25.6,104000000.0
24092,13172,2024-06-03 07:03:00,2024-06-04 07:03:00,166.8,17.2,25.6,104000000.0
24095,13171,2024-06-10 07:09:00,2024-06-11 07:34:00,168.24,12.08,21.44,83200000.0
24097,13171,2024-06-10 07:09:00,2024-06-11 07:34:00,168.24,12.08,21.44,83200000.0
24098,14618,2024-06-14 08:00:00,2024-06-15 11:04:00,86.536,17.44,29.6,54240000.0
24101,13171,2024-06-28 07:16:00,2024-06-29 07:06:00,167.52,16.16,28.08,91200000.0
24103,13171,2024-06-28 07:16:00,2024-06-29 07:06:00,167.52,16.16,28.08,91200000.0
24104,13172,2024-07-01 07:01:00,2024-07-02 08:01:00,169.04000000000002,14.4,26.32,82400000.0
24105,13172,2024-07-01 07:01:00,2024-07-02 08:01:00,169.04000000000002,14.4,26.32,82400000.0
24108,13171,2024-07-05 07:04:00,2024-07-06 07:22:00,168.8,17.52,28.08,92800000.0
