DATETIME,TEMPERARURA_SALA_BIORREACTORES,HUMEDAD_SALA_BIORREACTORES,TEMPERARURA_SALA_CENTRIFUGACION,HUMEDAD_SALA_CENTRIFUGACION,TEMPERATURA_ALMACEN_PRINCIPAL,HUMEDAD_ALMACEN_PRINCIPAL,TEMPERATURA_ALMACEN_PRODUCCION,HUMEDAD_ALMACEN_PRODUCCION
2023-03-15 13:00:00,21.6253322821737,36.1063421520796,21.3797416687012,37.3957802701679,21.7881927490234,30.0636577606201,20.446325302124,44.0001836717818
2023-03-15 14:00:00,22.6410979774348,35.6554501686915,20.9036521911621,38.9390387900115,22.1472464288984,30.0745067596436,20.1316547393799,47.3560447692871
2023-03-15 15:00:00,22.9056663513184,35.700553894043,20.3948509194877,39.1628843540275,22.041374206543,30.2047157287598,20.170969050111,46.5350112915039
2023-03-15 16:00:00,22.383568594753,39.8357139971461,19.8524333239029,43.6101349480016,21.9147872924805,31.4127597808838,19.8640041351318,48.046875
2023-03-15 17:00:00,21.154174658995,44.42434693981,19.4980201457224,47.4259101482752,21.6543655395508,33.2826957702637,20.0665512084961,47.9021987915039
2023-03-15 18:00:00,20.2760337205874,48.1163480208579,19.3288974761963,50.0286243926423,21.5241622924805,34.4943580627441,20.3143081665039,47.6273155212402
2023-03-15 19:00:00,19.7602316163133,49.6341561023421,20.4896004594964,47.2987544022856,21.2426495517098,34.6065290092273,20.471643447876,48.1626167297363
2023-03-15 20:00:00,19.1506988781828,50.5983421232071,20.2288422375695,46.7153452621696,21.1691526403867,34.7113723754883,19.8640041351318,50.8825225830078
2023-03-15 21:00:00,23.5365468616207,38.8798488121717,22.7225570678711,40.0820785243568,21.1928614985694,34.5741318694488,20.3993053436279,48.8425903320313
2023-03-15 22:00:00,23.3304765993869,37.9849294816757,22.3685417175293,39.8378261425185,20.1094779510498,34.7692413330078,20.2473945617676,48.9728012084961
2023-03-15 23:00:00,23.4182266178274,36.8347160670647,21.8070011138916,39.0240173339844,19.9990878668182,34.66796875,20.361328125,48.705150604248
2023-03-16 00:00:00,23.2367627223389,36.5034109696844,21.5073616811245,38.2977060409222,20.0086191765676,33.3116302490234,20.361328125,48.8425903320313
2023-03-16 01:00:00,23.8362282486069,35.2497667348096,23.8212223052979,34.2281290241581,19.7012405395508,33.7947146853039,20.2039928436279,48.7123832702637
2023-03-16 02:00:00,24.3095188140869,34.1135902404785,23.1651924014492,34.5240533073242,21.5422439575195,33.1669540405273,20.2039928436279,48.5677070617676
2023-03-16 03:00:00,19.170202255249,43.0018362657034,18.7673568725586,41.9584708281944,22.1643524169922,32.8884544372559,20.081018447876,48.4483489990234
2023-03-16 04:00:00,19.1456744255971,42.6679013310758,18.5338916778564,41.8604234570374,22.1953504214299,32.3531532287598,19.9291076660156,48.3072891235352
2023-03-16 05:00:00,20.6697784609737,39.5231330773349,18.8643196295017,41.006862128341,22.2924377868768,32.2193298339844,19.7916660308838,48.3072891235352
2023-03-16 06:00:00,21.2697499007224,38.3883681902091,19.6267759534029,39.3927576687532,20.6547379987985,31.8142356872559,19.6614570617676,48.3072891235352
2023-03-16 07:00:00,22.3166005166152,36.2528263212679,20.5068326721338,38.0193099950222,20.4933471679688,31.3254913138697,19.9291076660156,46.947338104248
2023-03-16 08:00:00,22.8324222564697,34.9439302314462,20.9421962271529,37.2242366069239,20.9644539892942,31.8214702606201,19.9291076660156,47.2222213745117
2023-03-16 09:00:00,22.7470974357024,36.3328649938002,21.0013122558594,39.0711553341255,20.5729141235352,32.3603858947754,19.6614570617676,47.6273155212402
2023-03-16 10:00:00,21.8754376142555,40.2173067271752,21.086763381958,40.7330551147461,20.7728771360979,32.6280364990234,19.7934741973877,47.3596649169922
2023-03-16 11:00:00,21.2680931633483,42.1940788789917,21.2320771808106,41.3922538757324,21.1371536254883,32.8812217712402,20.0665512084961,46.947338104248
2023-03-16 12:00:00,20.9770920570178,44.6354838865672,20.9940496044921,43.5012566711028,21.5350112915039,33.1416358947754,20.3342018127441,46.4011840820313
2023-03-16 13:00:00,20.522852367825,46.9567003653191,20.562066479301,45.7295283519665,21.9220199584961,33.3297157287598,19.8640041351318,48.4375
2023-03-16 14:00:00,20.0369281768799,47.8091239639475,20.1510889492584,47.2970309279739,22.3181281960498,33.369962793985,20.543981552124,47.0775451660156
2023-03-16 15:00:00,19.5953139010921,46.9939897265352,19.8271891614402,47.8275286106771,22.5911483764648,32.0818862915039,19.9291076660156,49.8928304545602
2023-03-16 16:00:00,19.2900441048884,46.1627108217276,19.8334789748078,44.2795724312773,22.3680459302843,31.6695594787598,20.4065399169922,49.3778915405273
2023-03-16 17:00:00,19.1091651916504,46.9152834119752,20.5740528106689,42.9779822791016,22.3017959594727,31.6333904266357,20.5186634063721,48.6979141235352
2023-03-16 18:00:00,19.0115051269531,48.2553644810715,21.1600093841553,42.3630676207486,21.6073455810547,32.0855026245117,20.471643447876,48.0251731872559
2023-03-16 19:00:00,19.1420953699631,49.9470063017467,21.4027210250761,49.1458578169829,21.5671394296841,33.423755645752,20.0665512084961,48.9800338745117
2023-03-16 20:00:00,18.9498686896036,52.5292291527209,21.6727199554443,43.2966079711914,21.4011840820313,33.8288459777832,19.8079414367676,49.7974510192871
2023-03-16 21:00:00,23.9333368955185,38.2703127672272,21.745964050293,43.3371856654997,21.2709732055664,33.9699058532715,19.8640041351318,49.4104461669922
2023-03-16 22:00:00,24.2987425482479,36.29483300245,21.7045137063916,40.5865669250488,20.4318542480469,34.1001167297363,19.7591133117676,50.072338104248
2023-03-16 23:00:00,24.1752376556396,35.629983661542,21.4041557312012,39.3894344597117,20.0701675415039,33.9662895202637,20.2690963745117,48.4555854797363
2023-03-17 00:00:00,23.0367406878738,36.6208806404082,23.8212223052979,34.3201353145551,19.9508056640625,33.7022552490234,20.2690963745117,48.0324058532715
2023-03-17 01:00:00,21.2858285301287,38.9035186882786,22.3685417175293,35.8390804264428,19.8531494140625,33.177806854248,20.1461219787598,47.7756080627441
2023-03-17 02:00:00,22.209433337039,36.1054817719818,22.6729077967439,34.5250530389019,19.697624206543,32.4725112915039,20.1461219787598,47.6453971862793
2023-03-17 03:00:00,19.1052244974562,42.0697761147425,19.6772246140902,39.6929984421099,20.1659184008358,32.8884544372559,19.996021270752,47.3849830627441
2023-03-17 04:00:00,19.7893894982143,39.8982303407016,20.5984687805176,37.4296503848782,21.837225333912,32.0891189575195,19.8640041351318,47.1173324584961
2023-03-17 05:00:00,20.5663924600521,37.5331923559173,20.857891994293,36.5427962466298,21.9292526245117,31.6876449584961,19.7265625,47.1173324584961
2023-03-17 06:00:00,20.9229239753838,36.0849727251644,20.5696413364739,36.4112352485747,20.7284393310547,30.7436332702637,19.605396270752,47.1173324584961
2023-03-17 07:00:00,20.7194672495049,36.2710469359035,20.1162835633258,37.3505064174533,20.5656814575195,29.810474395752,19.605396270752,46.412036895752
2023-03-17 08:00:00,20.0965753792306,37.7897699755901,20.296541307162,38.1410125299987,20.6380233764648,30.6552370374418,20.0665512084961,46.2709770202637
2023-03-17 09:00:00,19.9734038305489,39.893368008797,20.3155077051719,38.9950617413188,20.5150451660156,30.8738422393799,19.9291076660156,45.3269653320313
2023-03-17 10:00:00,19.6404970716219,43.2120643899579,20.5740528106689,40.8551292419434,20.6499212892835,31.6840267181396,20.0665512084961,45.7320594787598
2023-03-17 11:00:00,19.195619150538,47.0337596761769,21.2698745727539,42.0921180162633,20.8767318725586,32.3603858947754,20.0665512084961,46.1299171447754
2023-03-17 12:00:00,19.0205325948571,50.7153421277275,20.8507592978848,45.1222852568898,21.5313949584961,32.7437782287598,20.336009979248,46.0069427490234
2023-03-17 13:00:00,18.921476702647,52.1723966367012,20.2414049872748,47.0417741554863,21.6543655395508,32.8812217712402,19.9291076660156,46.947338104248
2023-03-17 14:00:00,19.0417400520951,53.043355016877896,19.8416080474854,49.77683072871,22.1788177490234,33.2826957702637,20.422815322876,45.8622665405273
2023-03-17 15:00:00,19.0005511892098,53.0168837894074,20.3267118252447,48.5218616500688,21.9220199584961,33.4020538330078,20.4065399169922,46.2673606872559
2023-03-17 16:00:00,19.0225028649077,52.4789270215651,20.8070662616988,46.3656964751805,21.9220199584961,33.69140625,20.2690963745117,46.6760711669922
2023-03-17 17:00:00,19.3470907597038,51.412619251786,21.1187510998468,45.2225993100937,21.5354243339534,34.642650604248,20.2690963745117,46.8171272277832
2023-03-17 18:00:00,19.4435850389641,51.1261332515926,21.2088375091553,44.590746000695,21.550782342956,34.9946226045346,20.4065399169922,46.947338104248
2023-03-17 19:00:00,19.9307179245287,51.275204319223,21.4285717010498,45.7342049092707,21.4048004150391,35.6626167297363,20.4173889160156,47.2077522277832
2023-03-17 20:00:00,19.9275359497156,51.575074203624,21.2199426635861,46.5359695383952,21.3794860839844,36.0372238127831,20.4065399169922,47.2186050415039
2023-03-17 21:00:00,23.7479782104492,42.37237372086,21.376103532657,47.0302319076826,21.2637405395508,36.791088104248,20.1352710723877,47.8985824584961
2023-03-17 22:00:00,22.661320480591,44.2588975994353,23.8700523376465,40.4156608581543,20.6018524169922,36.9357643127441,20.2690963745117,47.4898719787598
2023-03-17 23:00:00,21.0785815413964,44.8971456303654,23.0277404785156,39.3779528938923,20.3486709594727,36.2485542297363,20.2690963745117,47.6236953735352
2023-03-18 00:00:00,20.9725369506967,43.1119141711372,21.6715902671927,40.6776146469457,20.2112274169922,35.8470764160156,20.1388893127441,47.8949661254883
2023-03-18 01:00:00,23.922718792525,37.0043127275235,22.8135163502505,37.5125481087746,20.0665512084961,35.4470996427859,20.0267639160156,47.8985824584961
2023-03-18 02:00:00,23.6734716392996,36.6790166993381,23.3329257965088,35.9509451023306,20.088249206543,33.6460747908853,20.0267639160156,47.6273155212402
2023-03-18 03:00:00,22.4478955899431,38.4756372896779,21.6727199554443,38.4472508215891,19.9580459594727,34.3822326660156,19.885705947876,47.2222213745117
2023-03-18 04:00:00,20.7500463755061,41.3086283402972,23.4074411027846,34.8704490661621,21.8135147094727,34.3677673339844,19.885705947876,47.0920143127441
2023-03-18 05:00:00,22.2559128908471,37.8051343378813,22.8324222564697,35.7872211256752,22.2186050415039,33.7189259171728,19.7265625,46.8171272277832
2023-03-18 06:00:00,23.9080954074735,34.5709524695941,21.2698745727539,37.5932560830331,20.7537612915039,33.9699058532715,19.7265625,46.6869201660156
2023-03-18 07:00:00,22.8436987751551,36.1962435697613,23.6625270843506,33.4956224166584,20.7356796264648,33.4273719787598,19.5891208648682,46.5494766235352
2023-03-18 08:00:00,21.6471052355834,39.7798006432734,22.0389423370361,37.0806570168837,20.7537612915039,33.9735221862793,19.5891208648682,46.412036895752
2023-03-18 09:00:00,20.3850748541286,43.6974889822919,22.611130327249,37.6073345075123,20.8658828735352,34.1977729797363,19.5891208648682,46.2962951660156
2023-03-18 10:00:00,23.2546452649468,38.7871571435978,23.3739136994992,37.5388905524453,21.0033264160156,34.497974395752,19.5891208648682,46.2962951660156
2023-03-18 11:00:00,24.2519238633914,37.6518352073848,22.2952976226807,39.8936740135935,21.2745971679688,34.3713836669922,19.7265625,46.1552352905273
2023-03-18 12:00:00,24.179364496905,38.2549193644163,21.3797416687012,42.0368688190588,21.4048004150391,34.642650604248,19.8640041351318,45.873119354248
2023-03-18 13:00:00,24.2736976280083,38.7554550170898,21.677781822932,41.8820119345406,21.567538633862,34.6269553158863,20.0014457702637,45.7320594787598
2023-03-18 14:00:00,24.3489288877106,38.3463518567022,22.385357884021,40.4340565009575,21.9220199584961,34.2723328565697,20.1370792388916,45.6271705627441
2023-03-18 15:00:00,23.5856311569087,39.7107858027702,23.0383256081806,39.4551297830084,22.0377578735352,34.4137264064101,20.2690963745117,45.4571762084961
2023-03-18 16:00:00,22.0951483230654,42.7842958297612,23.5890071200429,38.7130533147379,22.041374206543,34.3894653320313,20.4065399169922,45.4571762084961
2023-03-18 17:00:00,21.0304142427555,46.6231138737305,23.9677104949951,38.9768580542969,21.8910328179518,35.3045425415039,20.4065399169922,45.4571762084961
2023-03-18 18:00:00,20.366527557373,50.1113929748535,23.9921264648438,39.9114229509567,21.7202760643608,36.3787612915039,20.543981552124,45.3269653320313
2023-03-18 19:00:00,20.3203785405683,50.7461776733398,23.5851905997678,41.195533791302,21.5675659179688,37.3191528320313,20.2039928436279,46.412036895752
2023-03-18 20:00:00,20.3954619006416,51.7317485601389,23.1998550781228,42.9625130095324,21.5313949584961,37.8436050415039,20.337818145752,46.2709770202637
2023-03-18 21:00:00,20.5374317169189,53.3045596797318,22.4832385179219,46.0819462447308,21.4271864222062,39.1945877561033,20.337818145752,46.5422439575195
2023-03-18 22:00:00,21.29263402441,52.366585587074,21.5324577332649,51.2833078868008,21.0250244140625,40.5201110839844,20.337818145752,46.947338104248
2023-03-18 23:00:00,24.2113050376313,47.3663458249132,22.1391322124843,50.2102383973348,20.6958923339844,41.0807266235352,20.337818145752,47.3524284362793
2023-03-19 00:00:00,23.8482053567972,48.1945546986666,23.9310894012451,45.7380905151367,20.5403671264648,41.2181701660156,20.337818145752,47.7466697692871
2023-03-19 01:00:00,23.0559354028276,49.2256645814276,23.2819094648598,46.2894043518348,20.4824905395508,41.2181701660156,20.337818145752,48.1626167297363
2023-03-19 02:00:00,22.2773079178594,49.6074939559868,22.3177636357678,47.319048480512,20.3559036254883,40.9469032287598,20.337818145752,48.4375
2023-03-19 03:00:00,20.8407176104338,52.2694611248633,21.3309116363525,48.9066599366195,20.2076110839844,40.8203125,20.2039928436279,48.8425903320313
2023-03-19 04:00:00,20.5686844551002,51.96595065664,23.4709138536702,43.102938667269,20.0717845721354,40.7986106872559,20.2039928436279,48.9728012084961
2023-03-19 05:00:00,23.3556899901773,44.2897364472985,23.2230606079102,43.4608096708893,20.2401580810547,39.8509826660156,20.0665512084961,49.2476844787598
2023-03-19 06:00:00,23.8131891518343,43.148654941323,21.7323156335059,45.9456082994256,20.6235504150391,40.2741584777832,20.0665512084961,49.3778915405273
2023-03-19 07:00:00,22.7347640991211,44.714682744358,22.786922487722,42.3211345599261,20.8803482055664,39.0317858929254,20.0665512084961,49.5189514160156
2023-03-19 08:00:00,21.4129910583131,46.8990948234615,23.3329257965088,40.5621490478516,20.9433144555576,39.4820594787598,20.0665512084961,49.6527786254883
2023-03-19 09:00:00,20.2978423200539,50.0606624806869,21.9412822723389,44.2185907135943,20.8767318725586,39.4495086669922,19.9291076660156,49.6527786254883
2023-03-19 10:00:00,22.5915143735962,44.4430749810041,21.9840597229458,44.7057402902135,21.0594302275028,39.7494241082237,19.9291076660156,49.6527786254883
2023-03-19 11:00:00,24.3019299276124,41.3639229918797,23.8779516325539,40.5972838983303,21.3975677490234,38.9286727905273,19.9291076660156,49.6527786254883
2023-03-19 12:00:00,24.4437999725342,40.8424557899231,23.9310894012451,40.1385567703232,22.0558471679688,37.5687217712402,20.2039928436279,49.2476844787598
2023-03-19 13:00:00,24.1302122733775,39.6604191293522,23.650318145752,39.4357098459117,22.1752014160156,36.7874717712402,20.3414344787598,48.9728012084961
2023-03-19 14:00:00,22.4605166047555,42.639224059663,23.4032512056018,39.7395195892905,22.0341415405273,37.0077391663119,20.471643447876,48.4302635192871
2023-03-19 15:00:00,21.2696896682494,47.2338834123075,23.0707285976786,42.0255933759731,21.9328689575195,37.330005645752,20.1316547393799,49.3778915405273
2023-03-19 16:00:00,21.3891960571005,48.1560641648305,22.4051628112793,44.5853084418966,21.5313949584961,39.2107925415039,20.384838104248,48.9728012084961
2023-03-19 17:00:00,22.8567611992284,46.4928519164304,21.6267975364967,48.3047268441944,21.6066176134036,40.1186332702637,20.384838104248,49.2042808532715
2023-03-19 18:00:00,23.390388994524,46.8416643166736,21.5421779974421,50.511729296786,21.5313949584961,41.0807266235352,20.384838104248,49.6419258117676
2023-03-19 19:00:00,24.3217258453369,45.9297093297572,23.0299617022791,46.8548297205793,21.4011840820313,41.4388008117676,20.384838104248,50.0397834777832
2023-03-19 20:00:00,23.9886045328438,45.4365271074901,23.8384008014475,43.8404883295133,21.4156494140625,41.6304969787598,20.384838104248,50.4593467712402
2023-03-19 21:00:00,23.3484074486835,45.8770092133484,22.966703414917,44.7131236854273,21.2384262084961,41.4894371032715,20.384838104248,50.8644371032715
2023-03-19 22:00:00,22.6630637525056,47.2233638444319,21.7685997186647,47.1725113141213,20.6199340820313,41.5147552490234,20.2690963745117,51.1284713745117
2023-03-19 23:00:00,21.5202998273237,50.051104911,22.1231305643019,45.6786380604587,20.4146916729745,41.6015625,20.2690963745117,51.4033546447754
2023-03-20 00:00:00,20.4140303814465,52.4307975769043,23.7846012115479,42.2753736022268,20.3595199584961,41.5979461669922,20.2690963745117,51.6782417297363
2023-03-20 01:00:00,22.1349871393187,47.0545367470954,22.8147826365786,44.9502507164365,20.0810165405273,41.7278501942792,20.1388893127441,51.6782417297363
2023-03-20 02:00:00,24.2052268233378,43.079117975087,21.5750598907471,47.2867399655856,20.2675595187895,40.9505195617676,20.1388893127441,51.8084487915039
2023-03-20 03:00:00,19.2494237728777,53.0674988290616,20.4047069874701,48.3610726761433,20.0990982055664,39.9690405320446,20.1388893127441,51.9495086669922
2023-03-20 04:00:00,18.8059889226877,52.317784408267,20.3193774973212,46.6750180550045,19.9580459594727,39.0311792514682,20.0086803436279,52.0833320617676
2023-03-20 05:00:00,18.7160723158896,50.2886013064233,20.6472969055176,43.5895881652832,20.3667526245117,37.4565963745117,19.8911304473877,52.2243919372559
2023-03-20 06:00:00,18.7027556862461,48.9193219443452,20.928752705974,41.0992774963379,20.5367431640625,37.3336219787598,19.7464542388916,52.2243919372559
2023-03-20 07:00:00,18.8234058463428,46.1213052346418,20.8684385637244,40.0982704162598,20.4752578735352,35.4456024169922,19.8640041351318,51.0091133117676
2023-03-20 08:00:00,18.7357914060236,45.5098393780923,20.7508173785798,39.6700328290507,20.4824905395508,35.033275604248,20.2690963745117,49.4209864808555
2023-03-20 09:00:00,19.3012723021485,46.623192877497,20.7840542917459,42.54004633263,20.6836165450917,35.9700508117676,19.8640041351318,50.1989288330078
2023-03-20 10:00:00,19.7526542520043,49.0519082817221,21.086763381958,44.6871850655403,20.8658828735352,36.4632426325894,19.8640041351318,50.1989288330078
2023-03-20 11:00:00,20.1539406905401,48.1677451355029,21.1966304779053,45.1943390282391,21.2041347245401,36.6782898514424,20.0014457702637,50.0578689575195
2023-03-20 12:00:00,21.0657666320801,47.7005163234946,21.2736508497201,46.348461151123,21.2003566644131,36.7838554382324,20.2690963745117,50.5931701660156
2023-03-20 13:00:00,21.3894051755986,47.1938314734102,21.062349319458,47.0259743495473,21.260124206543,37.5868034362793,20.4065399169922,50.7306137084961
2023-03-20 14:00:00,21.365990914027,47.6765786446656,20.5740528106689,48.38274037728,21.2745971679688,37.8580741882324,20.4065399169922,51.1284713745117
2023-03-20 15:00:00,21.3254828538969,48.1080147035693,20.3766914058869,50.4838928121118,21.1335372924805,38.1148719787598,20.543981552124,51.8292948394774
2023-03-20 16:00:00,21.5817475940142,47.1642225074615,19.8738562132418,51.4248544944325,21.1335372924805,38.0063667297363,20.4264316558838,51.8048324584961
2023-03-20 17:00:00,22.0079732170322,46.0747635301629,19.7171600677231,52.3169137529332,21.2926788330078,37.818286895752,20.4752597808838,52.0833320617676
2023-03-20 18:00:00,22.0740192655695,46.1468572633586,19.170202255249,52.3215210806197,20.9997100830078,38.2848663330078,20.2690963745117,52.8633486947911
2023-03-20 19:00:00,22.1584996952109,46.3409204269932,18.7795639038086,53.8373906127461,21.2034878584818,38.5271987915039,20.4065399169922,52.6186332702637
2023-03-20 20:00:00,22.2892724718291,46.4437667344855,18.6437568664551,55.8557178105149,21.1012404267917,38.7622985839844,20.4065399169922,53.1611671447754
2023-03-20 21:00:00,20.5383129732304,51.2551094516033,22.4767049920067,50.6878948765991,21.0033264160156,38.939525604248,20.2690963745117,53.2986106872559
2023-03-20 22:00:00,23.3057926947311,43.8442877144312,22.5516529083252,45.0860245617835,20.478874206543,39.2071762084961,20.1334629058838,53.7037010192871
2023-03-20 23:00:00,24.2606887817383,42.8591213032265,21.8991891377083,46.2246741181774,20.3486709594727,39.4892921447754,20.2690963745117,53.294994354248
2023-03-21 00:00:00,23.7984867699835,43.5787016722998,21.3309116363525,47.4891794796396,20.2112274169922,39.478443145752,20.2690963745117,53.2986106872559
2023-03-21 01:00:00,23.625426570964,42.8714123207231,22.4434275927669,43.3558552582669,19.8169860839844,39.623119354248,20.2690963745117,53.2986106872559
2023-03-21 02:00:00,23.1914512084256,42.2988131488224,23.9310894012451,38.9616485155985,20.1208038330078,38.1257209777832,20.2690963745117,53.2986106872559
2023-03-21 03:00:00,19.6598034030177,47.9051683622341,19.357148121094,46.9868283145419,19.8278350830078,38.111255645752,20.142505645752,53.2986106872559
2023-03-21 04:00:00,19.3271582975562,47.7128897044769,18.8954241262364,47.0866088704435,21.9581909179688,37.8175418542302,20.0014457702637,53.1647834777832
2023-03-21 05:00:00,19.9688781219659,45.4533734069753,19.1900452352993,45.7104309645566,22.3126449584961,36.9285278320313,19.8893222808838,53.1430854797363
2023-03-21 06:00:00,20.0761199115644,44.0840860260292,19.5515238592458,43.8295395517708,20.5975029831321,36.3932304382324,19.8893222808838,52.6294822692871
2023-03-21 07:00:00,20.7693154679796,42.5756303991418,19.7502834441084,43.3817559877149,20.6090850830078,35.333640998203,20.1370792388916,50.8680534362793
2023-03-21 08:00:00,21.2830885747889,40.7966303662652,19.5914998200292,43.0858295159486,20.5812364654913,35.5794258117676,20.238353729248,50.462963104248
2023-03-21 09:00:00,22.6628689988022,39.8325301638996,19.1375571424588,45.7459639978062,20.7465286254883,35.9592018127441,20.2690963745117,50.8680534362793
2023-03-21 10:00:00,22.7835941314697,41.3500982753017,18.7414169311523,48.6866710816056,20.8839721679688,35.8543090820313,19.9871353549769,52.6466595689089
2023-03-21 11:00:00,22.7381994279492,43.1325565654299,18.5094757080078,51.7189138001178,21.1697006225586,35.9772834777832,20.4065399169922,51.1320877075195
2023-03-21 12:00:00,22.7036228967003,43.6682640909765,18.6816925938702,51.9180870056152,21.582544594101,35.7164924767418,20.4065399169922,51.4033546447754
2023-03-21 13:00:00,22.262932077534,44.9255878666971,18.9992980957031,51.1307283160561,22.0486068725586,35.1670989990234,20.4788761138916,51.8084487915039
2023-03-21 14:00:00,21.9809969136233,43.5689183564756,19.4473577696415,47.9576182976635,22.5543673773658,34.3713836669922,19.8640041351318,54.1232643127441
2023-03-21 15:00:00,21.6199964117781,44.119783957062,20.0915840427926,45.5971052194765,22.2873229980469,34.0892639160156,20.4065399169922,52.0833320617676
2023-03-21 16:00:00,21.1041918842899,46.1500942575572,20.3442167278728,45.9704919122462,22.4464721679688,34.2339401245117,20.1352710723877,52.0833320617676
2023-03-21 17:00:00,20.8344498844015,50.3442885995252,20.6447568366163,48.5544872492983,22.3940344959659,35.1670989990234,19.8640041351318,53.443286895752
2023-03-21 18:00:00,21.2001087820681,51.7524365892984,21.0660280814148,49.9824642113123,22.16796875,36.7838554382324,19.8640041351318,54.221058832697
2023-03-21 19:00:00,20.9286465023586,54.5678745981064,21.1814621677439,51.3321342468262,21.6688385009766,39.1732652630645,20.0014457702637,54.3836784362793
2023-03-21 20:00:00,20.6412442877249,55.838434190025,21.4041557312012,51.1466010180169,21.3975677490234,39.478443145752,20.4065399169922,47.8913459777832
2023-03-21 21:00:00,24.2603229835282,44.4885968417157,21.4529857635498,49.571216583252,21.567372994797,39.4820594787598,20.2907981872559,51.4069709777832
2023-03-21 22:00:00,24.2020092449228,43.7635895735691,21.6067246018358,48.0096839867704,20.7803918291384,40.013744354248,20.4065399169922,51.8084487915039
2023-03-21 23:00:00,22.4062686623547,47.3121224052111,22.3109909888383,46.036717274022,20.7465286254883,39.8654518127441,20.1388893127441,52.3545989990234
2023-03-22 00:00:00,21.0495727361117,51.3629371141706,23.3096643233135,44.4929695193778,20.7537612915039,40.2452239990234,20.4065399169922,52.2135391235352
2023-03-22 01:00:00,20.6416687946396,52.6265250036133,23.9310894012451,42.5641670227051,20.4861068725586,40.6647834777832,20.4065399169922,52.2135391235352
2023-03-22 02:00:00,20.5374317169189,51.6285648627612,23.3851175231306,42.6094037061741,20.0810165405273,40.552661895752,20.4065399169922,52.4848098754883
2023-03-22 03:00:00,22.5998953989237,44.3406076841155,18.5705127716064,52.7726058959961,19.8650119732468,40.0912241698231,20.4065399169922,52.8935165405273
2023-03-22 04:00:00,22.7185555635906,43.1058610663994,18.4728546142578,51.6739387512207,19.7193298339844,39.659111907444,20.2690963745117,53.1539344787598
2023-03-22 05:00:00,22.6266785480179,41.933491666816,18.4118175506592,50.2497811987035,19.9616622924805,38.6054000865175,20.1551647186279,53.3311614990234
2023-03-22 06:00:00,22.2646332983689,41.5074452524254,18.4606456756592,48.8273804435271,20.478874206543,38.1076393127441,20.0014457702637,53.1684036254883
2023-03-22 07:00:00,22.3404842228455,40.6198965614917,18.6556070863094,46.7470239573763,20.4752578735352,36.6427955627441,20.0014457702637,52.3582153320313
2023-03-22 08:00:00,22.0658188921902,40.6570360824595,18.6892901471419,46.2875020972825,20.4024823620786,36.8272552490234,20.2690963745117,51.5444145202637
2023-03-22 09:00:00,22.4695367876885,41.2053236441213,18.6746557834086,48.6666549954186,20.6127014160156,36.7469843830219,20.2690963745117,51.2731475830078
2023-03-22 10:00:00,22.715094224217,42.7242579663476,18.7170009613037,51.5833684564592,21.1480026245117,36.6943934200403,20.4065399169922,51.2731475830078
