DATETIME;06299_TI1302.PV;06299_MI1302.PV;06299_TI1402.PV;06299_MI1402.PV;07633_TI0601.PV;07633_HI0101.PV;07781_TI1501.PV;07781_MI1501.PV
2023-03-21 08:00:00.000;21,28308857;40,79663037;19,59149982;43,08582952;20,58123647;35,57942581;20,23835373;50,4629631
2023-03-21 09:00:00.000;22,662869;39,83253016;19,13755714;45,745964;20,74652863;35,95920181;20,26909637;50,86805344
2023-03-21 10:00:00.000;22,78359413;41,35009828;18,74141693;48,68667108;20,88397217;35,85430908;19,98713535;52,64665957
2023-03-21 11:00:00.000;22,73819943;43,13255657;18,50947571;51,7189138;21,16970062;35,97728348;20,40653992;51,13208771
2023-03-21 12:00:00.000;22,7036229;43,66826409;18,68169259;51,91808701;21,58254459;35,71649248;20,40653992;51,40335464
2023-03-21 13:00:00.000;22,26293208;44,92558787;18,9992981;51,13072832;22,04860687;35,167099;20,47887611;51,80844879
2023-03-21 14:00:00.000;21,98099691;43,56891836;19,44735777;47,9576183;22,55436738;34,37138367;19,86400414;54,12326431
2023-03-21 15:00:00.000;21,61999641;44,11978396;20,09158404;45,59710522;22,287323;34,08926392;20,40653992;52,08333206
2023-03-21 16:00:00.000;21,10419188;46,15009426;20,34421673;45,97049191;22,44647217;34,23394012;20,13527107;52,08333206
2023-03-21 17:00:00.000;20,83444988;50,3442886;20,64475684;48,55448725;22,3940345;35,167099;19,86400414;53,4432869
2023-03-21 18:00:00.000;21,20010878;51,75243659;21,06602808;49,98246421;22,16796875;36,78385544;19,86400414;54,22105883
2023-03-21 19:00:00.000;20,9286465;54,5678746;21,18146217;51,33213425;21,6688385;39,17326526;20,00144577;54,38367844
2023-03-21 20:00:00.000;20,64124429;55,83843419;21,40415573;51,14660102;21,39756775;39,47844315;20,40653992;47,89134598
2023-03-21 21:00:00.000;24,26032298;44,48859684;21,45298576;49,57121658;21,56737299;39,48205948;20,29079819;51,40697098
2023-03-21 22:00:00.000;24,20200924;43,76358957;21,6067246;48,00968399;20,78039183;40,01374435;20,40653992;51,80844879
2023-03-21 23:00:00.000;22,40626866;47,31212241;22,31099099;46,03671727;20,74652863;39,86545181;20,13888931;52,354599
2023-03-22 00:00:00.000;21,04957274;51,36293711;23,30966432;44,49296952;20,75376129;40,245224;20,40653992;52,21353912
2023-03-22 01:00:00.000;20,64166879;52,626525;23,9310894;42,56416702;20,48610687;40,66478348;20,40653992;52,21353912
2023-03-22 02:00:00.000;20,53743172;51,62856486;23,38511752;42,60940371;20,08101654;40,5526619;20,40653992;52,48480988
2023-03-22 03:00:00.000;22,5998954;44,34060768;18,57051277;52,7726059;19,86501197;40,09122417;20,40653992;52,89351654
2023-03-22 04:00:00.000;22,71855556;43,10586107;18,47285461;51,67393875;19,71932983;39,65911191;20,26909637;53,15393448
2023-03-22 05:00:00.000;22,62667855;41,93349167;18,41181755;50,2497812;19,96166229;38,60540009;20,15516472;53,3311615
2023-03-22 06:00:00.000;22,2646333;41,50744525;18,46064568;48,82738044;20,47887421;38,10763931;20,00144577;53,16840363
2023-03-22 07:00:00.000;22,34048422;40,61989656;18,65560709;46,74702396;20,47525787;36,64279556;20,00144577;52,35821533
2023-03-22 08:00:00.000;22,06581889;40,65703608;18,68929015;46,2875021;20,40248236;36,82725525;20,26909637;51,54441452
2023-03-22 09:00:00.000;22,46953679;41,20532364;18,67465578;48,666655;20,61270142;36,74698438;20,26909637;51,27314758
2023-03-22 10:00:00.000;22,71509422;42,72425797;18,71700096;51,58336846;21,14800262;36,69439342;20,40653992;51,27314758
2023-03-22 11:00:00.000;22,85683823;42,41756629;18,93826103;66,09426957;21,61458588;35,72410202;20,40653992;51,27314758
2023-03-22 12:00:00.000;22,80026692;41,03630242;18,6559639;51,52745056;22,17520142;34,46180344;20,01048851;51,82291412
2023-03-22 13:00:00.000;22,68102316;36,56845063;18,71700096;43,4271051;22,70688629;32,21932983;20,00144577;51,27314758
2023-03-22 14:00:00.000;22,7432934;35,40920086;19,14578629;40,85076035;23,14091492;31,55020142;20,40653992;49,65277863
2023-03-22 15:00:00.000;22,65135843;38,42769838;19,7477599;42,58428857;21,26870376;31,39894855;19,86400414;50,20254517
2023-03-22 16:00:00.000;22,06758101;40,82082074;20,42540182;42,46453352;21,12065964;33,5215246;20,29441796;48,56770706
2023-03-22 17:00:00.000;21,33976472;45,95589775;20,65732394;45,08938091;21,13715363;34,92115021;20,34143448;49,51533508
2023-03-22 18:00:00.000;21,45761348;49,54855415;21,08445718;48,63944294;21,13715363;37,59042358;19,79709244;51,78313065
2023-03-22 19:00:00.000;21,46925428;52,41767867;21,25922233;50,57600321;20,99971008;37,85445404;20,20399284;51,41059113
2023-03-22 20:00:00.000;21,11369391;53,89264087;21,4285717;50,9414978;20,86226654;42,01027298;20,47887611;50,99826431
2023-03-22 21:00:00.000;24,48042297;44,67794249;21,40424114;50,7950058;20,60546875;42,95428085;19,86400414;53,57349396
2023-03-22 22:00:00.000;23,86951817;44,4687503;22,0895469;46,94320917;19,81698608;43,19661331;20,34143448;53,02372742
2023-03-22 23:00:00.000;22,11313739;47,41964193;23,76147669;42,77192004;19,57103729;43,10618973;20,20399284;52,89351654
2023-03-23 00:00:00.000;20,60749576;51,62131157;23,6547122;42,7114218;19,42636108;43,08087158;20,47706795;52,61447994
2023-03-23 01:00:00.000;20,47639465;52,06457901;22,80800819;44,3609129;19,35401917;42,82769012;20,20399284;52,89351654
2023-03-23 02:00:00.000;20,7058239;51,11995037;21,68177804;46,2982218;19,17317963;42,57450867;20,33962631;52,61863327
2023-03-23 03:00:00.000;22,49069342;44,93990188;20,48678522;49,03980025;19,03573608;42,37860314;20,33962631;52,61863327
2023-03-23 04:00:00.000;21,78057111;46,72103779;20,25907475;50,18237144;19,04658508;42,41897964;20,33962631;52,61863327
2023-03-23 05:00:00.000;20,96997931;49,42302713;20,49667422;50,787831;19,03211975;42,79845078;20,33962631;52,61863327
2023-03-23 06:00:00.000;20,51991029;49,92203603;20,7610996;49,98462088;19,70124054;42,82769012;20,20399284;52,75969315
2023-03-23 07:00:00.000;20,48052377;50,35560245;21,02572632;49,8397789;19,70485687;42,42621613;20,20399284;52,61863327
2023-03-23 08:00:00.000;20,95185144;49,92379166;21,20883751;51,39108432;19,58188629;42,7010994;20,05931664;53,30222702
2023-03-23 09:00:00.000;22,30700308;48,79958426;21,20883751;51,37570574;19,74086728;42,83492279;20,20399284;52,75607681
2023-03-23 10:00:00.000;22,41542016;49,31787481;21,17860468;50,68285956;20,29803467;43,24001694;20,34143448;52,48842621
2023-03-23 11:00:00.000;22,44054925;49,94668191;21,07293384;52,17423644;20,91440467;41,43733663;19,86400414;53,54455948
2023-03-23 12:00:00.000;22,47054615;50,29106525;20,73744731;52,33997106;20,60185242;42,28153992;19,86400414;54,12326431
2023-03-23 13:00:00.000;21,73980613;53,60445198;20,54963875;53,59534954;20,58737946;42,65382861;19,7989006;54,23538589
2023-03-23 14:00:00.000;21,32103126;56,41281162;20,36370184;56,60077415;20,73228774;42,35156477;20,61270142;51,26861608
2023-03-23 15:00:00.000;20,16052976;62,02578789;20,89476295;57,72208646;20,92346685;42,75589142;20,31572804;50,13905898
2023-03-23 16:00:00.000;19,13932912;65,85211792;21,25742921;57,31965462;21,12992096;42,75174741;20,32335091;52,48842621
2023-03-23 17:00:00.000;19,69356284;59,10579583;21,50292617;56,92312241;21,10098267;43,09534073;19,93634224;52,18460464
2023-03-23 18:00:00.000;21,48432061;55,59577341;21,44077873;56,11743546;21,09855312;43,31720158;20,00144577;53,43561276
2023-03-23 19:00:00.000;23,01553345;53,62528577;21,45298576;55,78755806;21,13353729;44,96889496;20,39387894;53,29861069
2023-03-23 20:00:00.000;22,10788919;56,17853671;21,38859158;55,1793494;20,80354904;46,06119537;20,3848381;52,21353912
2023-03-23 21:00:00.000;24,11121852;49,38364728;22,67683352;50,57155798;20,35228729;45,9092865;19,92910767;56,00766754
2023-03-23 22:00:00.000;24,06061217;47,05093175;22,72255707;48,19575883;19,58864043;46,08289719;19,92910767;52,13199814
2023-03-23 23:00:00.000;24,24571097;45,9556795;22,41922434;48,43475608;19,42636108;45,75376129;19,92910767;53,03096008
2023-03-24 00:00:00.000;23,95835934;41,02354669;21,70417256;44,45928127;19,57103729;41,39078518;20,40653992;52,08333206
2023-03-24 01:00:00.000;24,08179131;34,3035113;21,40415573;37,7107109;19,69762421;38,27401733;20,40292168;52,21353912
2023-03-24 02:00:00.000;24,37055588;30,76266554;22,03925032;33,8360884;19,69039154;36,24855423;20,20399284;52,120701
