ID_CENTRIFUGA,ORDEN,DATEVALUE,OPERACION_CENTRIFUGACION_1_FIN,OPERACION_CENTRIFUGACION_1_INICIO,OPERACION_CENTRIFUGACION_2_FIN,OPERACION_CENTRIFUGACION_2_INICIO
14246,200185569,2023-05-25 10:04:18,0,1,0,0
14246,200185569,2023-05-25 13:16:00,1,0,0,0
14246,200185569,2023-05-25 14:19:12,0,0,0,1
14246,200185569,2023-05-25 15:39:47,0,0,1,0
14246,200187022,2023-06-28 07:00:04,0,1,0,0
14246,200187022,2023-06-28 10:27:29,1,0,0,0
14246,200187022,2023-06-28 11:33:07,0,0,0,1
14246,200187022,2023-06-28 13:09:26,0,0,1,0
14246,200187024,2023-06-29 07:53:42,0,1,0,0
14246,200187024,2023-06-29 11:26:52,1,0,0,0
14246,200187024,2023-06-29 13:05:15,0,0,0,1
14246,200187024,2023-06-29 14:23:14,0,0,1,0
14246,200187026,2023-07-05 07:35:00,0,1,0,0
14246,200187026,2023-07-05 10:48:00,1,0,0,0
14246,200187026,2023-07-05 11:47:00,0,0,0,1
14246,200187026,2023-07-05 13:45:00,0,0,1,0
14246,200187027,2023-07-06 08:09:00,0,1,0,0
14246,200187027,2023-07-06 11:30:00,1,0,0,0
14246,200187027,2023-07-06 12:17:00,0,0,0,1
14246,200187027,2023-07-06 13:50:00,0,0,1,0
14246,200187028,2023-07-12 10:41:00,0,1,0,0
14246,200187028,2023-07-12 14:06:00,1,0,0,0
14246,200187028,2023-07-12 15:22:00,0,0,0,1
14246,200187028,2023-07-12 17:22:00,0,0,1,0
14246,200187029,2023-07-13 07:38:13,0,1,0,0
14246,200187029,2023-07-13 10:36:25,1,0,0,0
14246,200187029,2023-07-13 11:46:38,0,0,0,1
14246,200187029,2023-07-13 13:27:52,0,0,1,0
14246,200187032,2023-07-19 09:04:55,0,1,0,0
14246,200187032,2023-07-19 12:37:52,1,0,0,0
14246,200187032,2023-07-19 13:38:07,0,0,0,1
14246,200187032,2023-07-19 15:11:07,0,0,1,0
14246,200187033,2023-07-20 07:57:30,0,1,0,0
14246,200187033,2023-07-20 10:53:42,1,0,0,0
14246,200187033,2023-07-20 13:11:51,0,0,0,1
14246,200187033,2023-07-20 14:49:31,0,0,1,0
14246,200188841,2023-07-26 07:50:11,0,1,0,0
14246,200188841,2023-07-26 11:19:24,1,0,0,0
14246,200188841,2023-07-26 12:52:07,0,0,0,1
14246,200188841,2023-07-26 14:31:46,0,0,1,0
14246,200188842,2023-07-27 07:21:08,0,1,0,0
14246,200188842,2023-07-27 10:55:32,1,0,0,0
14246,200188842,2023-07-27 11:58:58,0,0,0,1
14246,200188842,2023-07-27 13:35:36,0,0,1,0
14246,200188844,2023-08-02 09:34:00,0,1,0,0
14246,200188844,2023-08-02 12:58:00,1,0,0,0
14246,200188844,2023-08-02 14:04:00,0,0,0,1
14246,200188844,2023-08-02 15:37:00,0,0,1,0
14246,200188845,2023-08-03 08:15:00,0,1,0,0
14246,200188845,2023-08-03 11:40:00,1,0,0,0
14246,200188845,2023-08-03 12:45:00,0,0,0,1
14246,200188845,2023-08-03 14:26:00,0,0,1,0
14246,200188848,2023-09-06 11:14:00,0,1,0,0
14246,200188848,2023-09-06 14:46:00,1,0,0,0
14246,200188848,2023-09-06 15:48:00,0,0,0,1
14246,200188848,2023-09-06 17:25:00,0,0,1,0
14246,200188850,2023-09-07 08:14:00,0,1,0,0
14246,200188850,2023-09-07 11:40:00,1,0,0,0
14246,200188850,2023-09-07 13:08:00,0,0,0,1
14246,200188850,2023-09-07 14:46:00,0,0,1,0
14246,200191079,2023-09-15 12:17:38,0,1,0,0
14246,200191079,2023-09-15 15:41:13,1,0,0,0
14246,200191079,2023-09-15 16:40:12,0,0,0,1
14246,200191079,2023-09-15 18:05:57,0,0,1,0
14246,200191081,2023-09-14 10:00:55,0,1,0,0
14246,200191081,2023-09-14 13:03:39,1,0,0,0
14246,200191081,2023-09-14 14:08:48,0,0,0,1
14246,200191081,2023-09-14 15:40:47,0,0,1,0
14246,200191082,2023-09-27 08:58:03,0,1,0,0
14246,200191082,2023-09-27 12:14:31,1,0,0,0
14246,200191082,2023-09-27 13:18:52,0,0,0,1
14246,200191082,2023-09-27 14:47:11,0,0,1,0
14246,200191084,2023-09-28 09:48:31,0,1,0,0
14246,200191084,2023-09-28 13:00:37,1,0,0,0
14246,200191084,2023-09-28 14:07:51,0,0,0,1
14246,200191084,2023-09-28 15:47:04,0,0,1,0
14246,200191088,2023-10-05 08:39:00,0,1,0,0
14246,200191088,2023-10-05 12:06:00,1,0,0,0
14246,200191088,2023-10-05 13:12:00,0,0,0,1
14246,200191088,2023-10-05 14:50:00,0,0,1,0
14246,200191090,2023-09-29 12:09:40,0,1,0,0
14246,200191090,2023-09-29 15:35:55,1,0,0,0
14246,200191090,2023-09-29 16:46:31,0,0,0,1
14246,200191090,2023-09-29 18:24:58,0,0,1,0
14246,200191388,2023-10-19 11:31:34,0,1,0,0
14246,200191388,2023-10-19 14:21:10,1,0,0,0
14246,200191388,2023-10-19 16:22:57,0,0,0,1
14246,200191388,2023-10-19 16:51:00,0,0,1,0
14246,200191393,2023-10-26 07:45:24,0,1,0,0
14246,200191393,2023-10-26 10:50:14,1,0,0,0
14246,200191393,2023-10-26 12:11:42,0,0,0,1
14246,200191393,2023-10-26 13:44:46,0,0,1,0
14246,200191395,2023-11-02 10:06:00,0,1,0,0
14246,200191395,2023-11-02 13:27:00,1,0,0,0
14246,200191395,2023-11-02 14:18:00,0,0,0,1
14246,200191395,2023-11-02 15:53:00,0,0,1,0
14246,200191398,2023-10-27 08:47:28,0,1,0,0
14246,200191398,2023-10-27 12:08:20,1,0,0,0
14246,200191398,2023-10-27 13:07:53,0,0,0,1
14246,200191398,2023-10-27 14:57:47,0,0,1,0
14246,200195712,2023-11-08 08:29:00,0,1,0,0
14246,200195712,2023-11-08 11:41:00,1,0,0,0
14246,200195712,2023-11-08 12:28:00,0,0,0,1
14246,200195712,2023-11-08 14:16:00,0,0,1,0
14246,200195910,2023-11-16 08:48:49,0,1,0,0
14246,200195910,2023-11-16 12:14:28,1,0,0,0
14246,200195910,2023-11-16 20:51:44,0,0,0,1
14246,200195910,2023-11-16 20:53:49,0,0,1,0
14246,200196401,2023-11-22 08:46:28,0,1,0,0
14246,200196401,2023-11-22 12:01:40,1,0,0,0
14246,200196401,2023-11-22 13:03:04,0,0,0,1
14246,200196401,2023-11-22 14:29:09,0,0,1,0
14246,200196793,2023-11-29 08:48:30,0,1,0,0
14246,200196793,2023-11-29 11:59:14,1,0,0,0
14246,200196793,2023-11-29 12:52:12,0,0,0,1
14246,200196793,2023-11-29 14:31:43,0,0,1,0
14246,200196872,2023-11-24 08:57:22,0,1,0,0
14246,200196872,2023-11-24 12:17:11,1,0,0,0
14246,200196872,2023-11-24 13:06:06,0,0,0,1
14246,200196872,2023-11-24 15:21:31,0,0,1,0
14246,200196873,2023-12-01 09:57:00,0,1,0,0
14246,200196873,2023-12-01 13:23:00,1,0,0,0
14246,200196873,2023-12-01 14:16:00,0,0,0,1
14246,200196873,2023-12-01 15:48:00,0,0,1,0
14246,200196878,2023-12-06 07:51:00,0,1,0,0
14246,200196878,2023-12-06 11:11:00,1,0,0,0
14246,200196878,2023-12-06 12:01:00,0,0,0,1
14246,200196878,2023-12-06 13:31:00,0,0,1,0
14246,200196880,2023-12-20 10:28:53,0,1,0,0
14246,200196880,2023-12-20 13:53:15,1,0,0,0
14246,200196880,2023-12-20 14:52:00,0,0,0,1
14246,200196880,2023-12-20 16:42:42,0,0,1,0
14246,200196890,2024-01-18 09:33:00,0,1,0,0
14246,200196890,2024-01-18 13:01:17,1,0,0,0
14246,200196890,2024-01-18 14:00:31,0,0,0,1
14246,200196890,2024-01-18 15:33:12,0,0,1,0
14246,200196894,2024-01-22 09:52:51,0,1,0,0
14246,200196894,2024-01-22 10:39:34,1,0,0,0
14246,200196894,2024-01-22 11:54:24,0,0,0,1
14246,200196894,2024-01-22 13:31:41,0,0,1,0
14246,200196896,2024-01-24 08:43:25,0,1,0,0
14246,200196896,2024-01-24 11:44:31,1,0,0,0
14246,200196896,2024-01-24 12:36:58,0,0,0,1
14246,200196896,2024-01-24 14:13:44,0,0,1,0
14246,200196905,2024-01-25 08:56:03,0,1,0,0
14246,200196905,2024-01-25 12:00:08,1,0,0,0
14246,200196905,2024-01-25 13:17:29,0,0,0,1
14246,200196905,2024-01-25 15:00:41,0,0,1,0
14246,200199657,2024-03-14 08:31:51,0,1,0,0
14246,200199657,2024-03-14 12:04:51,1,0,0,0
14246,200199657,2024-03-14 12:57:15,0,0,0,1
14246,200199657,2024-03-14 14:32:01,0,0,1,0
14246,200199658,2024-02-12 11:14:00,0,1,0,0
14246,200199658,2024-02-12 14:15:00,1,0,0,0
14246,200199658,2024-02-12 15:12:00,0,0,0,1
14246,200199658,2024-02-12 16:52:00,0,0,1,0
14246,200199659,2024-02-14 11:51:11,0,1,0,0
14246,200199659,2024-02-14 15:16:44,1,0,0,0
14246,200199659,2024-02-14 16:11:23,0,0,0,1
14246,200199659,2024-02-14 17:42:53,0,0,1,0
14246,200200221,2024-04-26 06:18:59,0,1,0,0
14246,200200221,2024-04-26 09:40:28,1,0,0,0
14246,200200221,2024-04-26 10:50:02,0,0,0,1
14246,200200221,2024-04-26 12:25:20,0,0,1,0
14246,200200223,2024-02-19 07:54:33,0,1,0,0
14246,200200223,2024-02-19 11:08:47,1,0,0,0
14246,200200223,2024-02-19 12:04:08,0,0,0,1
14246,200200223,2024-02-19 13:42:18,0,0,1,0
14246,200200227,2024-03-04 09:22:00,0,1,0,0
14246,200200227,2024-03-04 12:47:00,1,0,0,0
14246,200200227,2024-03-04 14:29:00,0,0,0,1
14246,200200227,2024-03-04 16:10:00,0,0,1,0
14246,200200228,2024-02-21 07:23:15,0,1,0,0
14246,200200228,2024-02-21 10:44:25,1,0,0,0
14246,200200228,2024-02-21 11:36:45,0,0,0,1
14246,200200228,2024-02-21 13:19:19,0,0,1,0
14246,200200230,2024-05-20 07:32:42,0,1,0,0
14246,200200230,2024-05-20 10:55:17,1,0,0,0
14246,200200230,2024-05-20 11:48:25,0,0,0,1
14246,200200230,2024-05-20 13:18:56,0,0,1,0
14246,200200231,2024-03-06 12:25:00,0,1,0,0
14246,200200231,2024-03-06 15:56:00,1,0,0,0
14246,200200231,2024-03-06 16:45:00,0,0,0,1
14246,200200231,2024-03-06 18:22:00,0,0,1,0
14246,200200232,2024-06-05 06:28:00,0,1,0,0
14246,200200232,2024-06-05 09:47:00,1,0,0,0
14246,200200232,2024-06-05 10:34:00,0,0,0,1
14246,200200232,2024-06-05 12:10:00,0,0,1,0
14246,200200233,2024-03-18 08:19:07,0,1,0,0
14246,200200233,2024-03-18 11:37:46,1,0,0,0
14246,200200233,2024-03-18 12:26:09,0,0,0,1
14246,200200233,2024-03-18 14:02:12,0,0,1,0
14246,200200371,2024-04-17 07:32:33,0,1,0,0
14246,200200371,2024-04-17 10:53:38,1,0,0,0
14246,200200371,2024-04-17 11:55:56,0,0,0,1
14246,200200371,2024-04-17 13:34:23,0,0,1,0
14246,200200373,2024-03-11 09:20:00,0,1,0,0
14246,200200373,2024-03-11 12:43:00,1,0,0,0
14246,200200373,2024-03-11 13:33:00,0,0,0,1
14246,200200373,2024-03-11 15:20:00,0,0,1,0
14246,200200376,2024-04-18 06:38:43,0,1,0,0
14246,200200376,2024-04-18 10:18:21,1,0,0,0
14246,200200376,2024-04-18 11:11:28,0,0,0,1
14246,200200376,2024-04-18 12:41:26,0,0,1,0
14246,200200378,2024-03-20 07:04:19,0,1,0,0
14246,200200378,2024-03-20 10:32:24,1,0,0,0
14246,200200378,2024-03-20 11:22:35,0,0,0,1
14246,200200378,2024-03-20 12:56:12,0,0,1,0
14246,200200379,2024-03-13 11:07:06,0,1,0,0
14246,200200379,2024-03-13 14:23:37,1,0,0,0
14246,200200379,2024-03-13 15:16:37,0,0,0,1
14246,200200379,2024-03-13 16:51:04,0,0,1,0
14246,200200382,2024-04-15 07:21:43,0,1,0,0
14246,200200382,2024-04-15 10:44:54,1,0,0,0
14246,200200382,2024-04-15 11:43:35,0,0,0,1
14246,200200382,2024-04-15 13:30:00,0,0,1,0
14246,200200388,2024-03-27 09:02:53,0,1,0,0
14246,200200388,2024-03-27 12:32:53,1,0,0,0
14246,200200388,2024-03-27 13:27:03,0,0,0,1
14246,200200388,2024-03-27 15:03:31,0,0,1,0
14246,200202547,2024-04-22 08:17:48,0,1,0,0
14246,200202547,2024-04-22 11:38:48,1,0,0,0
14246,200202547,2024-04-22 12:28:41,0,0,0,1
14246,200202547,2024-04-22 14:07:58,0,0,1,0
14246,200202549,2024-04-24 08:31:09,0,1,0,0
14246,200202549,2024-04-24 11:47:04,1,0,0,0
14246,200202549,2024-04-24 12:51:25,0,0,0,1
14246,200202549,2024-04-24 14:24:39,0,0,1,0
14246,200202551,2024-04-25 10:23:48,0,1,0,0
14246,200202551,2024-04-25 13:57:00,1,0,0,0
14246,200202551,2024-04-25 14:55:51,0,0,0,1
14246,200202551,2024-04-25 16:25:32,0,0,1,0
14246,200202554,2024-04-29 08:22:19,0,1,0,0
14246,200202554,2024-04-29 11:55:13,1,0,0,0
14246,200202554,2024-04-29 12:48:55,0,0,0,1
14246,200202554,2024-04-29 14:27:10,0,0,1,0
14246,200202557,2024-05-16 06:36:15,0,1,0,0
14246,200202557,2024-05-16 10:20:11,1,0,0,0
14246,200202557,2024-05-16 11:08:31,0,0,0,1
14246,200202557,2024-05-16 12:45:46,0,0,1,0
14246,200203878,2024-05-27 08:30:39,0,1,0,0
14246,200203878,2024-05-27 11:40:07,1,0,0,0
14246,200203878,2024-05-27 12:27:03,0,0,0,1
14246,200203878,2024-05-27 14:04:45,0,0,1,0
14246,200205523,2024-07-11 07:45:00,0,1,0,0
14246,200205523,2024-07-11 11:25:00,1,0,0,0
14246,200205523,2024-07-11 12:09:00,0,0,0,1
14246,200205523,2024-07-11 13:44:00,0,0,1,0
14246,200205529,2024-05-24 09:13:25,0,1,0,0
14246,200205529,2024-05-24 12:50:05,1,0,0,0
14246,200205529,2024-05-24 13:32:17,0,0,0,1
14246,200205529,2024-05-24 15:13:26,0,0,1,0
14246,200205533,2024-05-30 06:28:11,0,1,0,0
14246,200205533,2024-05-30 09:57:55,1,0,0,0
14246,200205533,2024-05-30 10:44:37,0,0,0,1
14246,200205533,2024-05-30 12:19:23,0,0,1,0
14246,200205536,2024-06-03 07:58:00,0,1,0,0
14246,200205536,2024-06-03 11:25:00,1,0,0,0
14246,200205536,2024-06-03 12:11:00,0,0,0,1
14246,200205536,2024-06-03 12:51:00,0,0,1,0
14246,200205678,2024-06-07 08:11:00,0,1,0,0
14246,200205678,2024-06-07 11:46:00,1,0,0,0
14246,200205678,2024-06-07 12:34:00,0,0,0,1
14246,200205678,2024-06-07 14:14:00,0,0,1,0
14246,200205680,2024-07-10 07:07:00,0,1,0,0
14246,200205680,2024-07-10 10:37:00,1,0,0,0
14246,200205680,2024-07-10 11:27:00,0,0,0,1
14246,200205680,2024-07-10 13:08:00,0,0,1,0
14246,200205681,2024-05-23 07:09:48,0,1,0,0
14246,200205681,2024-05-23 10:36:17,1,0,0,0
14246,200205681,2024-05-23 11:28:45,0,0,0,1
14246,200205681,2024-05-23 13:10:50,0,0,1,0
14246,200205682,2024-05-22 08:35:45,0,1,0,0
14246,200205682,2024-05-22 12:04:19,1,0,0,0
14246,200205682,2024-05-22 13:05:18,0,0,0,1
14246,200205682,2024-05-22 14:35:25,0,0,1,0
14246,200205683,2024-05-29 09:09:30,0,1,0,0
14246,200205683,2024-05-29 12:43:25,1,0,0,0
14246,200205683,2024-05-29 13:29:50,0,0,0,1
14246,200205683,2024-05-29 15:10:51,0,0,1,0
14246,200205686,2024-07-08 08:09:00,0,1,0,0
14246,200205686,2024-07-08 11:07:00,1,0,0,0
14246,200205686,2024-07-08 11:49:00,0,0,0,1
14246,200205686,2024-07-08 13:32:00,0,0,1,0
14246,200205688,2024-07-05 07:42:00,0,1,0,0
14246,200205688,2024-07-05 11:23:00,1,0,0,0
14246,200205688,2024-07-05 12:10:00,0,0,0,1
14246,200205688,2024-07-05 13:52:00,0,0,1,0
14246,200205690,2024-07-01 06:56:00,0,1,0,0
14246,200205690,2024-07-01 10:21:00,1,0,0,0
14246,200205690,2024-07-01 11:04:00,0,0,0,1
14246,200205690,2024-07-01 12:44:00,0,0,1,0
14246,200205692,2024-07-04 07:50:00,0,1,0,0
14246,200205692,2024-07-04 11:16:00,1,0,0,0
14246,200205692,2024-07-04 12:23:00,0,0,0,1
14246,200205692,2024-07-04 13:58:00,0,0,1,0
14246,200205696,2024-07-03 07:50:00,0,1,0,0
14246,200205696,2024-07-03 11:08:00,1,0,0,0
14246,200205696,2024-07-03 11:59:00,0,0,0,1
14246,200205696,2024-07-03 13:33:00,0,0,1,0
14246,200209965,2024-07-15 07:58:26,0,1,0,0
14246,200209965,2024-07-15 11:22:13,1,0,0,0
14246,200209965,2024-07-15 12:08:50,0,0,0,1
14246,200209965,2024-07-15 13:44:34,0,0,1,0
14246,200209967,2024-07-17 08:18:52,0,1,0,0
14246,200209967,2024-07-17 11:53:39,1,0,0,0
14246,200209967,2024-07-17 12:39:57,0,0,0,1
14246,200209967,2024-07-17 14:23:06,0,0,1,0
14246,200209981,2024-07-25 07:27:48,0,1,0,0
14246,200209981,2024-07-25 07:43:45,1,0,0,0
14246,200209981,2024-07-25 11:17:35,0,0,0,1
14246,200209981,2024-07-25 12:04:23,0,0,1,0
14246,200209981,2024-07-25 13:46:48,0,0,1,0
14246,200209984,2024-07-29 07:14:41,0,1,0,0
14246,200209984,2024-07-29 10:32:08,1,0,0,0
14246,200209984,2024-07-29 11:21:19,0,0,0,1
14246,200209984,2024-07-29 13:02:55,0,0,1,0
14246,200211469,2024-07-31 07:22:42,0,1,0,0
14246,200211469,2024-07-31 10:59:05,1,0,0,0
14246,200211469,2024-07-31 11:49:31,0,0,0,1
14246,200211469,2024-07-31 13:25:11,0,0,1,0
17825,10005223,2023-11-16 08:38:56,0,1,0,0
17825,10005223,2023-11-16 11:46:55,1,0,0,0
17825,10005223,2023-11-16 12:36:47,0,0,0,1
17825,10005223,2023-11-16 14:05:13,0,0,1,0
17825,10005235,2023-11-30 08:31:03,0,1,0,0
17825,10005235,2023-11-30 11:21:30,1,0,0,0
17825,10005235,2023-11-30 12:23:52,0,0,0,1
17825,10005235,2023-11-30 13:59:41,0,0,1,0
17825,200178572,2023-03-23 07:53:57,0,1,0,0
17825,200178572,2023-03-23 10:29:43,1,0,0,0
17825,200178572,2023-03-23 12:13:20,0,0,0,1
17825,200178572,2023-03-23 13:03:38,0,0,1,0
17825,200179220,2023-03-16 13:40:13,0,1,0,0
17825,200179220,2023-03-16 17:03:51,1,0,0,0
17825,200179222,2023-03-17 13:31:15,0,1,0,0
17825,200179222,2023-03-17 17:12:10,1,0,0,0
17825,200179222,2023-03-17 19:55:56,0,0,0,1
17825,200179222,2023-03-17 19:58:43,0,0,1,0
17825,200181620,2023-03-24 08:31:15,0,1,0,0
17825,200181620,2023-03-24 11:53:41,1,0,0,0
17825,200181620,2023-03-24 13:13:11,0,0,0,1
17825,200181620,2023-03-24 14:30:45,0,0,1,0
17825,200182429,2023-03-30 09:29:25,0,1,0,0
17825,200182429,2023-03-30 12:26:49,1,0,0,0
17825,200182429,2023-03-30 13:32:39,0,0,0,1
17825,200182429,2023-03-30 14:52:53,0,0,1,0
17825,200182431,2023-03-31 06:38:15,0,1,0,0
17825,200182431,2023-03-31 10:09:57,1,0,0,0
17825,200182431,2023-03-31 11:20:57,0,0,0,1
17825,200182431,2023-03-31 12:58:34,0,0,1,0
17825,200182434,2023-04-06 11:41:00,0,1,0,0
17825,200182434,2023-04-06 14:58:00,1,0,0,0
17825,200182434,2023-04-06 16:00:00,0,0,0,1
17825,200182434,2023-04-06 18:40:00,0,0,1,0
17825,200182440,2023-04-20 08:19:45,0,1,0,0
17825,200182440,2023-04-20 11:12:48,1,0,0,0
17825,200182440,2023-04-20 12:24:36,0,0,0,1
17825,200182440,2023-04-20 13:43:28,0,0,1,0
17825,200182443,2023-04-27 09:37:04,0,1,0,0
17825,200182443,2023-04-27 13:07:28,1,0,0,0
17825,200182443,2023-04-27 14:18:09,0,0,0,1
17825,200182443,2023-04-27 15:31:03,0,0,1,0
17825,200182444,2023-05-24 09:18:13,0,1,0,0
17825,200182444,2023-05-24 12:16:53,1,0,0,0
17825,200182444,2023-05-24 13:24:40,0,0,0,1
17825,200182444,2023-05-24 15:01:32,0,0,1,0
17825,200182446,2023-07-06 08:17:00,0,1,0,0
17825,200182446,2023-07-06 11:12:00,1,0,0,0
17825,200182446,2023-07-06 12:16:00,0,0,0,1
17825,200182446,2023-07-06 13:47:00,0,0,1,0
17825,200182448,2023-07-05 08:53:00,0,1,0,0
17825,200182448,2023-07-05 12:02:00,1,0,0,0
17825,200182448,2023-07-05 13:25:00,0,0,0,1
17825,200182448,2023-07-05 14:46:00,0,0,1,0
17825,200184532,2023-07-12 08:37:00,0,1,0,0
17825,200184532,2023-07-12 12:09:00,1,0,0,0
17825,200184532,2023-07-12 13:15:00,0,0,0,1
17825,200184532,2023-07-12 14:55:00,0,0,1,0
17825,200184533,2023-06-01 06:31:00,0,1,0,0
17825,200184533,2023-06-01 09:35:00,1,0,0,0
17825,200184533,2023-06-01 10:43:00,0,0,0,1
17825,200184533,2023-06-01 12:20:00,0,0,1,0
17825,200184534,2023-06-02 08:33:00,0,1,0,0
17825,200184534,2023-06-02 11:34:00,1,0,0,0
17825,200184534,2023-06-02 12:50:00,0,0,0,1
17825,200184534,2023-06-02 14:08:00,0,0,1,0
17825,200184604,2023-06-08 12:56:00,0,1,0,0
17825,200184604,2023-06-08 16:09:00,1,0,0,0
17825,200184604,2023-06-08 17:13:00,0,0,0,1
17825,200184604,2023-06-08 18:48:00,0,0,1,0
17825,200184605,2023-06-14 08:26:10,0,1,0,0
17825,200184605,2023-06-14 11:52:37,1,0,0,0
17825,200184605,2023-06-14 13:11:38,0,0,0,1
17825,200184605,2023-06-14 14:49:25,0,0,1,0
17825,200184607,2023-06-15 07:46:20,0,1,0,0
17825,200184607,2023-06-15 11:21:33,1,0,0,0
17825,200184607,2023-06-15 13:06:46,0,0,0,1
17825,200184607,2023-06-15 14:38:00,0,0,1,0
17825,200184608,2023-06-16 08:31:20,0,1,0,0
17825,200184608,2023-06-16 12:23:26,1,0,0,0
17825,200184608,2023-06-16 13:44:19,0,0,0,1
17825,200184608,2023-06-16 15:19:20,0,0,1,0
17825,200184610,2023-06-22 08:02:36,0,1,0,0
17825,200184610,2023-06-22 11:24:39,1,0,0,0
17825,200184610,2023-06-22 12:52:16,0,0,0,1
17825,200184610,2023-06-22 14:34:16,0,0,1,0
17825,200184611,2023-06-23 07:16:39,0,1,0,0
17825,200184611,2023-06-23 10:31:18,1,0,0,0
17825,200184611,2023-06-23 11:41:50,0,0,0,1
17825,200184611,2023-06-23 14:29:46,0,0,1,0
17825,200185570,2023-05-25 09:50:09,0,1,0,0
17825,200185570,2023-05-25 13:14:59,1,0,0,0
17825,200185570,2023-05-25 14:19:05,0,0,0,1
17825,200185570,2023-05-25 15:57:13,0,0,1,0
17825,200187023,2023-06-28 06:59:13,0,1,0,0
17825,200187023,2023-06-28 10:47:59,1,0,0,0
17825,200187023,2023-06-28 11:53:54,0,0,0,1
17825,200187023,2023-06-28 13:26:04,0,0,1,0
17825,200187025,2023-06-29 08:00:49,0,1,0,0
17825,200187025,2023-06-29 11:36:46,1,0,0,0
17825,200187025,2023-06-29 13:06:58,0,0,0,1
17825,200187025,2023-06-29 14:41:01,0,0,1,0
17825,200187030,2023-07-13 08:37:21,0,1,0,0
17825,200187030,2023-07-13 12:07:23,1,0,0,0
17825,200187030,2023-07-13 13:16:09,0,0,0,1
17825,200187030,2023-07-13 14:54:47,0,0,1,0
