EQUIPO;OPERACION;ORDEN;DATEVALUE
14246;Centrifugació 1 ini;200188842;07-27-2023 07:21:08
14246;Centrifugació 1 fi;200188842;07-27-2023 10:55:32
14246;Centrifugació 2 ini;200188842;07-27-2023 11:58:58
14246;Centrifugació 2 fi;200188842;07-27-2023 13:35:36
14246;Centrifugació 1 ini;200188844;08-02-2023 09:34:00
14246;Centrifugació 1 fi;200188844;08-02-2023 12:58:00
14246;Centrifugació 2 ini;200188844;08-02-2023 14:04:00
14246;Centrifugació 2 fi;200188844;08-02-2023 15:37:00
14246;Centrifugació 1 ini;200188845;08-03-2023 08:15:00
14246;Centrifugació 1 fi;200188845;08-03-2023 11:40:00
14246;Centrifugació 2 ini;200188845;08-03-2023 12:45:00
14246;Centrifugació 2 fi;200188845;08-03-2023 14:26:00
14246;Centrifugació 1 ini;200188848;09-06-2023 11:14:00
14246;Centrifugació 1 fi;200188848;09-06-2023 14:46:00
14246;Centrifugació 2 ini;200188848;09-06-2023 15:48:00
14246;Centrifugació 2 fi;200188848;09-06-2023 17:25:00
14246;Centrifugació 1 ini;200188850;09-07-2023 08:14:00
14246;Centrifugació 1 fi;200188850;09-07-2023 11:40:00
14246;Centrifugació 2 ini;200188850;09-07-2023 13:08:00
14246;Centrifugació 2 fi;200188850;09-07-2023 14:46:00
14246;Centrifugació 1 ini;200191079;09-15-2023 12:17:38
14246;Centrifugació 1 fi;200191079;09-15-2023 15:41:13
14246;Centrifugació 2 ini;200191079;09-15-2023 16:40:12
14246;Centrifugació 2 fi;200191079;09-15-2023 18:05:57
14246;Centrifugació 1 ini;200191081;09-14-2023 10:00:55
14246;Centrifugació 1 fi;200191081;09-14-2023 13:03:39
14246;Centrifugació 2 ini;200191081;09-14-2023 14:08:48
14246;Centrifugació 2 fi;200191081;09-14-2023 15:40:47
14246;Centrifugació 1 ini;200191082;09-27-2023 08:58:03
14246;Centrifugació 1 fi;200191082;09-27-2023 12:14:31
14246;Centrifugació 2 ini;200191082;09-27-2023 13:18:52
14246;Centrifugació 2 fi;200191082;09-27-2023 14:47:11
14246;Centrifugació 1 ini;200191084;09-28-2023 09:48:31
14246;Centrifugació 1 fi;200191084;09-28-2023 13:00:37
14246;Centrifugació 2 ini;200191084;09-28-2023 14:07:51
14246;Centrifugació 2 fi;200191084;09-28-2023 15:47:04
14246;Centrifugació 1 ini;200191088;10-05-2023 08:39:00
14246;Centrifugació 1 fi;200191088;10-05-2023 12:06:00
14246;Centrifugació 2 ini;200191088;10-05-2023 13:12:00
14246;Centrifugació 2 fi;200191088;10-05-2023 14:50:00
14246;Centrifugació 1 ini;200191090;09-29-2023 12:09:40
14246;Centrifugació 1 fi;200191090;09-29-2023 15:35:55
14246;Centrifugació 2 ini;200191090;09-29-2023 16:46:31
14246;Centrifugació 2 fi;200191090;09-29-2023 18:24:58
14246;Centrifugació 1 ini;200191388;10-19-2023 11:31:34
14246;Centrifugació 1 fi;200191388;10-19-2023 14:21:10
14246;Centrifugació 2 ini;200191388;10-19-2023 16:22:57
14246;Centrifugació 2 fi;200191388;10-19-2023 16:51:00
14246;Centrifugació 1 ini;200191393;10-26-2023 07:45:24
14246;Centrifugació 1 fi;200191393;10-26-2023 10:50:14
14246;Centrifugació 2 ini;200191393;10-26-2023 12:11:42
14246;Centrifugació 2 fi;200191393;10-26-2023 13:44:46
14246;Centrifugació 1 ini;200191395;11-02-2023 10:06:00
14246;Centrifugació 1 fi;200191395;11-02-2023 13:27:00
14246;Centrifugació 2 ini;200191395;11-02-2023 14:18:00
14246;Centrifugació 2 fi;200191395;11-02-2023 15:53:00
14246;Centrifugació 1 ini;200191398;10-27-2023 08:47:28
14246;Centrifugació 1 fi;200191398;10-27-2023 12:08:20
14246;Centrifugació 2 ini;200191398;10-27-2023 13:07:53
14246;Centrifugació 2 fi;200191398;10-27-2023 14:57:47
14246;Centrifugació 1 ini;200195712;11-08-2023 08:29:00
14246;Centrifugació 1 fi;200195712;11-08-2023 11:41:00
14246;Centrifugació 2 ini;200195712;11-08-2023 12:28:00
14246;Centrifugació 2 fi;200195712;11-08-2023 14:16:00
14246;Centrifugació 1 ini;200195910;11-16-2023 08:48:49
14246;Centrifugació 1 fi;200195910;11-16-2023 12:14:28
14246;Centrifugació 2 ini;200195910;11-16-2023 20:51:44
14246;Centrifugació 2 fi;200195910;11-16-2023 20:53:49
14246;Centrifugació 1 ini;200196401;11-22-2023 08:46:28
14246;Centrifugació 1 fi;200196401;11-22-2023 12:01:40
14246;Centrifugació 2 ini;200196401;11-22-2023 13:03:04
14246;Centrifugació 2 fi;200196401;11-22-2023 14:29:09
14246;Centrifugació 1 ini;200196793;11-29-2023 08:48:30
14246;Centrifugació 1 fi;200196793;11-29-2023 11:59:14
14246;Centrifugació 2 ini;200196793;11-29-2023 12:52:12
14246;Centrifugació 2 fi;200196793;11-29-2023 14:31:43
14246;Centrifugació 1 ini;200196872;11-24-2023 08:57:22
14246;Centrifugació 1 fi;200196872;11-24-2023 12:17:11
14246;Centrifugació 2 ini;200196872;11-24-2023 13:06:06
14246;Centrifugació 2 fi;200196872;11-24-2023 15:21:31
14246;Centrifugació 1 ini;200196873;12-01-2023 09:57:00
14246;Centrifugació 1 fi;200196873;12-01-2023 13:23:00
14246;Centrifugació 2 ini;200196873;12-01-2023 14:16:00
14246;Centrifugació 2 fi;200196873;12-01-2023 15:48:00
14246;Centrifugació 1 ini;200196878;12-06-2023 07:51:00
14246;Centrifugació 1 fi;200196878;12-06-2023 11:11:00
14246;Centrifugació 2 ini;200196878;12-06-2023 12:01:00
14246;Centrifugació 2 fi;200196878;12-06-2023 13:31:00
14246;Centrifugació 1 ini;200196880;12-20-2023 10:28:53
14246;Centrifugació 1 fi;200196880;12-20-2023 13:53:15
14246;Centrifugació 2 ini;200196880;12-20-2023 14:52:00
14246;Centrifugació 2 fi;200196880;12-20-2023 16:42:42
14246;Centrifugació 1 ini;200196890;01-18-2024 09:33:00
14246;Centrifugació 1 fi;200196890;01-18-2024 13:01:17
14246;Centrifugació 2 ini;200196890;01-18-2024 14:00:31
14246;Centrifugació 2 fi;200196890;01-18-2024 15:33:12
14246;Centrifugació 1 ini;200196894;01-22-2024 09:52:51
14246;Centrifugació 1 fi;200196894;01-22-2024 10:39:34
14246;Centrifugació 2 ini;200196894;01-22-2024 11:54:24
14246;Centrifugació 2 fi;200196894;01-22-2024 13:31:41
14246;Centrifugació 1 ini;200196896;01-24-2024 08:43:25
14246;Centrifugació 1 fi;200196896;01-24-2024 11:44:31
14246;Centrifugació 2 ini;200196896;01-24-2024 12:36:58
14246;Centrifugació 2 fi;200196896;01-24-2024 14:13:44
14246;Centrifugació 1 ini;200196905;01-25-2024 08:56:03
14246;Centrifugació 1 fi;200196905;01-25-2024 12:00:08
14246;Centrifugació 2 ini;200196905;01-25-2024 13:17:29
14246;Centrifugació 2 fi;200196905;01-25-2024 15:00:41
14246;Centrifugació 1 ini;200199657;03-14-2024 08:31:51
14246;Centrifugació 1 fi;200199657;03-14-2024 12:04:51
14246;Centrifugació 2 ini;200199657;03-14-2024 12:57:15
14246;Centrifugació 2 fi;200199657;03-14-2024 14:32:01
14246;Centrifugació 1 ini;200199658;02-12-2024 11:14:00
14246;Centrifugació 1 fi;200199658;02-12-2024 14:15:00
14246;Centrifugació 2 ini;200199658;02-12-2024 15:12:00
14246;Centrifugació 2 fi;200199658;02-12-2024 16:52:00
14246;Centrifugació 1 ini;200199659;02-14-2024 11:51:11
14246;Centrifugació 1 fi;200199659;02-14-2024 15:16:44
14246;Centrifugació 2 ini;200199659;02-14-2024 16:11:23
14246;Centrifugació 2 fi;200199659;02-14-2024 17:42:53
14246;Centrifugació 1 ini;200200221;04-26-2024 06:18:59
14246;Centrifugació 1 fi;200200221;04-26-2024 09:40:28
14246;Centrifugació 2 ini;200200221;04-26-2024 10:50:02
14246;Centrifugació 2 fi;200200221;04-26-2024 12:25:20
14246;Centrifugació 1 ini;200200223;02-19-2024 07:54:33
14246;Centrifugació 1 fi;200200223;02-19-2024 11:08:47
14246;Centrifugació 2 ini;200200223;02-19-2024 12:04:08
14246;Centrifugació 2 fi;200200223;02-19-2024 13:42:18
14246;Centrifugació 1 ini;200200227;03-04-2024 09:22:00
14246;Centrifugació 1 fi;200200227;03-04-2024 12:47:00
14246;Centrifugació 2 ini;200200227;03-04-2024 14:29:00
14246;Centrifugació 2 fi;200200227;03-04-2024 16:10:00
14246;Centrifugació 1 ini;200200228;02-21-2024 07:23:15
14246;Centrifugació 1 fi;200200228;02-21-2024 10:44:25
14246;Centrifugació 2 ini;200200228;02-21-2024 11:36:45
14246;Centrifugació 2 fi;200200228;02-21-2024 13:19:19
14246;Centrifugació 1 ini;200200230;05-20-2024 07:32:42
14246;Centrifugació 1 fi;200200230;05-20-2024 10:55:17
14246;Centrifugació 2 ini;200200230;05-20-2024 11:48:25
14246;Centrifugació 2 fi;200200230;05-20-2024 13:18:56
14246;Centrifugació 1 ini;200200231;03-06-2024 12:25:00
14246;Centrifugació 1 fi;200200231;03-06-2024 15:56:00
14246;Centrifugació 2 ini;200200231;03-06-2024 16:45:00
14246;Centrifugació 2 fi;200200231;03-06-2024 18:22:00
14246;Centrifugació 1 ini;200200232;06-05-2024 06:28:00
14246;Centrifugació 1 fi;200200232;06-05-2024 09:47:00
14246;Centrifugació 2 ini;200200232;06-05-2024 10:34:00
14246;Centrifugació 2 fi;200200232;06-05-2024 12:10:00
14246;Centrifugació 1 ini;200200233;03-18-2024 08:19:07
14246;Centrifugació 1 fi;200200233;03-18-2024 11:37:46
14246;Centrifugació 2 ini;200200233;03-18-2024 12:26:09
14246;Centrifugació 2 fi;200200233;03-18-2024 14:02:12
14246;Centrifugació 1 ini;200200371;04-17-2024 07:32:33
14246;Centrifugació 1 fi;200200371;04-17-2024 10:53:38
14246;Centrifugació 2 ini;200200371;04-17-2024 11:55:56
14246;Centrifugació 2 fi;200200371;04-17-2024 13:34:23
14246;Centrifugació 1 ini;200200373;03-11-2024 09:20:00
14246;Centrifugació 1 fi;200200373;03-11-2024 12:43:00
14246;Centrifugació 2 ini;200200373;03-11-2024 13:33:00
14246;Centrifugació 2 fi;200200373;03-11-2024 15:20:00
14246;Centrifugació 1 ini;200200376;04-18-2024 06:38:43
14246;Centrifugació 1 fi;200200376;04-18-2024 10:18:21
14246;Centrifugació 2 ini;200200376;04-18-2024 11:11:28
14246;Centrifugació 2 fi;200200376;04-18-2024 12:41:26
14246;Centrifugació 1 ini;200200378;03-20-2024 07:04:19
14246;Centrifugació 1 fi;200200378;03-20-2024 10:32:24
14246;Centrifugació 2 ini;200200378;03-20-2024 11:22:35
14246;Centrifugació 2 fi;200200378;03-20-2024 12:56:12
14246;Centrifugació 1 ini;200200379;03-13-2024 11:07:06
14246;Centrifugació 1 fi;200200379;03-13-2024 14:23:37
14246;Centrifugació 2 ini;200200379;03-13-2024 15:16:37
14246;Centrifugació 2 fi;200200379;03-13-2024 16:51:04
14246;Centrifugació 1 ini;200200382;04-15-2024 07:21:43
14246;Centrifugació 1 fi;200200382;04-15-2024 10:44:54
14246;Centrifugació 2 ini;200200382;04-15-2024 11:43:35
14246;Centrifugació 2 fi;200200382;04-15-2024 13:30:00
14246;Centrifugació 1 ini;200200388;03-27-2024 09:02:53
14246;Centrifugació 1 fi;200200388;03-27-2024 12:32:53
14246;Centrifugació 2 ini;200200388;03-27-2024 13:27:03
14246;Centrifugació 2 fi;200200388;03-27-2024 15:03:31
14246;Centrifugació 1 ini;200202547;04-22-2024 08:17:48
14246;Centrifugació 1 fi;200202547;04-22-2024 11:38:48
14246;Centrifugació 2 ini;200202547;04-22-2024 12:28:41
14246;Centrifugació 2 fi;200202547;04-22-2024 14:07:58
14246;Centrifugació 1 ini;200202549;04-24-2024 08:31:09
14246;Centrifugació 1 fi;200202549;04-24-2024 11:47:04
14246;Centrifugació 2 ini;200202549;04-24-2024 12:51:25
14246;Centrifugació 2 fi;200202549;04-24-2024 14:24:39
14246;Centrifugació 1 ini;200202551;04-25-2024 10:23:48
14246;Centrifugació 1 fi;200202551;04-25-2024 13:57:00
14246;Centrifugació 2 ini;200202551;04-25-2024 14:55:51
14246;Centrifugació 2 fi;200202551;04-25-2024 16:25:32
14246;Centrifugació 1 ini;200202554;04-29-2024 08:22:19
14246;Centrifugació 1 fi;200202554;04-29-2024 11:55:13
14246;Centrifugació 2 ini;200202554;04-29-2024 12:48:55
14246;Centrifugació 2 fi;200202554;04-29-2024 14:27:10
14246;Centrifugació 1 ini;200202557;05-16-2024 06:36:15
14246;Centrifugació 1 fi;200202557;05-16-2024 10:20:11
14246;Centrifugació 2 ini;200202557;05-16-2024 11:08:31
14246;Centrifugació 2 fi;200202557;05-16-2024 12:45:46
14246;Centrifugació 1 ini;200203878;05-27-2024 08:30:39
14246;Centrifugació 1 fi;200203878;05-27-2024 11:40:07
14246;Centrifugació 2 ini;200203878;05-27-2024 12:27:03
14246;Centrifugació 2 fi;200203878;05-27-2024 14:04:45
14246;Centrifugació 1 ini;200205523;07-11-2024 07:45:00
14246;Centrifugació 1 fi;200205523;07-11-2024 11:25:00
14246;Centrifugació 2 ini;200205523;07-11-2024 12:09:00
14246;Centrifugació 2 fi;200205523;07-11-2024 13:44:00
14246;Centrifugació 1 ini;200205529;05-24-2024 09:13:25
14246;Centrifugació 1 fi;200205529;05-24-2024 12:50:05
14246;Centrifugació 2 ini;200205529;05-24-2024 13:32:17
14246;Centrifugació 2 fi;200205529;05-24-2024 15:13:26
14246;Centrifugació 1 ini;200205533;05-30-2024 06:28:11
14246;Centrifugació 1 fi;200205533;05-30-2024 09:57:55
14246;Centrifugació 2 ini;200205533;05-30-2024 10:44:37
14246;Centrifugació 2 fi;200205533;05-30-2024 12:19:23
14246;Centrifugació 1 ini;200205536;06-03-2024 07:58:00
14246;Centrifugació 1 fi;200205536;06-03-2024 11:25:00
14246;Centrifugació 2 ini;200205536;06-03-2024 12:11:00
14246;Centrifugació 2 fi;200205536;06-03-2024 12:51:00
14246;Centrifugació 1 ini;200205678;06-07-2024 08:11:00
14246;Centrifugació 1 fi;200205678;06-07-2024 11:46:00
14246;Centrifugació 2 ini;200205678;06-07-2024 12:34:00
14246;Centrifugació 2 fi;200205678;06-07-2024 14:14:00
14246;Centrifugació 1 ini;200205680;07-10-2024 07:07:00
14246;Centrifugació 1 fi;200205680;07-10-2024 10:37:00
14246;Centrifugació 2 ini;200205680;07-10-2024 11:27:00
14246;Centrifugació 2 fi;200205680;07-10-2024 13:08:00
14246;Centrifugació 1 ini;200205681;05-23-2024 07:09:48
14246;Centrifugació 1 fi;200205681;05-23-2024 10:36:17
14246;Centrifugació 2 ini;200205681;05-23-2024 11:28:45
14246;Centrifugació 2 fi;200205681;05-23-2024 13:10:50
14246;Centrifugació 1 ini;200205682;05-22-2024 08:35:45
14246;Centrifugació 1 fi;200205682;05-22-2024 12:04:19
14246;Centrifugació 2 ini;200205682;05-22-2024 13:05:18
14246;Centrifugació 2 fi;200205682;05-22-2024 14:35:25
14246;Centrifugació 1 ini;200205683;05-29-2024 09:09:30
14246;Centrifugació 1 fi;200205683;05-29-2024 12:43:25
14246;Centrifugació 2 ini;200205683;05-29-2024 13:29:50
14246;Centrifugació 2 fi;200205683;05-29-2024 15:10:51
14246;Centrifugació 1 ini;200205686;07-08-2024 08:09:00
14246;Centrifugació 1 fi;200205686;07-08-2024 11:07:00
14246;Centrifugació 2 ini;200205686;07-08-2024 11:49:00
14246;Centrifugació 2 fi;200205686;07-08-2024 13:32:00
14246;Centrifugació 1 ini;200205688;07-05-2024 07:42:00
14246;Centrifugació 1 fi;200205688;07-05-2024 11:23:00
14246;Centrifugació 2 ini;200205688;07-05-2024 12:10:00
14246;Centrifugació 2 fi;200205688;07-05-2024 13:52:00
14246;Centrifugació 1 ini;200205690;07-01-2024 06:56:00
14246;Centrifugació 1 fi;200205690;07-01-2024 10:21:00
14246;Centrifugació 2 ini;200205690;07-01-2024 11:04:00
14246;Centrifugació 2 fi;200205690;07-01-2024 12:44:00
14246;Centrifugació 1 ini;200205692;07-04-2024 07:50:00
14246;Centrifugació 1 fi;200205692;07-04-2024 11:16:00
14246;Centrifugació 2 ini;200205692;07-04-2024 12:23:00
14246;Centrifugació 2 fi;200205692;07-04-2024 13:58:00
14246;Centrifugació 1 ini;200205696;07-03-2024 07:50:00
14246;Centrifugació 1 fi;200205696;07-03-2024 11:08:00
14246;Centrifugació 2 ini;200205696;07-03-2024 11:59:00
14246;Centrifugació 2 fi;200205696;07-03-2024 13:33:00
14246;Centrifugació 1 ini;200209965;07-15-2024 07:58:26
14246;Centrifugació 1 fi;200209965;07-15-2024 11:22:13
14246;Centrifugació 2 ini;200209965;07-15-2024 12:08:50
14246;Centrifugació 2 fi;200209965;07-15-2024 13:44:34
14246;Centrifugació 1 ini;200209967;07-17-2024 08:18:52
14246;Centrifugació 1 fi;200209967;07-17-2024 11:53:39
14246;Centrifugació 2 ini;200209967;07-17-2024 12:39:57
14246;Centrifugació 2 fi;200209967;07-17-2024 14:23:06
14246;Centrifugació 1 ini;200209981;07-25-2024 07:27:48
14246;Centrifugació 1 fi;200209981;07-25-2024 07:43:45
14246;Centrifugació 2 ini;200209981;07-25-2024 11:17:35
14246;Centrifugació 2 fi;200209981;07-25-2024 12:04:23
14246;Centrifugació 2 fi;200209981;07-25-2024 13:46:48
14246;Centrifugació 1 ini;200209984;07-29-2024 07:14:41
14246;Centrifugació 1 fi;200209984;07-29-2024 10:32:08
14246;Centrifugació 2 ini;200209984;07-29-2024 11:21:19
14246;Centrifugació 2 fi;200209984;07-29-2024 13:02:55
14246;Centrifugació 1 ini;200211469;07-31-2024 07:22:42
14246;Centrifugació 1 fi;200211469;07-31-2024 10:59:05
14246;Centrifugació 2 ini;200211469;07-31-2024 11:49:31
14246;Centrifugació 2 fi;200211469;07-31-2024 13:25:11
17825;Centrifugació 1 ini;10005223;11-16-2023 08:38:56
17825;Centrifugació 1 fi;10005223;11-16-2023 11:46:55
17825;Centrifugació 2 ini;10005223;11-16-2023 12:36:47
17825;Centrifugació 2 fi;10005223;11-16-2023 14:05:13
17825;Centrifugació 1 ini;10005235;11-30-2023 08:31:03
17825;Centrifugació 1 fi;10005235;11-30-2023 11:21:30
17825;Centrifugació 2 ini;10005235;11-30-2023 12:23:52
17825;Centrifugació 2 fi;10005235;11-30-2023 13:59:41
17825;Centrifugació 1 ini;200178572;03-23-2023 07:53:57
17825;Centrifugació 1 fi;200178572;03-23-2023 10:29:43
17825;Centrifugació 2 ini;200178572;03-23-2023 12:13:20
17825;Centrifugació 2 fi;200178572;03-23-2023 13:03:38
17825;Centrifugació 1 ini;200179220;03-16-2023 13:40:13
17825;Centrifugació 1 fi;200179220;03-16-2023 17:03:51
17825;Centrifugació 1 ini;200179222;03-17-2023 13:31:15
17825;Centrifugació 1 fi;200179222;03-17-2023 17:12:10
17825;Centrifugació 2 ini;200179222;03-17-2023 19:55:56
17825;Centrifugació 2 fi;200179222;03-17-2023 19:58:43
17825;Centrifugació 1 ini;200181620;03-24-2023 08:31:15
17825;Centrifugació 1 fi;200181620;03-24-2023 11:53:41
17825;Centrifugació 2 ini;200181620;03-24-2023 13:13:11
17825;Centrifugació 2 fi;200181620;03-24-2023 14:30:45
17825;Centrifugació 1 ini;200182429;03-30-2023 09:29:25
17825;Centrifugació 1 fi;200182429;03-30-2023 12:26:49
17825;Centrifugació 2 ini;200182429;03-30-2023 13:32:39
17825;Centrifugació 2 fi;200182429;03-30-2023 14:52:53
17825;Centrifugació 1 ini;200182431;03-31-2023 06:38:15
17825;Centrifugació 1 fi;200182431;03-31-2023 10:09:57
17825;Centrifugació 2 ini;200182431;03-31-2023 11:20:57
17825;Centrifugació 2 fi;200182431;03-31-2023 12:58:34
17825;Centrifugació 1 ini;200182434;04-06-2023 11:41:00
17825;Centrifugació 1 fi;200182434;04-06-2023 14:58:00
17825;Centrifugació 2 ini;200182434;04-06-2023 16:00:00
17825;Centrifugació 2 fi;200182434;04-06-2023 18:40:00
17825;Centrifugació 1 ini;200182440;04-20-2023 08:19:45
17825;Centrifugació 1 fi;200182440;04-20-2023 11:12:48
17825;Centrifugació 2 ini;200182440;04-20-2023 12:24:36
17825;Centrifugació 2 fi;200182440;04-20-2023 13:43:28
17825;Centrifugació 1 ini;200182443;04-27-2023 09:37:04
17825;Centrifugació 1 fi;200182443;04-27-2023 13:07:28
17825;Centrifugació 2 ini;200182443;04-27-2023 14:18:09
17825;Centrifugació 2 fi;200182443;04-27-2023 15:31:03
17825;Centrifugació 1 ini;200182444;05-24-2023 09:18:13
17825;Centrifugació 1 fi;200182444;05-24-2023 12:16:53
17825;Centrifugació 2 ini;200182444;05-24-2023 13:24:40
17825;Centrifugació 2 fi;200182444;05-24-2023 15:01:32
17825;Centrifugació 1 ini;200182446;07-06-2023 08:17:00
17825;Centrifugació 1 fi;200182446;07-06-2023 11:12:00
17825;Centrifugació 2 ini;200182446;07-06-2023 12:16:00
17825;Centrifugació 2 fi;200182446;07-06-2023 13:47:00
